"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rpl6",1.56226440168885e-18,0.392989493076615,0.835,0.759,2.99782916040073e-14
"Ehf",1.60411502171147e-18,0.813127887027132,0.375,0.245,3.07813631516214e-14
"D8Ertd738e",1.82739687759471e-18,0.597166945164824,0.445,0.305,3.5065918684165e-14
"Rpl36",2.14188352523506e-18,0.406037940385547,0.904,0.876,4.11006029657355e-14
"Cox6a1",3.00916943183482e-18,0.683919227075593,0.355,0.224,5.77429522274783e-14
"Txn1",4.37910929506039e-18,0.634087623623583,0.419,0.287,8.40307282629139e-14
"Rps2",4.39221797475023e-18,0.363367401037998,0.964,0.946,8.42822707174821e-14
"Ndufa13",4.51244679948102e-18,0.416086169534672,0.672,0.543,8.65893416352413e-14
"Rrbp1",6.24984412763389e-18,0.589006017647862,0.812,0.773,1.19928258965167e-13
"Ralbp1",2.58823767150205e-17,0.875561510891086,0.264,0.156,4.96656926784528e-13
"Gapdh",2.76244395653784e-17,0.734881792198627,0.343,0.22,5.30085370820047e-13
"mt-Rnr2",4.97189779798007e-17,0.784335783345758,0.942,0.942,9.54057468454395e-13
"Rpl17",3.22999307764693e-16,0.343039243703086,0.885,0.838,6.19803371669668e-12
"Sp100",5.3299392913824e-16,0.958871454685618,0.266,0.163,1.02276205062337e-11
"Fkbp11",5.79422336118481e-16,0.352978262903436,0.793,0.707,1.11185352077775e-11
"Polr2l",6.1369765716011e-16,0.644117089254969,0.321,0.205,1.17762443432453e-11
"Rpl18a",6.47605248292001e-16,0.316271546945575,0.967,0.959,1.24268971094752e-11
"Tuba4a",7.58890629594253e-16,0.750682345191845,0.279,0.17,1.45623522912841e-11
"Arhgef28",8.57208111461355e-16,0.929673594141828,0.264,0.16,1.6448966450832e-11
"Ddrgk1",9.77449475633215e-16,0.481426363176851,0.433,0.301,1.87562779879258e-11
"Rplp2",1.26463285588187e-15,0.386538171479414,0.817,0.739,2.42670398715173e-11
"Fth1",1.50042094102634e-15,0.390886368062759,0.954,0.94,2.87915774373544e-11
"Srsf10",2.21701195708681e-15,0.686613089648846,0.446,0.327,4.25422424445387e-11
"Rps28",2.48517326543777e-15,0.388613306337824,0.845,0.817,4.76879897904854e-11
"Krtcap2",2.48591185261753e-15,0.319348091523395,0.816,0.744,4.77021625398778e-11
"Rpl13a",2.81432241125209e-15,0.411531241869942,0.698,0.587,5.40040327495163e-11
"Mrpl52",4.81133996275062e-15,0.591595593053603,0.315,0.201,9.23248025452217e-11
"Uqcr11",5.49936205990412e-15,0.383682330483467,0.687,0.567,1.055272585675e-10
"Map3k1",5.73093626783869e-15,1.02580994665782,0.3,0.198,1.09970936043557e-10
"Rpl19",7.5027216739172e-15,0.294960503002615,0.985,0.98,1.43969726200797e-10
"Chchd2",9.6012465554935e-15,0.333070081221068,0.866,0.81,1.84238320153365e-10
"Rabac1",1.24391703156628e-14,0.287582032057762,0.836,0.749,2.38695239187253e-10
"Rpl14",2.38274649156547e-14,0.303004664748295,0.858,0.798,4.57225224266498e-10
"Atp5me",5.09688805679105e-14,0.571993573005879,0.325,0.215,9.78041849217635e-10
"Gpx4",5.85648406545013e-14,0.480453548108437,0.631,0.542,1.12380072731922e-09
"Agt",7.88759415124474e-14,0.397380119721001,0.803,0.72,1.51355044168235e-09
"Ubb",1.62527050469663e-13,0.645448728049432,0.51,0.422,3.11873157146236e-09
"Oaz1",3.27519357860419e-13,0.567651033380971,0.351,0.242,6.28476895798358e-09
"Rpl7a",3.54479576292814e-13,0.305839447399605,0.804,0.726,6.80210858948281e-09
"Rpl8",5.10629951505913e-13,0.267102031627676,0.988,0.979,9.79847813944697e-09
"Arpc3",5.95479060297817e-13,0.608129833747924,0.314,0.211,1.14266476880548e-08
"Ndufc1",6.594071470196e-13,0.494355489772129,0.428,0.313,1.26533637441591e-08
"Fau",1.25941255577507e-12,0.318199584256938,0.976,0.974,2.41668675327678e-08
"Uqcc2",4.15934214936427e-12,0.547107939135115,0.298,0.198,7.9813616504151e-08
"Rpl21",4.79361400512791e-12,0.250319306958159,0.951,0.929,9.19846591443994e-08
"Rpl26",6.15471111481558e-12,0.263034405833794,0.916,0.881,1.18102751582196e-07
"Ndufa2",1.0148624484903e-11,0.444117647563974,0.413,0.302,1.94741955240803e-07
"Ndufb2",1.26160803087205e-11,0.420081195129186,0.464,0.359,2.42089965044037e-07
"Pigr",1.29188034320837e-11,0.675250279627674,0.599,0.545,2.47898919058254e-07
"Rpl29",1.36645109134954e-11,0.321563147506629,0.753,0.675,2.62208299919063e-07
"Psmb6",1.39705467854307e-11,0.514110255420957,0.364,0.259,2.68080822265629e-07
"Rps18",1.46779401965925e-11,0.269340354406519,0.967,0.96,2.81654994432414e-07
"Selenok",1.69859125003532e-11,0.441985036789454,0.464,0.353,3.25942674969277e-07
"Edf1",2.34926131980138e-11,0.325168099613995,0.635,0.531,4.50799754656686e-07
"Tubb4b",2.84179706211629e-11,0.727221190035302,0.253,0.167,5.45312438249494e-07
"Mlph",2.84966144941487e-11,0.715314423351128,0.274,0.185,5.46821535528219e-07
"Gnas",2.99020193994063e-11,0.294311457786677,0.782,0.706,5.73789850255207e-07
"Dbi",3.4485637003934e-11,0.523618799237596,0.507,0.409,6.61744888468489e-07
"Txndc17",3.59437157911666e-11,0.43294929006862,0.36,0.255,6.89723962316696e-07
"Tomm7",3.81024486086288e-11,0.525058608829419,0.353,0.253,7.31147886350978e-07
"Smdt1",4.37224976573265e-11,0.353900118144708,0.658,0.563,8.38991007546439e-07
"Rps13",5.25935027696706e-11,0.281234476181106,0.886,0.84,1.00921672464721e-06
"Rpl11",5.46364631247044e-11,0.251266195904443,0.972,0.968,1.04841909089995e-06
"Esrrg",7.2195081961251e-11,0.830359760797508,0.595,0.537,1.38535142775444e-06
"Eef1d",7.46038237462993e-11,0.383435331144892,0.509,0.397,1.43157277386774e-06
"Tshz2",1.09262782784723e-10,0.805512232322706,0.382,0.298,2.09664353885604e-06
"Tmem258",1.3381314428298e-10,0.550151400469056,0.32,0.227,2.5677404256461e-06
"Aldh2",1.46857139251623e-10,0.396808616497794,0.336,0.233,2.81804164509939e-06
"Ndufb11",1.67219492349518e-10,0.322505981777831,0.638,0.55,3.2087748386949e-06
"Rpl32",1.84915224498983e-10,0.256178893999814,0.996,0.992,3.54833824291098e-06
"Eif5b",1.99925275268096e-10,0.571141858286466,0.305,0.215,3.8363661071195e-06
"H2-D1",2.12242940821624e-10,0.661336802292303,0.432,0.343,4.07272979142613e-06
"Bsg",2.31164813698132e-10,0.421442613594741,0.391,0.291,4.43582161005346e-06
"Tspo",2.39011777581987e-10,0.569124070701176,0.344,0.251,4.58639700002075e-06
"Mrps24",3.01841056401571e-10,0.421997450581291,0.408,0.31,5.79202803128975e-06
"Pik3r1",3.2342414770612e-10,0.68331248184708,0.3,0.215,6.20618597033274e-06
"Rsrp1",3.38876132893947e-10,0.549424444413931,0.399,0.302,6.50269411410195e-06
"Sorbs2",1.05783048029679e-09,0.745725736247222,0.316,0.232,2.02987090864151e-05
"Guk1",1.09870948283864e-09,0.460029517122269,0.344,0.25,2.10831362661906e-05
"Rpl31",1.13949729578643e-09,0.469654044565174,0.334,0.243,2.18658136088458e-05
"Atp2a3",1.16570192563757e-09,0.409306331694182,0.585,0.498,2.23686542510593e-05
"Rex1bd",1.23676584896781e-09,0.490176625275862,0.278,0.192,2.37322998758434e-05
"Srrm2",1.37785706334263e-09,0.622008800660685,0.346,0.259,2.64396991884818e-05
"Mia3",1.43434444026901e-09,0.611960332111944,0.321,0.237,2.75236354643221e-05
"Srpra",1.65217896439212e-09,0.409009443871185,0.509,0.417,3.17036621477204e-05
"Tmem134",1.74426255481002e-09,0.477255165879469,0.29,0.203,3.34706541642494e-05
"Lsm4",1.94357883588506e-09,0.521797011385849,0.258,0.176,3.72953342817985e-05
"Elob",2.0052939775898e-09,0.439825018944406,0.403,0.309,3.84795861359707e-05
"Ndufa1",2.08533779927558e-09,0.487309235536283,0.366,0.279,4.00155470302992e-05
"Hint1",3.2619403670061e-09,0.255914677263863,0.745,0.678,6.25933737024801e-05
"P4hb",3.4872571331232e-09,0.334268657987494,0.767,0.735,6.69169771275011e-05
"Pde4b",3.63670951106636e-09,0.828154975326435,0.342,0.263,6.97848188078524e-05
"Fam3d",3.89110798312218e-09,0.346561290807747,0.764,0.707,7.46664710881315e-05
"Gne",5.88981261283434e-09,0.586799682828448,0.571,0.513,0.000113019614227678
"Uqcrh",6.15630336258693e-09,0.255631642265301,0.705,0.623,0.000118133305224681
"Sec62",7.26256508725526e-09,0.366989520696274,0.459,0.369,0.000139361361459341
"Ndufb8",8.08698791706483e-09,0.306865951697439,0.618,0.526,0.000155181211140557
"Myl6",8.39985290267512e-09,0.458566280364765,0.4,0.317,0.000161184777349433
"Ppib",1.00911676763712e-08,0.264717580343985,0.75,0.69,0.000193639416541887
"Mlec",1.02955613836068e-08,0.501067090923521,0.252,0.174,0.000197561527390031
"Mien1",1.09841454763427e-08,0.356127593560854,0.426,0.336,0.00021077476754554
"Ndufs7",1.44446921128645e-08,0.33865359578534,0.426,0.332,0.000277179196953757
"Rps24",2.08777532889215e-08,0.256701753386531,0.992,0.993,0.000400623207861115
"Atp5mf",2.23506165328972e-08,0.260402534719882,0.746,0.679,0.000428885980649765
"Rnaseh2c",2.64058943921576e-08,0.414510974641588,0.266,0.186,0.000506702707491112
"Ndufab1",2.68823594240738e-08,0.428380602274259,0.301,0.219,0.000515845594988552
"Calr",2.76142924103681e-08,0.38653916306749,0.478,0.4,0.000529890657062553
"Pgls",2.79446811386487e-08,0.410400619103917,0.39,0.305,0.00053623048636953
"Timm13",3.44920387290975e-08,0.2986003462649,0.449,0.353,0.000661867731172653
"Tcn2",4.1373800813433e-08,0.333105804794302,0.613,0.528,0.000793921863808966
"Tmbim6",4.38840515311812e-08,0.276529558390791,0.644,0.576,0.000842091064831835
"Dpm3",4.73570853389007e-08,0.389223335860405,0.339,0.254,0.000908735110568166
"Tmem14c",5.50025383824424e-08,0.39864205391526,0.315,0.232,0.00105544370902069
"Arhgap29",5.7554123570136e-08,0.566640338511672,0.264,0.193,0.00110440607718734
"Elapor1",6.4452754028736e-08,0.653777610402241,0.324,0.249,0.00123678389705742
"Ndufa5",7.51384494125933e-08,0.346171690042933,0.33,0.245,0.00144183170577825
"Rpl7",7.84423919654001e-08,0.29122946489013,0.835,0.789,0.00150523105942406
"Golgb1",7.9780437118658e-08,0.531450230950942,0.326,0.25,0.00153090680786993
"Msrb1",8.51774811700515e-08,0.357751336040518,0.385,0.298,0.00163447068617212
"Ctsh",9.21542254355418e-08,0.516260643419156,0.267,0.194,0.00176834743188261
"Tmem160",1.0774128256315e-07,0.482653666560853,0.262,0.189,0.00206744747110428
"Vamp8",1.24289900482605e-07,0.337360578971885,0.447,0.362,0.0023849989003607
"Ndufv3",1.55410538748148e-07,0.32562772454072,0.392,0.307,0.00298217282803821
"Rpn2",2.49664293061929e-07,0.373762808742536,0.338,0.258,0.00479080811956535
"Psmb1",2.66776816490805e-07,0.390818631733903,0.328,0.248,0.00511918033164205
"Ndufb7",3.08866739823496e-07,0.305986245456126,0.368,0.284,0.00592684387047306
"Prdx2",3.25139984428348e-07,0.286483596570395,0.401,0.316,0.00623911116119558
"Malat1",3.6469119290397e-07,0.659747149405341,0.867,0.921,0.00699805930063428
"Tmem223",3.78361881292956e-07,0.413805869702698,0.255,0.183,0.00726038614013054
"Tmem208",6.81524388577615e-07,0.343613332214291,0.295,0.218,0.0130777714924158
"Ndufs6",6.99685875403832e-07,0.282528323185674,0.49,0.406,0.0134262722631241
"Pebp1",7.14682177450535e-07,0.304620001376677,0.391,0.308,0.0137140363030983
"Mrps21",8.00298096636001e-07,0.372491991623687,0.33,0.254,0.0153569201763482
"Erp29",8.5616474428568e-07,0.422167425623676,0.269,0.2,0.0164289452780979
"Ift20",1.11999722269991e-06,0.277615899866204,0.49,0.41,0.0214916267063885
"Ncald",1.47303530259749e-06,0.478863726456948,0.622,0.582,0.0282660744215433
"Tomm6",2.00932198033304e-06,0.441296967968503,0.29,0.222,0.0385568794806107
"H13",2.35570245388947e-06,0.313495426605329,0.462,0.39,0.045203574387685
