"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Itga6",1.92714423680553e-45,1.31407121042723,0.276,0.14,3.69799707600612e-41
"Arih1",2.40491459912277e-45,1.32796147455493,0.274,0.138,4.61479062425668e-41
"Rps9",3.67372400382338e-45,0.411945625054368,0.948,0.89,7.04950899093669e-41
"Cox7c",8.41935716085069e-45,0.499157812695498,0.723,0.586,1.61559044559564e-40
"Akap9",1.05678273062046e-44,1.13965797306978,0.349,0.206,2.0278603817876e-40
"Mycbp2",1.8080205321308e-44,1.20108553667067,0.312,0.171,3.46941059910579e-40
"Pik3r1",2.41704783781475e-44,1.13724040340045,0.359,0.215,4.63807309598272e-40
"Atf3",3.06834148843361e-44,1.21914576554819,0.447,0.309,5.88784048215525e-40
"Sorbs2",6.23802901282624e-44,1.11489090374516,0.376,0.232,1.19701538727123e-39
"Shroom3",2.2204384349701e-43,1.19006747744407,0.347,0.206,4.26079931286412e-39
"Ndufa3",2.28396746450196e-43,1.10725473321521,0.273,0.137,4.38270516763282e-39
"mt-Rnr1",5.60852481786282e-43,0.65338007021785,0.867,0.743,1.0762198272997e-38
"Rpl10",9.13748449274582e-43,0.36313412221044,0.987,0.967,1.75339189931299e-38
"Hnrnpa2b1",9.45369069437625e-43,0.931527226941705,0.419,0.276,1.81406870734386e-38
"Larp1b",1.05238732749576e-42,1.08995208069253,0.321,0.181,2.01942604273161e-38
"Rpl19",1.27582656286302e-42,0.373345784134963,0.987,0.98,2.44818359147786e-38
"Txnip",1.34304933749622e-42,1.26807355238152,0.283,0.15,2.57717737372149e-38
"ATP8",3.61524201486131e-42,0.680455402333036,0.717,0.562,6.93728790231736e-38
"Rpl4",4.33612933938914e-42,0.502074391448199,0.791,0.653,8.32059858935383e-38
"Clcn3",6.72209888565682e-42,1.19620510630901,0.314,0.177,1.28990355516869e-37
"Srsf10",1.89653466621038e-41,0.803634715333752,0.472,0.327,3.6392603709911e-37
"Pgp",2.31233166831403e-41,0.785531440098578,0.48,0.335,4.43713323832779e-37
"Ier2",3.2986880674937e-41,1.17580813532314,0.421,0.287,6.32985253271366e-37
"CYTB",5.57292047967024e-41,0.556693653107216,0.982,0.95,1.06938771084392e-36
"Atp5mf",1.17117358458859e-40,0.462077475253365,0.807,0.679,2.24736499146705e-36
"Chchd10",1.60881283757262e-40,0.443640170302581,0.868,0.756,3.0871509540181e-36
"Abcf1",2.78889010124573e-40,1.10917125008753,0.288,0.157,5.35160121528043e-36
"Golga4",3.77108695420469e-40,1.29479218609184,0.257,0.133,7.23633875642339e-36
"Gfpt1",4.02284906334998e-40,0.553423830767369,0.725,0.591,7.71944506766228e-36
"Mia3",4.06840231195911e-40,0.976885833625542,0.375,0.237,7.80685719641833e-36
"Zfhx3",4.13226220460079e-40,1.06459215796891,0.335,0.199,7.92939794440845e-36
"Itpkb",4.71056120340521e-40,1.34604839188582,0.267,0.141,9.03909589321426e-36
"Hes1",7.79462110946361e-40,1.10150570619515,0.299,0.166,1.49570984469497e-35
"Polr2l",8.57150026552748e-40,0.923386274784951,0.345,0.205,1.64478518595207e-35
"Atrx",1.34539290097776e-39,1.25935327547911,0.283,0.157,2.58167443768622e-35
"Rps16",2.44001560062728e-39,0.391545214336987,0.972,0.948,4.68214593604369e-35
"Iqgap2",2.65942317618389e-39,0.763786294300805,0.575,0.444,5.10316713277927e-35
"Rpl21",3.8092856625028e-39,0.359765583405149,0.971,0.929,7.30963825777662e-35
"Ar",1.39719541179731e-38,1.0534479692934,0.351,0.218,2.68107827569787e-34
"Sec61g",1.68025639395427e-38,0.41975839442993,0.822,0.701,3.22424399435885e-34
"Atp1b1",1.69910478663329e-38,0.529847574000484,0.796,0.694,3.26041217507062e-34
"Slc12a8",2.70257160952241e-38,0.758922282590517,0.535,0.405,5.18596466151255e-34
"Rps2",2.82672699312898e-38,0.402969866209873,0.969,0.946,5.4242064271152e-34
"Brwd1",3.20837743475785e-38,1.22380757519025,0.259,0.137,6.15655545955683e-34
"Ndufc1",3.85567973929598e-38,0.760457255065978,0.451,0.313,7.39866385173505e-34
"H2bc4",6.29384883766144e-38,0.846017721418996,0.43,0.292,1.20772665345885e-33
"Agap1",6.8315404976268e-38,1.14657534167288,0.289,0.163,1.31090430608961e-33
"Rps20",9.90105557269546e-38,0.369005879844202,0.992,0.983,1.89991355384453e-33
"H2-K1",1.48383384303695e-37,1.01326928001572,0.39,0.258,2.8473287614036e-33
"Atxn1",1.51624818131062e-37,0.838951889964827,0.494,0.363,2.90952863511694e-33
"Ptprk",1.6312647602509e-37,1.03757650122627,0.337,0.207,3.13023394844545e-33
"Atp5f1d",2.07272410175064e-37,0.41652580430729,0.857,0.731,3.97735027884929e-33
"Uqcrq",2.73945959159725e-37,0.454688033609684,0.713,0.585,5.25674901031596e-33
"Rack1",3.61235616781533e-37,0.370815489739925,0.862,0.733,6.93175025042084e-33
"Nfib",9.26680424612316e-37,0.828925492708631,0.476,0.346,1.77820706678857e-32
"Serbp1",1.11793029686461e-36,0.994312155168738,0.325,0.197,2.1451964466535e-32
"Chka",1.7361870982322e-36,1.17737861606196,0.331,0.201,3.33156942279777e-32
"Sdc4",2.60589396211292e-36,1.11174627341535,0.331,0.206,5.00044992389849e-32
"Galnt3",4.91654030284735e-36,1.00443161977176,0.351,0.223,9.43434918713379e-32
"Nipal2",7.61503160711767e-36,1.01449142447799,0.32,0.194,1.46124841508981e-31
"Ano1",8.62104604841039e-36,1.13820676686312,0.281,0.16,1.65429252622947e-31
"Pip5k1b",8.97315530932983e-36,1.01242917615718,0.32,0.194,1.7218587723073e-31
"Zfp36",9.38470498720048e-36,1.19458568713749,0.336,0.216,1.8008310399939e-31
"Ell2",2.03665384823229e-35,1.11618345612888,0.288,0.167,3.90813506937294e-31
"Nsd3",2.05444384873901e-35,0.929608523103169,0.333,0.202,3.94227230134529e-31
"Clic4",3.70295891999609e-35,1.02381680894244,0.324,0.2,7.1056078715805e-31
"Dbi",1.01479963214445e-34,0.745846225574321,0.533,0.409,1.94729901412198e-30
"Rbm39",2.11963609777347e-34,0.778290254169643,0.453,0.321,4.06736970801751e-30
"Dpyd",2.2345235878269e-34,1.11330115993687,0.308,0.189,4.28782731268104e-30
"Ccser1",2.90709789263318e-34,1.02462719797703,0.313,0.191,5.57843014617381e-30
"Cox8a",3.13619027466878e-34,0.360852329921641,0.943,0.881,6.01803551806192e-30
"Ndufa2",6.58337003779014e-34,0.697975817103076,0.435,0.302,1.26328287655155e-29
"Atp5po",8.92617941391084e-34,0.69256058596182,0.461,0.335,1.71284456773535e-29
"Ckmt1",1.09833833301736e-33,0.959787213158924,0.261,0.143,2.10760142722701e-29
"Nfia",1.56540183338638e-33,0.876405302572177,0.42,0.295,3.00384957808513e-29
"Abhd11os",1.61776708507339e-33,1.11441498688045,0.282,0.166,3.10433325954732e-29
"Eif3c",1.68512645359064e-33,1.05241614335955,0.284,0.166,3.23358915179507e-29
"Erbin",2.23257697698697e-33,1.03418125645516,0.292,0.173,4.28409196114029e-29
"Rpl13",2.40318755371521e-33,0.375330582929834,0.988,0.976,4.61147659682412e-29
"Rere",2.64886820260213e-33,1.07332133386646,0.286,0.167,5.08291319397322e-29
"Ptma",5.73436459982653e-33,0.471337461951586,0.811,0.704,1.10036722306071e-28
"Alcam",6.15562087185797e-33,1.12343118365788,0.265,0.15,1.18120208910083e-28
"Cadps2",7.03943264816884e-33,1.00350557360672,0.278,0.16,1.35079673085712e-28
"Mrpl52",7.97407726601415e-33,0.858037396070054,0.325,0.201,1.53014568657545e-28
"A630073D07Rik",8.48695982469485e-33,0.847381529111793,0.947,0.925,1.62856272076069e-28
"Akap13",1.14992508152982e-32,0.966244696844479,0.345,0.224,2.20659123894757e-28
"Cgnl1",1.44726842944369e-32,0.874230030639793,0.408,0.288,2.7771633892595e-28
"Cox7b",1.56658438875418e-32,0.490196489202902,0.621,0.498,3.0061187835804e-28
"Stk11",2.53932768692435e-32,0.788898147856523,0.37,0.242,4.87271589843913e-28
"Chchd2",2.55064178795699e-32,0.402314312055275,0.886,0.81,4.89442652691066e-28
"Fosb",2.71427978278507e-32,1.36579623295405,0.268,0.159,5.20843147518627e-28
"Gmds",4.62363932512448e-32,0.995319620450664,0.315,0.197,8.87230150098136e-28
"Ncor1",5.78619529240809e-32,0.973554199535187,0.297,0.179,1.11031301466019e-27
"Snd1",5.94853934587784e-32,0.860757228708497,0.4,0.278,1.1414652150805e-27
"Sntb1",8.03691805547819e-32,0.863693414649851,0.408,0.29,1.54220420566571e-27
"Fbxl17",8.9178955654201e-32,1.02905816581985,0.254,0.143,1.71125498004846e-27
"Lpo",2.21469369468478e-31,0.484247006076246,0.678,0.554,4.24977573073063e-27
"Calr",2.27899118361928e-31,0.625218191672868,0.523,0.4,4.37315618224704e-27
"Epcam",4.46883310700536e-31,0.529806766521762,0.666,0.554,8.57524384903259e-27
"Fry",4.48743916802499e-31,0.792832820066638,0.459,0.341,8.61094701952315e-27
"Lrrfip1",5.28347840645573e-31,1.01889334014902,0.267,0.154,1.01384667141479e-26
"Ppp3ca",5.73036288455909e-31,0.980613765329559,0.277,0.163,1.09959933391804e-26
"Krtcap2",6.78390472780656e-31,0.365861229443299,0.838,0.744,1.3017634782188e-26
"Mlph",9.82023305056636e-31,0.981948815179136,0.3,0.185,1.88440452007318e-26
"Meis2",1.00900543544631e-30,0.891564282038936,0.382,0.264,1.93618053007793e-26
"Setbp1",1.19132677286922e-30,1.0280662819438,0.267,0.155,2.28603694445874e-26
