"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cmss1",0,4.63757521168186,0.918,0.25,0
"Rps29",0,1.34774822394861,0.993,0.912,0
"Gm26917",0,2.74681911733683,0.998,0.984,0
"Rpl13a",2.57637628760209e-292,1.36874054895633,0.911,0.587,4.94380845827965e-288
"Prol1",3.49480855922615e-284,0.578325541991482,0.999,0.999,6.70618814429907e-280
"Rrbp1",5.98412472474018e-282,1.45390683802848,0.971,0.773,1.14829369343039e-277
"Camk1d",7.72199569310102e-282,3.22260161581993,0.793,0.392,1.48177375354916e-277
"Lars2",8.97460237599784e-274,2.29661241120231,0.824,0.408,1.72213644993022e-269
"Rpl41",3.58504112257416e-269,0.922524592331712,0.998,0.98,6.87933541010755e-265
"Rplp1",2.96139393075408e-257,0.809558432367772,0.999,0.99,5.682618813724e-253
"Rpl38",3.13753502372253e-246,1.1247631277571,0.978,0.826,6.02061595702116e-242
"Gm30821",3.31441663283557e-244,3.64439826958018,0.416,0.054,6.36003407674817e-240
"Cdk8",8.51798022791184e-244,2.8933065166416,0.561,0.157,1.634515225934e-239
"Gm46178",1.27979453303951e-242,3.51069381998902,0.464,0.085,2.45579772944951e-238
"Rps21",9.9539140824188e-242,1.03579533697946,0.983,0.882,1.91005657327534e-237
"Dcpp3",1.7546258518666e-237,0.866635834307226,0.621,0.212,3.36695154714682e-233
"Rps15",3.93714720463381e-224,1.14692617924928,0.899,0.595,7.55499177097182e-220
"Gm15564",2.15787065965557e-220,2.75337419556516,0.437,0.079,4.14073800881307e-216
"Mir6236",3.14907764101472e-216,3.87007291400205,0.482,0.126,6.04276508534315e-212
"Rps8",2.04860821062846e-207,0.868967357078283,0.985,0.935,3.93107429537495e-203
"Rps28",5.12446558499983e-200,1.08259696413515,0.953,0.817,9.83333701105618e-196
"Rps12",4.21950539682559e-194,0.988139164750206,0.93,0.732,8.09680890596862e-190
"Exoc4",1.26839106251639e-186,2.54414504058768,0.46,0.127,2.4339156098627e-182
"H2aj",7.09946414948418e-186,0.881699907150919,0.973,0.824,1.36231617564452e-181
"Wfdc18",7.52824775609628e-180,1.50202522320509,0.344,0.053,1.44459546191731e-175
"Esrrg",1.05268557549997e-178,1.60315379793405,0.821,0.537,2.01999835082689e-174
"Rn7sk",2.04013684720127e-174,3.1217497230078,0.488,0.161,3.91481859609452e-170
"St3gal1",1.40741084445089e-167,1.18341496885034,0.934,0.762,2.70068066941682e-163
"Rpl37a",1.63648436727337e-163,0.801710857532505,0.986,0.943,3.14024985236087e-159
"ND3",1.34804917964098e-159,1.60755626147316,0.936,0.733,2.58677157081308e-155
"Hexb",1.63901138734207e-153,2.30862764046915,0.455,0.153,3.1450989511707e-149
"Dcpp2",6.26041260211697e-153,1.10378380619034,0.581,0.27,1.20131057422023e-148
"Gm36876",2.53416568169104e-140,3.32147209341669,0.26,0.035,4.86281052659694e-136
"Rps27",8.22771967039178e-138,1.00258011872804,0.825,0.632,1.57881712755148e-133
"Gphn",4.29389134892379e-137,2.28488303464159,0.552,0.263,8.23954810944987e-133
"Dcpp1",2.06878754682063e-131,1.70002764571276,0.426,0.152,3.96979642359411e-127
"Eif4g3",2.50266655552224e-125,2.15421086762564,0.37,0.113,4.80236685339162e-121
"Atp5f1e",3.159678857352e-124,0.816019357639047,0.892,0.719,6.06310775937275e-120
"Rps19",8.4393020105014e-124,0.66142300317832,0.978,0.918,1.61941766279511e-119
"ND1",9.10350973820904e-123,1.42268903527564,0.969,0.891,1.74687248366493e-118
"Rpl5",1.49517774724792e-121,0.824011221541824,0.86,0.658,2.86909657919403e-117
"Ccng1",6.0901945418451e-118,2.52426766603529,0.272,0.055,1.16864743063466e-113
"Rpl36",9.49705908886859e-118,0.67996009423222,0.967,0.876,1.82239066856299e-113
"Atp5me",3.23555767596032e-116,1.49762828613557,0.486,0.215,6.20871162440026e-112
"Eif5b",3.2664030979278e-112,1.54979106065377,0.478,0.215,6.26790090461365e-108
"Rpl37",1.59434024743588e-111,0.689151774456916,0.972,0.92,3.0593795008047e-107
"Pnrc1",2.06195160259836e-111,1.834942563308,0.387,0.137,3.956678930226e-107
"Gne",6.72688096824404e-111,1.12428155964293,0.743,0.513,1.29082118899635e-106
"Ephx1",7.81281471930649e-111,2.37259667254723,0.28,0.065,1.49920101648772e-106
"Rps14",4.62078581251796e-109,0.551546118113124,0.988,0.961,8.86682589564072e-105
"Son",5.95051711042181e-108,1.51770998077903,0.514,0.249,1.14184472831884e-103
"Malat1",1.23614818186346e-106,1.42380757657892,0.874,0.921,2.3720447461778e-102
"Cald1",1.32412196442901e-106,1.41411531819729,0.531,0.274,2.54085763754282e-102
"Sec62",1.06677152352031e-103,1.10323891837783,0.614,0.369,2.04702787648313e-99
"Rpl17",7.49477402848958e-98,0.613314956324087,0.938,0.838,1.43817218832686e-93
"Slc23a2",1.12068734410363e-97,1.76608370876669,0.362,0.131,2.15048694460046e-93
"Rplp2",1.29836899398358e-97,0.684979697551251,0.888,0.739,2.4914402625551e-93
"Rpl6",1.446927920272e-96,0.64003709659739,0.903,0.759,2.77650998620994e-92
"Rps17",1.85875771589354e-95,0.886320459557457,0.713,0.506,3.56677018102811e-91
"Mtus1",6.43476538016575e-95,1.89025688708837,0.33,0.112,1.2347671288e-90
"Rpl35",1.6403553584728e-94,0.496258927500995,0.987,0.973,3.14767789737345e-90
"Tcn2",6.57512181660395e-90,0.825133201524432,0.759,0.528,1.26170012538813e-85
"Fam241a",1.74745977209257e-89,1.84477085353035,0.298,0.094,3.35320055666844e-85
"Agt",2.35129507617918e-89,0.637590172966332,0.907,0.72,4.51190012168023e-85
"Arl4a",2.87907908134873e-87,2.07196285642574,0.273,0.081,5.52466484920007e-83
"Clec2d",2.53415424637541e-86,1.31093990748655,0.664,0.452,4.86278858336977e-82
"Rps25",3.02043886576476e-86,0.668266846985234,0.852,0.689,5.795920139516e-82
"P4hb",1.05204879951054e-84,0.672235647325324,0.895,0.735,2.01877644138078e-80
"Calm1",3.74719456147797e-84,0.693561423189775,0.839,0.69,7.19049164402008e-80
"Rpl12",7.110085041053e-84,0.606878266737549,0.896,0.766,1.36435421852766e-79
"Dnah11",4.13041395118877e-82,1.72382814661536,0.335,0.128,7.92585133093613e-78
"Tmem176b",8.07687543160485e-79,1.13975499345226,0.552,0.333,1.54987162657065e-74
"Hsp90ab1",1.01975088100167e-78,0.801173134126489,0.797,0.626,1.9567999655541e-74
"Macf1",3.74809933837289e-78,1.70632326826691,0.328,0.128,7.19222782040374e-74
