"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Slit2",0,2.70111717248476,0.92,0.17,0,"0","Slit2"
"Cyp2f2",0,2.3957600133831,0.873,0.163,0,"0","Cyp2f2"
"Tmcc3",0,2.32088109940215,0.798,0.163,0,"0","Tmcc3"
"Klk1b11",0,1.45558823616765,0.827,0.197,0,"0","Klk1b11"
"Wfdc2",0,1.8225638259075,0.867,0.241,0,"0","Wfdc2"
"Ppargc1a",0,2.67964574017177,0.808,0.186,0,"0","Ppargc1a"
"Klk1b26",0,0.982884196305978,0.825,0.216,0,"0","Klk1b26"
"Unc13b",0,2.11873853614752,0.756,0.165,0,"0","Unc13b"
"Tfcp2l1",0,1.52581721468262,0.937,0.354,0,"0","Tfcp2l1"
"Aplp2",0,1.80279458109984,0.815,0.232,0,"0","Aplp2"
"Atp1b1",0,2.24880998169975,0.976,0.396,0,"0","Atp1b1"
"Cadps2",0,2.26760456731606,0.771,0.195,0,"0","Cadps2"
"Pkp4",0,1.94178797711181,0.811,0.238,0,"0","Pkp4"
"Crisp3",0,1.25213290989143,0.857,0.285,0,"0","Crisp3"
"Pdgfd",0,2.76031227189147,0.67,0.1,0,"0","Pdgfd"
"Cacnb4",0,3.1042060791335,0.647,0.081,0,"0","Cacnb4"
"Stxbp6",0,1.84409665183343,0.777,0.212,0,"0","Stxbp6"
"Klk1",0,2.7130093933858,0.996,0.432,0,"0","Klk1"
"Fxyd2",0,0.474973356449773,0.991,0.43,0,"0","Fxyd2"
"Ablim1",0,2.29700062995338,0.71,0.15,0,"0","Ablim1"
"Nudt4",0,1.78288065661739,0.727,0.171,0,"0","Nudt4"
"Itprid1",0,2.40088391097127,0.673,0.119,0,"0","Itprid1"
"B2m",0,2.08686979498328,0.748,0.195,0,"0","B2m"
"Oxct1",0,2.06791651137153,0.77,0.222,0,"0","Oxct1"
"Erbin",0,2.01754475312156,0.746,0.205,0,"0","Erbin"
"Meis2",0,1.7629922251384,0.802,0.263,0,"0","Meis2"
"Tacc2",0,1.61370374807359,0.789,0.252,0,"0","Tacc2"
"Atp1a1",0,2.45514510604726,0.973,0.439,0,"0","Atp1a1"
"Runx2",0,1.9457366560501,0.714,0.188,0,"0","Runx2"
"Atp5f1a",0,1.42423305082205,0.869,0.344,0,"0","Atp5f1a"
"H2-K1",0,1.57628689211894,0.828,0.306,0,"0","H2-K1"
"Klk1b5",0,1.25062480625086,0.664,0.144,0,"0","Klk1b5"
"Plet1",0,1.58379831190138,0.79,0.273,0,"0","Plet1"
"Clint1",0,1.86074418335152,0.709,0.195,0,"0","Clint1"
"Aopep",0,1.63730367521659,0.774,0.264,0,"0","Aopep"
"Iqgap2",0,1.96637780597562,0.709,0.202,0,"0","Iqgap2"
"Fmn1",0,2.2976274016003,0.636,0.135,0,"0","Fmn1"
"Klk1b4",0,1.0261113422781,0.613,0.115,0,"0","Klk1b4"
"S100a1",0,0.384111889102262,0.816,0.319,0,"0","S100a1"
"Stxbp5l",0,2.15117106617183,0.591,0.098,0,"0","Stxbp5l"
"Plcb4",0,1.35450572827753,0.811,0.32,0,"0","Plcb4"
"Cox6a1",0,1.50364454637112,0.754,0.266,0,"0","Cox6a1"
"Klk1b9",0,0.250873155250092,0.69,0.203,0,"0","Klk1b9"
"G0s2",0,1.42827512379341,0.694,0.219,0,"0","G0s2"
"2610035D17Rik",0,2.32997078960717,0.588,0.113,0,"0","2610035D17Rik"
"ATP8",0,1.46450744940293,0.907,0.433,0,"0","ATP8"
"Cox5b",0,0.881598252010399,0.855,0.381,0,"0","Cox5b"
"Akap13",0,1.65321875935701,0.697,0.224,0,"0","Akap13"
"Ly6e",0,1.06722501899875,0.754,0.284,0,"0","Ly6e"
"Xist",0,1.12491007000814,0.784,0.315,0,"0","Xist"
"Magi1",0,1.51894205244466,0.729,0.26,0,"0","Magi1"
"Cracr2a",0,1.90493532771232,0.609,0.14,0,"0","Cracr2a"
"Atp5f1b",0,1.03372668299162,0.935,0.467,0,"0","Atp5f1b"
"Itpr1",0,2.03886358089951,0.618,0.153,0,"0","Itpr1"
"Ndufa1",0,1.273824388797,0.727,0.263,0,"0","Ndufa1"
"Ghr",0,1.92097059777121,0.626,0.165,0,"0","Ghr"
"Cox5a",0,0.663589786076705,0.87,0.41,0,"0","Cox5a"
"Chrm3",0,1.48830368311401,0.742,0.282,0,"0","Chrm3"
"Dpyd",0,2.36236985057567,0.598,0.138,0,"0","Dpyd"
"Adra1a",0,2.20097081787884,0.574,0.115,0,"0","Adra1a"
"Esrrg",0,1.72870339663026,0.956,0.499,0,"0","Esrrg"
"Cox6c",0,0.801746011667956,0.938,0.481,0,"0","Cox6c"
"Aco2",0,2.11466332236241,0.606,0.15,0,"0","Aco2"
"Atp5mc3",0,0.836900661309793,0.799,0.344,0,"0","Atp5mc3"
"Chka",0,1.72860999862586,0.669,0.214,0,"0","Chka"
"Shroom3",0,1.61602384960632,0.67,0.217,0,"0","Shroom3"
"App",0,0.989883892454093,0.722,0.27,0,"0","App"
"Cox6b1",0,0.807271016580174,0.859,0.408,0,"0","Cox6b1"
"Macf1",0,1.55696122857706,0.674,0.228,0,"0","Macf1"
"Ank3",0,0.986692918274742,0.739,0.295,0,"0","Ank3"
"Zbtb20",0,1.03488809140159,0.883,0.439,0,"0","Zbtb20"
"Uqcr11",0,0.86280023579992,0.843,0.401,0,"0","Uqcr11"
"Ly6a",0,2.10377629725977,0.552,0.113,0,"0","Ly6a"
"Ctsd",0,1.75581788387123,0.625,0.187,0,"0","Ctsd"
"Rap1gap2",0,1.81517610442934,0.6,0.163,0,"0","Rap1gap2"
"Chchd10",0,0.583617709780739,0.889,0.453,0,"0","Chchd10"
"Naaladl2",0,1.42141367087741,0.679,0.245,0,"0","Naaladl2"
"Cox7a2",0,0.704959673152911,0.887,0.453,0,"0","Cox7a2"
"Mt1",0,0.724215013052198,0.85,0.417,0,"0","Mt1"
"Wnt4",0,2.18946126382957,0.55,0.118,0,"0","Wnt4"
"Slc25a5",0,0.576260697297943,0.823,0.391,0,"0","Slc25a5"
"Ptprd",0,2.34242731889254,0.531,0.101,0,"0","Ptprd"
"Cpeb3",0,2.07349536298269,0.576,0.146,0,"0","Cpeb3"
"Bltp3b",0,2.31101771874924,0.542,0.113,0,"0","Bltp3b"
"Slc25a3",0,0.592749011244387,0.822,0.395,0,"0","Slc25a3"
"Cox4i1",0,1.0947804044016,0.964,0.542,0,"0","Cox4i1"
"Tmem117",0,1.52449438854917,0.558,0.138,0,"0","Tmem117"
"Uqcr10",0,0.527830706033463,0.794,0.376,0,"0","Uqcr10"
"Cxcl17",0,1.62122465637905,0.574,0.157,0,"0","Cxcl17"
"Hsp90ab1",0,0.772218384631912,0.929,0.513,0,"0","Hsp90ab1"
"Epcam",0,1.00594721057518,0.783,0.367,0,"0","Epcam"
"Pbx1",0,1.21067619176195,0.701,0.286,0,"0","Pbx1"
"Neat1",0,1.10777504783491,0.79,0.377,0,"0","Neat1"
"Atp5mg",0,0.385997539851223,0.86,0.447,0,"0","Atp5mg"
"Atp5f1c",0,0.675639328544702,0.735,0.323,0,"0","Atp5f1c"
"H2-D1",0,1.19893441861194,0.659,0.248,0,"0","H2-D1"
"Uqcrh",0,0.371321899304869,0.879,0.468,0,"0","Uqcrh"
"Thrb",0,1.94065325139463,0.564,0.153,0,"0","Thrb"
"Itm2b",0,0.732931456304361,0.803,0.394,0,"0","Itm2b"
"Cox7c",0,0.563494634661288,0.815,0.406,0,"0","Cox7c"
"Ndufa4",0,0.474548273551838,0.91,0.502,0,"0","Ndufa4"
"Prdx5",0,0.782747959774724,0.662,0.256,0,"0","Prdx5"
"Atp5me",0,0.833359875693718,0.693,0.287,0,"0","Atp5me"
"Mdh1",0,0.825050642886022,0.677,0.272,0,"0","Mdh1"
"Ndufb9",0,0.980982229418831,0.848,0.443,0,"0","Ndufb9"
"Etv6",0,0.929312750949893,0.683,0.279,0,"0","Etv6"
"Ldhb",0,0.894687322684761,0.619,0.216,0,"0","Ldhb"
"Ckmt1",0,1.3373736604205,0.585,0.182,0,"0","Ckmt1"
"Ogdh",0,1.81328010588976,0.56,0.16,0,"0","Ogdh"
"Txnip",0,1.68983555811608,0.597,0.198,0,"0","Txnip"
"Rnasek",0,0.87812308533256,0.662,0.264,0,"0","Rnasek"
"Iqgap1",0,1.75078199661744,0.565,0.167,0,"0","Iqgap1"
"Cycs",0,0.492861129190933,0.71,0.313,0,"0","Cycs"
"Mgll",0,1.82948848841617,0.514,0.118,0,"0","Mgll"
"Ndufa13",0,0.643756115629367,0.755,0.363,0,"0","Ndufa13"
"Uqcrq",0,0.569784400872546,0.755,0.364,0,"0","Uqcrq"
"Hspa8",0,0.827409454634743,0.729,0.339,0,"0","Hspa8"
"Ly6d",0,1.20627830953161,0.526,0.137,0,"0","Ly6d"
"Ubc",0,1.20965913080099,0.841,0.453,0,"0","Ubc"
"Pabpc1",0,1.02226472645195,0.734,0.347,0,"0","Pabpc1"
"Cox7b",0,0.500769163782291,0.77,0.383,0,"0","Cox7b"
"Atp5mj",0,0.657112899498593,0.697,0.311,0,"0","Atp5mj"
"Cd9",0,0.950565701554374,0.868,0.484,0,"0","Cd9"
"Sdha",0,1.80192888432715,0.514,0.13,0,"0","Sdha"
"Actb",0,0.701270025961323,0.853,0.47,0,"0","Actb"
"Nr3c2",0,1.70341460190645,0.542,0.159,0,"0","Nr3c2"
"Ndufa5",0,0.784026723414062,0.639,0.257,0,"0","Ndufa5"
"Ndufb8",0,0.755454369115342,0.677,0.296,0,"0","Ndufb8"
"Slc25a4",0,0.88233004018672,0.606,0.225,0,"0","Slc25a4"
"Eya2",0,1.4895217186383,0.57,0.189,0,"0","Eya2"
"Atp5po",0,0.584543460665533,0.684,0.305,0,"0","Atp5po"
"Dach1",0,2.61871180798699,0.454,0.075,0,"0","Dach1"
"Ddx5",0,0.838622131027312,0.708,0.329,0,"0","Ddx5"
"Ndufb11",0,0.720069367046467,0.694,0.315,0,"0","Ndufb11"
"Ptprm",0,2.34417655500808,0.471,0.093,0,"0","Ptprm"
"Elovl7",0,2.21811291447219,0.477,0.1,0,"0","Elovl7"
"Dlg1",0,1.83550024840151,0.524,0.147,0,"0","Dlg1"
"Acsl3",0,2.41707455571788,0.468,0.092,0,"0","Acsl3"
"Ivns1abp",0,1.63268168756983,0.537,0.162,0,"0","Ivns1abp"
"Hsp90b1",0,1.18454418240546,0.62,0.245,0,"0","Hsp90b1"
"Sema3c",0,2.34280331185337,0.464,0.09,0,"0","Sema3c"
"Pon3",0,2.06526584039487,0.497,0.123,0,"0","Pon3"
"Mtarc2",0,1.40274845218265,0.568,0.195,0,"0","Mtarc2"
"Spire1",0,2.23379251322534,0.463,0.091,0,"0","Spire1"
"Tsc22d1",0,1.25986005500508,0.576,0.205,0,"0","Tsc22d1"
"Tspan8",0,1.85013731252595,0.485,0.115,0,"0","Tspan8"
"Clec2d",0,1.05171374225128,0.644,0.276,0,"0","Clec2d"
"Klk1b22",0,0.508907300500434,0.476,0.108,0,"0","Klk1b22"
"ND3",0,1.62890208183486,0.968,0.601,0,"0","ND3"
"Tgfb2",0,2.10113038753513,0.456,0.09,0,"0","Tgfb2"
"Rbm47",0,1.22505734542606,0.624,0.259,0,"0","Rbm47"
"Dennd2b",0,1.60485795613225,0.535,0.171,0,"0","Dennd2b"
"Pkm",0,1.35394267110786,0.549,0.186,0,"0","Pkm"
"Mbnl2",0,1.09515806133258,0.649,0.286,0,"0","Mbnl2"
"Atp6v0d2",0,1.46806648581719,0.495,0.132,0,"0","Atp6v0d2"
"Atp5mf",0,0.412443824219021,0.783,0.421,0,"0","Atp5mf"
"Slc24a3",0,2.60413290065564,0.433,0.071,0,"0","Slc24a3"
"Cyc1",0,1.13923985515023,0.569,0.208,0,"0","Cyc1"
"Dstn",0,0.570964594053442,0.797,0.437,0,"0","Dstn"
"Atp5mc1",0,0.353243700561434,0.822,0.462,0,"0","Atp5mc1"
"Stx7",0,1.34239642461658,0.526,0.167,0,"0","Stx7"
"Cobl",0,1.86518455882246,0.488,0.129,0,"0","Cobl"
"Pcp4l1",0,2.4309290391609,0.432,0.074,0,"0","Pcp4l1"
"Mdh2",0,1.14983101552876,0.563,0.205,0,"0","Mdh2"
"Pals2",0,1.55555878707319,0.486,0.129,0,"0","Pals2"
"Atp5f1d",0,0.414499742118959,0.778,0.422,0,"0","Atp5f1d"
"Slc9a1",0,2.33657528488788,0.443,0.088,0,"0","Slc9a1"
"Adcy8",0,1.85497018424232,0.497,0.142,0,"0","Adcy8"
"Scnn1b",0,2.12803973734442,0.445,0.091,0,"0","Scnn1b"
"Calm2",0,0.381360799519509,0.837,0.483,0,"0","Calm2"
"Ikzf2",0,2.12925567775202,0.457,0.106,0,"0","Ikzf2"
"Sec14l1",0,1.94328225361751,0.469,0.118,0,"0","Sec14l1"
"Ces1d",0,2.33491078164032,0.426,0.076,0,"0","Ces1d"
"Mpc2",0,0.5167112117643,0.633,0.284,0,"0","Mpc2"
"Uqcrc1",0,1.60691876063436,0.491,0.143,0,"0","Uqcrc1"
"Ndufb7",0,0.724642274656736,0.61,0.263,0,"0","Ndufb7"
"Atp5mk",0,0.609314709048581,0.616,0.269,0,"0","Atp5mk"
"Atp5pb",0,0.367533852588144,0.672,0.326,0,"0","Atp5pb"
"Mpc1",0,0.54796260425042,0.605,0.26,0,"0","Mpc1"
"Ndufb5",0,0.632152388220882,0.623,0.28,0,"0","Ndufb5"
"ND5",0,1.5059691583058,0.98,0.637,0,"0","ND5"
"Zmiz1",0,1.89279405086001,0.467,0.125,0,"0","Zmiz1"
"Zfand5",0,1.3914547091395,0.531,0.189,0,"0","Zfand5"
"Lamp1",0,1.53287326582782,0.515,0.176,0,"0","Lamp1"
"Jun",0,0.811322508293058,0.821,0.482,0,"0","Jun"
"Atp6v1a",0,1.53654557678168,0.493,0.154,0,"0","Atp6v1a"
"Eepd1",0,2.27920951389595,0.417,0.079,0,"0","Eepd1"
"Gpx1",0,0.72710216626565,0.601,0.263,0,"0","Gpx1"
"Hsp90aa1",0,1.11915378128772,0.559,0.222,0,"0","Hsp90aa1"
"Pde4b",0,1.3131284336936,0.514,0.177,0,"0","Pde4b"
"Ndufa12",0,0.678908052169257,0.595,0.258,0,"0","Ndufa12"
"Canx",0,1.86690345735229,0.473,0.136,0,"0","Canx"
"Ppp3ca",0,1.80875253352558,0.465,0.129,0,"0","Ppp3ca"
"Ndufa11",0,0.516902648390402,0.629,0.293,0,"0","Ndufa11"
"Fosb",0,1.25143867066245,0.527,0.192,0,"0","Fosb"
"Uqcrc2",0,1.33209391758337,0.496,0.161,0,"0","Uqcrc2"
"Mtus1",0,1.37682806024086,0.517,0.185,0,"0","Mtus1"
"Cldn4",0,2.01810892463691,0.429,0.097,0,"0","Cldn4"
"Chchd3",0,1.22473211023741,0.521,0.19,0,"0","Chchd3"
"Hexb",0,1.05642602470569,0.561,0.231,0,"0","Hexb"
"Gphn",0,0.352529176927414,0.658,0.328,0,"0","Gphn"
"Tkt",0,1.54094049432754,0.472,0.142,0,"0","Tkt"
"Nfib",0,0.668127633683305,0.628,0.299,0,"0","Nfib"
"Pdcd4",0,0.887358135353775,0.625,0.296,0,"0","Pdcd4"
"Ndufs2",0,1.35773682504749,0.484,0.155,0,"0","Ndufs2"
"Mif",0,0.312213552061579,0.646,0.318,0,"0","Mif"
"Acsl5",0,2.38547936822083,0.404,0.076,0,"0","Acsl5"
"Ndufc2",0,0.676882519511359,0.58,0.252,0,"0","Ndufc2"
"ND4L",0,1.37753806316217,0.979,0.651,0,"0","ND4L"
"Msi2",0,1.00297396822809,0.549,0.222,0,"0","Msi2"
"Palld",0,1.70195721702232,0.464,0.137,0,"0","Palld"
"Auts2",0,0.687160576587468,0.835,0.508,0,"0","Auts2"
"Sdhb",0,0.908720203770098,0.531,0.205,0,"0","Sdhb"
"Mctp2",0,2.14610299351733,0.419,0.093,0,"0","Mctp2"
"Slc16a7",0,2.76781175086504,0.389,0.065,0,"0","Slc16a7"
"Ndufb10",0,0.356149727165701,0.618,0.294,0,"0","Ndufb10"
"Ndufc1",0,0.406019884220903,0.612,0.289,0,"0","Ndufc1"
"Itpr2",0,0.587328266953208,0.513,0.19,0,"0","Itpr2"
"Ptp4a2",0,1.42387313120834,0.496,0.174,0,"0","Ptp4a2"
"Ptprk",0,1.24934436854423,0.523,0.201,0,"0","Ptprk"
"Foxn3",0,1.53520935156165,0.477,0.155,0,"0","Foxn3"
"Ccdc141",0,1.87485105774062,0.431,0.11,0,"0","Ccdc141"
"Tmem163",0,2.65170250095399,0.375,0.056,0,"0","Tmem163"
"Ndufb2",0,0.684014610345655,0.577,0.258,0,"0","Ndufb2"
"Zfp704",0,1.85157149542996,0.434,0.116,0,"0","Zfp704"
"Tmprss2",0,2.45248568112493,0.395,0.077,0,"0","Tmprss2"
"Fos",0,0.912663223388559,0.8,0.483,0,"0","Fos"
"Clip4",0,2.99858553523574,0.362,0.045,0,"0","Clip4"
"Ehf",0,0.740253429483793,0.615,0.299,0,"0","Ehf"
"Gabarapl1",0,1.75551736386016,0.422,0.106,0,"0","Gabarapl1"
"Map7",0,1.72084463058692,0.45,0.134,0,"0","Map7"
"Phactr2",0,2.15882806600601,0.403,0.088,0,"0","Phactr2"
"Plxna4",0,0.913032223090311,0.448,0.133,0,"0","Plxna4"
"Tex2",0,2.25585964023258,0.391,0.077,0,"0","Tex2"
"Hnrnpa2b1",0,0.981128699298148,0.569,0.255,0,"0","Hnrnpa2b1"
"Mt2",0,1.31959673687945,0.461,0.148,0,"0","Mt2"
"Krt7",0,0.785635567598758,0.527,0.214,0,"0","Krt7"
"Kctd1",0,1.54050448959619,0.446,0.133,0,"0","Kctd1"
"Hspa9",0,1.61062259425452,0.445,0.132,0,"0","Hspa9"
"Dsp",0,1.43850905988239,0.472,0.159,0,"0","Dsp"
"Serpinb6a",0,0.855466844382682,0.502,0.19,0,"0","Serpinb6a"
"Kif1b",0,1.60469434292362,0.458,0.147,0,"0","Kif1b"
"Etl4",0,1.02798285528014,0.513,0.203,0,"0","Etl4"
"Suclg1",0,0.891288088663985,0.493,0.183,0,"0","Suclg1"
"Pbxip1",0,2.04224118698432,0.409,0.099,0,"0","Pbxip1"
"Son",0,0.92343375631833,0.569,0.259,0,"0","Son"
"Laptm4a",0,1.04008206565569,0.524,0.215,0,"0","Laptm4a"
"Arhgap26",0,1.84853037451498,0.427,0.118,0,"0","Arhgap26"
"Snx10",0,1.55646677749679,0.42,0.112,0,"0","Snx10"
"Arhgef10",0,1.88208305447715,0.415,0.108,0,"0","Arhgef10"
"Kif5b",0,1.17507125439162,0.506,0.199,0,"0","Kif5b"
"Nfix",0,0.907076004608489,0.553,0.247,0,"0","Nfix"
"Arl15",0,1.34657278932167,0.482,0.176,0,"0","Arl15"
"Wwox",0,1.65081929031324,0.449,0.144,0,"0","Wwox"
"Slc25a12",0,2.10471753929438,0.389,0.084,0,"0","Slc25a12"
"Efna5",0,1.98091348241905,0.402,0.098,0,"0","Efna5"
"Man2b1",0,2.19780355489757,0.379,0.075,0,"0","Man2b1"
"Glg1",0,1.78193008373984,0.427,0.123,0,"0","Glg1"
"Vamp8",0,0.490352586697782,0.587,0.284,0,"0","Vamp8"
"Gas6",0,1.91840496147667,0.411,0.108,0,"0","Gas6"
"Acss1",0,1.53357274344989,0.436,0.135,0,"0","Acss1"
"Ndufa6",0,0.480751869666482,0.57,0.272,0,"0","Ndufa6"
"Errfi1",0,1.2635332366891,0.479,0.182,0,"0","Errfi1"
"Scnn1a",0,2.20115745308343,0.373,0.077,0,"0","Scnn1a"
"Clstn1",0,1.43552103528739,0.455,0.16,0,"0","Clstn1"
"Itga6",0,1.42647236485272,0.451,0.157,0,"0","Itga6"
"Rbm39",0,0.795168838687791,0.562,0.269,0,"0","Rbm39"
"Arhgef28",0,1.18301010637317,0.477,0.184,0,"0","Arhgef28"
"Ppm1l",0,2.05021805780595,0.386,0.094,0,"0","Ppm1l"
"Egf",0,0.377491611792192,0.387,0.095,0,"0","Egf"
"Tob1",0,1.47337893311906,0.439,0.147,0,"0","Tob1"
"Acadl",0,0.88327419711567,0.49,0.198,0,"0","Acadl"
"Anxa11",0,1.99213745806029,0.38,0.089,0,"0","Anxa11"
"Entrep1",0,1.9494612980248,0.383,0.092,0,"0","Entrep1"
"Crim1",0,1.56007401165718,0.422,0.131,0,"0","Crim1"
"Kcnq1",0,2.75233711532555,0.341,0.051,0,"0","Kcnq1"
"Sod2",0,0.450996587764087,0.548,0.258,0,"0","Sod2"
"Ngf",0,0.679903209164508,0.38,0.091,0,"0","Ngf"
"Cdk8",0,0.318809905432746,0.601,0.312,0,"0","Cdk8"
"Exoc4",0,1.32358546740409,0.483,0.194,0,"0","Exoc4"
"Reep5",0,0.717553924256698,0.737,0.448,0,"0","Reep5"
"Trim2",0,1.66029344289392,0.408,0.121,0,"0","Trim2"
"Sgk1",0,2.12746772004897,0.364,0.077,0,"0","Sgk1"
"Hipk1",0,1.82862111643462,0.39,0.104,0,"0","Hipk1"
"Clcnkb",0,2.59651042603604,0.339,0.053,0,"0","Clcnkb"
"Dsg2",0,1.76886291480732,0.397,0.111,0,"0","Dsg2"
"Sdk2",0,2.49231484897796,0.345,0.059,0,"0","Sdk2"
"Sox4",0,1.41410161970421,0.411,0.125,0,"0","Sox4"
"Dtnb",0,1.46946796949568,0.432,0.148,0,"0","Dtnb"
"Csnk1a1",0,1.07892700320238,0.5,0.216,0,"0","Csnk1a1"
"Pten",0,1.72111605641303,0.402,0.119,0,"0","Pten"
"Lrba",0,1.60974276459759,0.411,0.128,0,"0","Lrba"
"Micos13",0,0.456867625372701,0.546,0.264,0,"0","Micos13"
"Ndufab1",0,0.635020257990153,0.491,0.211,0,"0","Ndufab1"
"Diaph1",0,1.74290871542056,0.397,0.117,0,"0","Diaph1"
"Pank1",0,2.08239056702268,0.356,0.076,0,"0","Pank1"
"Dusp1",0,1.23144920995442,0.445,0.166,0,"0","Dusp1"
"mt-Rnr1",0,1.11131152144048,0.99,0.711,0,"0","mt-Rnr1"
"Fnbp1l",0,1.58699571246074,0.399,0.121,0,"0","Fnbp1l"
"Inpp5j",0,2.175790732925,0.343,0.067,0,"0","Inpp5j"
"Hpcal1",0,1.58882824687645,0.391,0.115,0,"0","Hpcal1"
"Pik3r1",0,1.25930840896994,0.438,0.162,0,"0","Pik3r1"
"Ndufa10",0,1.28778020335641,0.415,0.139,0,"0","Ndufa10"
"Jmjd1c",0,1.23690920746095,0.442,0.167,0,"0","Jmjd1c"
"Pdia3",0,1.16147437368537,0.459,0.185,0,"0","Pdia3"
"Rasef",0,1.85666064005298,0.372,0.098,0,"0","Rasef"
"Klf6",0,1.05217910246927,0.457,0.183,0,"0","Klf6"
"Ndufb6",0,0.915752881180638,0.453,0.18,0,"0","Ndufb6"
"Vegfa",0,1.9633393879262,0.36,0.087,0,"0","Vegfa"
"Rragd",0,1.95555036478145,0.348,0.076,0,"0","Rragd"
"Mkln1",0,1.46690057702304,0.409,0.137,0,"0","Mkln1"
"Ndufv1",0,1.24234834426158,0.412,0.14,0,"0","Ndufv1"
"Sorl1",0,1.72844983233335,0.384,0.113,0,"0","Sorl1"
"Ncl",0,0.926665017396874,0.469,0.199,0,"0","Ncl"
"Pdha1",0,1.57796924428612,0.373,0.104,0,"0","Pdha1"
"Lgals3",0,1.6950093355391,0.349,0.08,0,"0","Lgals3"
"Etfa",0,1.10041181980999,0.423,0.155,0,"0","Etfa"
"Uqcrfs1",0,0.583371181804628,0.476,0.208,0,"0","Uqcrfs1"
"Idh3g",0,1.47235314998088,0.377,0.109,0,"0","Idh3g"
"Ndrg3",0,1.9721742760088,0.35,0.082,0,"0","Ndrg3"
"Zfp36l2",0,2.05196740237852,0.35,0.083,0,"0","Zfp36l2"
"Rere",0,0.910288962116055,0.472,0.206,0,"0","Rere"
"Calr",0,1.07294268833519,0.467,0.201,0,"0","Calr"
"Efnb2",0,2.30043787679182,0.333,0.068,0,"0","Efnb2"
"Vdac1",0,0.800115773076281,0.453,0.188,0,"0","Vdac1"
"Immt",0,1.64421590587895,0.362,0.098,0,"0","Immt"
"Nedd9",0,1.50686042472289,0.391,0.127,0,"0","Nedd9"
"Rell1",0,2.04417716603095,0.349,0.085,0,"0","Rell1"
"Ndufs4",0,1.00140360467832,0.442,0.179,0,"0","Ndufs4"
"Atrx",0,1.28576174433081,0.422,0.159,0,"0","Atrx"
"Zdhhc2",0,2.98593864579203,0.299,0.037,0,"0","Zdhhc2"
"Ncor1",0,1.10793478714892,0.447,0.185,0,"0","Ncor1"
"Mme",0,2.66046072336912,0.304,0.043,0,"0","Mme"
"Krt8",0,0.680945023521003,0.528,0.267,0,"0","Krt8"
"Hadh",0,1.3390517373462,0.366,0.107,0,"0","Hadh"
"Car12",0,1.68334840618812,0.369,0.11,0,"0","Car12"
"Tnrc6b",0,1.22392650951572,0.422,0.163,0,"0","Tnrc6b"
"Pdlim5",0,1.27648924296578,0.403,0.145,0,"0","Pdlim5"
"Ndufa8",0,0.606466501746373,0.458,0.201,0,"0","Ndufa8"
"Atp6v0b",0,0.717507959778341,0.469,0.212,0,"0","Atp6v0b"
"Cftr",0,1.32618073730573,0.357,0.1,0,"0","Cftr"
"Arg1",0,1.50251577402731,0.35,0.093,0,"0","Arg1"
"Tns3",0,1.15866399068205,0.425,0.168,0,"0","Tns3"
"Mtdh",0,1.43490304326238,0.399,0.142,0,"0","Mtdh"
"Hspa5",0,0.827672321791284,0.508,0.252,0,"0","Hspa5"
"Sptbn1",0,1.69194694146665,0.365,0.109,0,"0","Sptbn1"
"Ywhaz",0,1.09871042901162,0.429,0.173,0,"0","Ywhaz"
"Gpi1",0,1.13952250686873,0.405,0.15,0,"0","Gpi1"
"Ddx3x",0,1.42921721354968,0.398,0.143,0,"0","Ddx3x"
"Sdc4",0,0.735988227765583,0.459,0.205,0,"0","Sdc4"
"Cox7a1",0,1.50067584390989,0.339,0.085,0,"0","Cox7a1"
"Ctnnb1",0,1.35931792769161,0.392,0.138,0,"0","Ctnnb1"
"Meis1",0,0.740058613101892,0.494,0.24,0,"0","Meis1"
"Setbp1",0,1.44938460796494,0.383,0.129,0,"0","Setbp1"
"Scd2",0,2.01732458797248,0.342,0.088,0,"0","Scd2"
"Resf1",0,1.76035987581919,0.351,0.098,0,"0","Resf1"
"Trak1",0,1.7712891764631,0.35,0.097,0,"0","Trak1"
"Ghitm",0,1.31796285130551,0.377,0.124,0,"0","Ghitm"
"Mpp7",0,1.36651075063178,0.384,0.131,0,"0","Mpp7"
"ND6",0,1.2184566285666,0.4,0.147,0,"0","ND6"
"Hspd1",0,1.20698821662301,0.386,0.136,0,"0","Hspd1"
"Me3",0,1.98052308430291,0.324,0.074,0,"0","Me3"
"Psap",0,1.43261024062542,0.388,0.138,0,"0","Psap"
"Fmc1",0,1.10211259402942,0.38,0.131,0,"0","Fmc1"
"Cdc42bpb",0,1.98429175861692,0.329,0.08,0,"0","Cdc42bpb"
"Adamts2",0,2.7538861755011,0.29,0.042,0,"0","Adamts2"
"Acadsb",0,1.83536902949497,0.327,0.08,0,"0","Acadsb"
"Cd164",0,1.05357203450582,0.421,0.174,0,"0","Cd164"
"Cpq",0,1.97226777208061,0.33,0.083,0,"0","Cpq"
"Ndufv2",0,0.663947688324674,0.432,0.185,0,"0","Ndufv2"
"Nipbl",0,1.22375724740257,0.399,0.153,0,"0","Nipbl"
"Ctnnd1",0,1.18148442788312,0.406,0.161,0,"0","Ctnnd1"
"Kmt2c",0,1.30943146312458,0.388,0.143,0,"0","Kmt2c"
"Klk1b21",0,0.476491565733266,0.333,0.088,0,"0","Klk1b21"
