"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Wfdc12",0,1.12991356496101,0.966,0.166,0,"3_Homeostatic","Wfdc12"
"Car6",0,2.80876644391948,1,0.221,0,"3_Homeostatic","Car6"
"Scgb2b26",0,3.60230127142905,1,0.228,0,"3_Homeostatic","Scgb2b26"
"Pip",0,3.24784837515226,1,0.246,0,"3_Homeostatic","Pip"
"Prol1",0,2.48581521253167,1,0.316,0,"3_Homeostatic","Prol1"
"Gm53236",0,3.15710776178092,1,0.398,0,"3_Homeostatic","Gm53236"
"Scgb2b27",0,2.68129501671156,1,0.435,0,"3_Homeostatic","Scgb2b27"
"Scgb1b27",0,2.8729996397772,1,0.523,0,"3_Homeostatic","Scgb1b27"
"Mucl2",0,3.16886756387054,1,0.566,0,"3_Homeostatic","Mucl2"
"A630073D07Rik",0,2.06679845043398,0.386,0.061,0,"3_Homeostatic","A630073D07Rik"
"Mogat1",4.46692627071329e-134,0.853026195533629,0.518,0.247,1.02770572710301e-129,"3_Homeostatic","Mogat1"
"Dcpp3",2.5758403269587e-181,2.8272833112743,1,0.142,5.92623584023389e-177,"32_Homeostatic","Dcpp3"
"Dcpp1",5.48395266357622e-169,2.66978469690372,0.832,0.101,1.26169298930898e-164,"32_Homeostatic","Dcpp1"
"Dcpp2",2.09751082463206e-167,2.78352090642902,0.954,0.138,4.82574315423097e-163,"32_Homeostatic","Dcpp2"
"Bpifa2",1.61494763048083e-158,3.16267940163998,0.634,0.063,3.71551001344725e-154,"32_Homeostatic","Bpifa2"
"Scgb2b261",1.11211037466041e-109,2.59998587215655,1,0.239,2.55863233898121e-105,"32_Homeostatic","Scgb2b26"
"Wfdc121",4.95857894579409e-104,0.729709406622529,0.908,0.177,1.14082025805885e-99,"32_Homeostatic","Wfdc12"
"Pip1",9.81606538457197e-100,2.34383575578201,1,0.256,2.25838216302847e-95,"32_Homeostatic","Pip"
"Car61",4.18743530149031e-98,2.10105479887682,1,0.232,9.63403239813877e-94,"32_Homeostatic","Car6"
"Prol11",4.43138078606127e-70,1.72536599188714,1,0.326,1.01952777744912e-65,"32_Homeostatic","Prol1"
"Gm532361",5.09800947183359e-69,2.2336248318213,0.992,0.407,1.17289903918475e-64,"32_Homeostatic","Gm53236"
"Scgb2b271",3.29004687454229e-67,2.15885901780144,1,0.442,7.56941084425945e-63,"32_Homeostatic","Scgb2b27"
"Wfdc18",1.03237484445174e-62,1.52048483240018,0.542,0.1,2.37518480463013e-58,"32_Homeostatic","Wfdc18"
"Scgb1b271",8.68016756640858e-62,2.16037782867322,1,0.53,1.99704615200362e-57,"32_Homeostatic","Scgb1b27"
"Mucl21",1.24738661548363e-60,2.23192233357921,1,0.572,2.86986238624318e-56,"32_Homeostatic","Mucl2"
"Pglyrp1",2.19021722164647e-51,2.15142929990914,0.45,0.083,5.03903276184203e-47,"32_Homeostatic","Pglyrp1"
"Cldn10",8.81899946449765e-26,1.92618892110684,0.305,0.069,2.02898720679697e-21,"32_Homeostatic","Cldn10"
"Fxyd3",3.59970404637245e-17,1.19842307911341,0.336,0.103,8.28183909948909e-13,"32_Homeostatic","Fxyd3"
"Bglap3",2.33810098372994e-11,1.00185206807366,0.282,0.1,5.37926893326748e-07,"32_Homeostatic","Bglap3"
"Mogat11",2.23938859163687e-05,0.643941698415786,0.42,0.251,0.515216133277896,"32_Homeostatic","Mogat1"
"Gm12873",0,5.34162098129406,0.747,0.017,0,"38_Homeostatic","Gm12873"
"Scgb2b262",1.41637670555719e-81,3.43110356713523,1,0.239,3.25865788647543e-77,"38_Homeostatic","Scgb2b26"
"Wfdc122",3.6648697108053e-77,1.14262051030986,0.973,0.177,8.43176574364976e-73,"38_Homeostatic","Wfdc12"
"Pip2",5.92985580604976e-74,3.14534225638056,1,0.256,1.36428192529787e-69,"38_Homeostatic","Pip"
"Car62",4.27153202347452e-71,2.7382564424996,1,0.232,9.82751372640782e-67,"38_Homeostatic","Car6"
"A630073D07Rik1",3.82088642515512e-59,2.93526200181828,0.533,0.066,8.7907133983544e-55,"38_Homeostatic","A630073D07Rik"
"Gm532362",2.2325785252107e-54,2.96366844571816,1,0.407,5.13649341295226e-50,"38_Homeostatic","Gm53236"
"Prol12",1.71574296236807e-51,2.37228626735251,1,0.326,3.94740983352021e-47,"38_Homeostatic","Prol1"
"Mucl22",9.75290815667847e-48,2.95817715383349,1,0.572,2.24385157960702e-43,"38_Homeostatic","Mucl2"
"Scgb2b272",1.72939811217082e-46,2.59851251587909,1,0.442,3.97882623667139e-42,"38_Homeostatic","Scgb2b27"
"Scgb1b272",1.12579588371595e-45,2.77591128928884,1,0.53,2.59011858966528e-41,"38_Homeostatic","Scgb1b27"
"Mup5",5.59691787105631e-13,1.61852657615124,0.267,0.062,1.28768289459393e-08,"38_Homeostatic","Mup5"
"Mogat12",6.3883855904626e-07,0.863442641957933,0.52,0.251,0.0146977587279773,"38_Homeostatic","Mogat1"
"Muc19",0,4.86028276850178,1,0.032,0,"50_Homeostatic","Muc19"
"Lman1l",8.28742776274383e-283,5.10072332954062,0.687,0.023,1.90668850537447e-278,"50_Homeostatic","Lman1l"
"A2ml1",2.02893177963373e-220,4.65501945625909,1,0.066,4.66796334540332e-216,"50_Homeostatic","A2ml1"
"Cgref1",4.41075332676442e-212,5.01245317829364,0.463,0.014,1.01478201788869e-207,"50_Homeostatic","Cgref1"
"Creb3l1",1.52082492609559e-160,4.48378610967076,0.672,0.039,3.49896190746812e-156,"50_Homeostatic","Creb3l1"
"Gal",9.49076205320058e-157,4.86111980348715,0.358,0.011,2.18353962557986e-152,"50_Homeostatic","Gal"
"Smgc",1.45957748338317e-148,0.368530353287914,0.612,0.034,3.35804991601966e-144,"50_Homeostatic","Smgc"
"Pigr",1.1554080688588e-121,3.93407388513564,0.612,0.041,2.65824734402343e-117,"50_Homeostatic","Pigr"
"Fkbp11",1.75019938028304e-120,4.06231512055465,0.537,0.032,4.02668371421718e-116,"50_Homeostatic","Fkbp11"
"Tcea3",1.38803077422391e-113,4.08848035282216,0.507,0.031,3.19344240225695e-109,"50_Homeostatic","Tcea3"
"Sel1l3",2.97711105257931e-109,4.01784288890072,0.373,0.017,6.84943939866922e-105,"50_Homeostatic","Sel1l3"
"Crlf1",5.58387745123592e-100,4.09081033844842,0.478,0.031,1.28468268520585e-95,"50_Homeostatic","Crlf1"
"Aqp5",1.27788882715793e-99,4.19749983422535,0.701,0.068,2.94003882464226e-95,"50_Homeostatic","Aqp5"
"Gfpt1",8.71868967846218e-95,3.71107773336072,0.657,0.061,2.00590893432379e-90,"50_Homeostatic","Gfpt1"
"Wfdc123",2.29190588799678e-92,4.52023054226476,1,0.177,5.2729878765142e-88,"50_Homeostatic","Wfdc12"
"Serpinb11",1.06775547215439e-86,4.27635400261508,0.299,0.014,2.4565850147856e-82,"50_Homeostatic","Serpinb11"
"Mfsd4a",1.87607844541104e-82,3.81388429842738,0.567,0.052,4.31629367935718e-78,"50_Homeostatic","Mfsd4a"
"Spdef",1.27256798542036e-75,3.95568227206342,0.328,0.019,2.92779716405661e-71,"50_Homeostatic","Spdef"
"Nupr1",3.62070648801193e-75,3.98062821621757,0.955,0.187,8.33015941696904e-71,"50_Homeostatic","Nupr1"
"Epha5",1.00817719454286e-72,3.64349403809883,0.433,0.034,2.31951327148475e-68,"50_Homeostatic","Epha5"
"Lrrc26",6.32817809028495e-72,4.15093305271712,0.373,0.026,1.45592393323186e-67,"50_Homeostatic","Lrrc26"
"Cldn101",3.63551308809937e-71,3.63505442657161,0.612,0.069,8.36422496179023e-67,"50_Homeostatic","Cldn10"
"Slc12a8",1.00632007700008e-70,3.50843422083752,0.388,0.028,2.31524060115409e-66,"50_Homeostatic","Slc12a8"
"Tmed3",1.35935879270215e-63,3.43666418967775,0.642,0.085,3.12747677436983e-59,"50_Homeostatic","Tmed3"
"St3gal1",6.83551041866059e-63,2.81921377995759,0.687,0.093,1.57264588202124e-58,"50_Homeostatic","St3gal1"
"Txndc5",1.07407051227697e-57,3.58852865670404,0.433,0.042,2.47111402759563e-53,"50_Homeostatic","Txndc5"
"Fxyd31",1.22121001205593e-55,3.40640830249848,0.657,0.103,2.80963787473709e-51,"50_Homeostatic","Fxyd3"
"Sec23b",1.34041259835257e-52,3.34565122878788,0.418,0.042,3.08388726502976e-48,"50_Homeostatic","Sec23b"
"Copz2",5.01630770361728e-52,3.27371814005319,0.418,0.043,1.15410191337123e-47,"50_Homeostatic","Copz2"
"Pde4d",1.14459052380947e-50,2.8970154119463,0.701,0.122,2.63335941812845e-46,"50_Homeostatic","Pde4d"
"Dnajc10",1.93802727247896e-50,3.43476473966578,0.433,0.047,4.45881934579235e-46,"50_Homeostatic","Dnajc10"
"Atp2a3",5.90128792259924e-49,3.00756084997147,0.582,0.085,1.35770931235241e-44,"50_Homeostatic","Atp2a3"
"Nckap5",2.74317612902326e-45,3.52926815675295,0.313,0.028,6.3112253200438e-41,"50_Homeostatic","Nckap5"
"Galnt7",3.55768420375842e-43,2.96296625442619,0.493,0.068,8.18516404758699e-39,"50_Homeostatic","Galnt7"
"St3gal4",1.36714152309284e-42,2.53661460954197,0.761,0.165,3.1453825021797e-38,"50_Homeostatic","St3gal4"
"Npdc1",1.78765936283748e-42,3.15714406631881,0.448,0.059,4.11286789608019e-38,"50_Homeostatic","Npdc1"
"Chst9",4.64831814004676e-42,2.75837123125167,0.507,0.074,1.06943855448056e-37,"50_Homeostatic","Chst9"
"Nans",1.19078255223501e-41,3.22495485010844,0.388,0.045,2.73963341792708e-37,"50_Homeostatic","Nans"
"Etv1",6.3766929514218e-41,3.20016238865715,0.343,0.036,1.46708574733361e-36,"50_Homeostatic","Etv1"
"Qsox1",3.26017686408383e-39,3.46891693889771,0.313,0.032,7.50068891119766e-35,"50_Homeostatic","Qsox1"
"Slc35a1",1.2595043154083e-38,3.65468623453031,0.284,0.027,2.89774157845988e-34,"50_Homeostatic","Slc35a1"
"Scgb2b263",6.83979640426694e-38,1.78116595029092,0.925,0.239,1.57363195872969e-33,"50_Homeostatic","Scgb2b26"
"Sec61a1",1.4208220938632e-37,3.05924385762351,0.403,0.053,3.26888539135106e-33,"50_Homeostatic","Sec61a1"
"Sec16a",3.18703831833469e-35,3.27755051526164,0.313,0.035,7.33241905899261e-31,"50_Homeostatic","Sec16a"
"Snhg18",8.50891249504631e-34,3.33899009335447,0.299,0.033,1.95764549773531e-29,"50_Homeostatic","Snhg18"
"Smim14",2.55645510708856e-33,2.47717828806014,0.627,0.139,5.88163626487865e-29,"50_Homeostatic","Smim14"
"Selenos",5.33791929719776e-33,2.80595538467717,0.493,0.088,1.22809509270629e-28,"50_Homeostatic","Selenos"
"Gne",1.79913251865356e-32,2.69402799370084,0.418,0.064,4.13926418566624e-28,"50_Homeostatic","Gne"
"Spint2",8.11112573474323e-31,2.56121828280037,0.567,0.123,1.86612669779238e-26,"50_Homeostatic","Spint2"
"Gm532363",8.97535651888126e-31,1.6424819363548,1,0.407,2.06496027429901e-26,"50_Homeostatic","Gm53236"
"Pmm2",7.6255102053233e-30,3.17448797975777,0.299,0.037,1.75440113293873e-25,"50_Homeostatic","Pmm2"
"Krt18",3.32423136865446e-27,1.91552916932348,0.701,0.19,7.64805910986331e-23,"50_Homeostatic","Krt18"
"Mucl23",1.75690549963539e-26,1.65200522472147,1,0.572,4.04211248301115e-22,"50_Homeostatic","Mucl2"
"Rrbp1",5.50392850043695e-26,2.13042178429324,0.716,0.223,1.26628883009553e-21,"50_Homeostatic","Rrbp1"
"Gfus",5.79141598614776e-26,2.97770243964436,0.254,0.031,1.33243107593301e-21,"50_Homeostatic","Gfus"
"Cldn3",1.49391280640428e-25,2.76902492018269,0.328,0.05,3.43704519369432e-21,"50_Homeostatic","Cldn3"
"Prol13",2.9111063858482e-25,1.04115605865771,0.94,0.326,6.69758246192094e-21,"50_Homeostatic","Prol1"
"Tesc",3.5098386364773e-25,2.0343605117308,0.597,0.152,8.07508575094332e-21,"50_Homeostatic","Tesc"
"Tram1",5.97898582488293e-25,2.48005143651759,0.403,0.073,1.37558526873082e-20,"50_Homeostatic","Tram1"
"Scgb2b273",6.42324295711595e-25,1.1573855924601,1,0.442,1.47779550714367e-20,"50_Homeostatic","Scgb2b27"
"Gde1",7.09132617547888e-25,2.88977065851881,0.373,0.066,1.63150141319243e-20,"50_Homeostatic","Gde1"
"Scgb1b273",1.93793178768264e-24,1.25304012913316,1,0.53,4.45859966392144e-20,"50_Homeostatic","Scgb1b27"
"Eif4ebp1",3.22560593674041e-22,2.77843392981525,0.269,0.039,7.42115157865866e-18,"50_Homeostatic","Eif4ebp1"
"Pglyrp11",1.38082814590333e-21,1.43682600336012,0.418,0.083,3.17687131527979e-17,"50_Homeostatic","Pglyrp1"
"Kcnn4",1.61783622864556e-21,2.89181739380077,0.254,0.036,3.72215581124485e-17,"50_Homeostatic","Kcnn4"
"Cd164",3.40869819490424e-21,2.28828671372351,0.463,0.108,7.84239193701618e-17,"50_Homeostatic","Cd164"
"Xbp1",3.55505084215406e-21,2.48720254591225,0.388,0.079,8.17910547254385e-17,"50_Homeostatic","Xbp1"
"Cmas",7.00205201352764e-21,2.78218591957433,0.254,0.037,1.6109621067523e-16,"50_Homeostatic","Cmas"
"Sec11c",1.78444972894312e-20,2.12397720238362,0.507,0.132,4.10548349137943e-16,"50_Homeostatic","Sec11c"
"Cmpk1",6.95059712148366e-20,2.33732960396465,0.388,0.084,1.59912387973975e-15,"50_Homeostatic","Cmpk1"
"Creg1",1.1224406371039e-19,2.59701455651887,0.328,0.062,2.58239917378495e-15,"50_Homeostatic","Creg1"
"Yipf1",4.27750508942043e-19,2.70281174165465,0.284,0.049,9.84125595922958e-15,"50_Homeostatic","Yipf1"
"Herpud1",6.63278581808779e-19,2.23532484622698,0.433,0.105,1.52600503316746e-14,"50_Homeostatic","Herpud1"
"H2aj",7.3578802311077e-19,1.91187728679803,0.612,0.203,1.69282750477095e-14,"50_Homeostatic","H2aj"
"Cd24a",1.1135177829271e-18,2.08878120358362,0.552,0.171,2.56187036318037e-14,"50_Homeostatic","Cd24a"
"Stard10",1.56645441622222e-18,2.2519559239364,0.313,0.059,3.60394167540246e-14,"50_Homeostatic","Stard10"
"Pip3",4.13704110849154e-18,1.26845233457027,0.731,0.256,9.5180904783065e-14,"50_Homeostatic","Pip"
"Carhsp1",1.3748492614401e-17,2.53789416176854,0.269,0.047,3.16311569579524e-13,"50_Homeostatic","Carhsp1"
"Tgoln1",2.399622790299e-17,2.33697092571781,0.373,0.085,5.5208121536409e-13,"50_Homeostatic","Tgoln1"
"Sec61b",3.94097204610725e-17,1.88444954943445,0.597,0.214,9.06699438647894e-13,"50_Homeostatic","Sec61b"
"Ostc",5.45268079903675e-17,2.05158136989044,0.373,0.085,1.25449827143439e-12,"50_Homeostatic","Ostc"
"Hdlbp",1.01542869640857e-16,1.89060802783624,0.433,0.111,2.33619680182719e-12,"50_Homeostatic","Hdlbp"
"Bag1",1.85089478330309e-16,1.96570168026572,0.448,0.122,4.25835362794543e-12,"50_Homeostatic","Bag1"
"Car63",1.05631054973059e-15,1.07269938335896,0.672,0.232,2.43025368176518e-11,"50_Homeostatic","Car6"
"Chpt1",1.35971291946388e-15,2.36562134071217,0.299,0.063,3.12829151381055e-11,"50_Homeostatic","Chpt1"
"Lman1",4.51869261026492e-15,2.16598156628279,0.343,0.082,1.03961560884365e-10,"50_Homeostatic","Lman1"
"Asph",5.00567283527638e-15,2.43564292446334,0.254,0.048,1.15165514921204e-10,"50_Homeostatic","Asph"
"Cd63",6.10098979750436e-15,1.82305137850048,0.448,0.131,1.40365472271183e-10,"50_Homeostatic","Cd63"
"Serp1",7.28329038183067e-14,2.17337392947779,0.313,0.074,1.67566661814778e-09,"50_Homeostatic","Serp1"
"Slc12a2",9.23044714455177e-14,1.10462718847827,0.448,0.128,2.12364897454703e-09,"50_Homeostatic","Slc12a2"
"Dap",1.33176392622587e-13,2.37870138188154,0.269,0.058,3.06398926506786e-09,"50_Homeostatic","Dap"
"Cope",5.63524856908475e-13,2.14227067060191,0.373,0.108,1.29650163828933e-08,"50_Homeostatic","Cope"
"Ssr4",6.85724223044167e-13,1.84265164769233,0.522,0.196,1.57764571995772e-08,"50_Homeostatic","Ssr4"
"Mydgf",8.76868424853662e-13,2.14445960669481,0.284,0.066,2.01741118506082e-08,"50_Homeostatic","Mydgf"
"Higd1a",1.89337214336246e-12,1.91237264966529,0.388,0.116,4.35608129023402e-08,"50_Homeostatic","Higd1a"
"Plet1",9.30232040830128e-12,1.54841079989331,0.388,0.114,2.14018485633788e-07,"50_Homeostatic","Plet1"
"Sec31a",2.81477464883625e-11,2.11938262830637,0.254,0.06,6.47595203457755e-07,"50_Homeostatic","Sec31a"
"Cnpy2",2.19479139247426e-10,1.97624011559171,0.313,0.092,5.04955655666552e-06,"50_Homeostatic","Cnpy2"
"H2bc4",5.22619264662538e-10,1.74256208302783,0.358,0.117,1.2023901422091e-05,"50_Homeostatic","H2bc4"
"Mia2",1.40727802421234e-09,1.83393969464321,0.269,0.074,3.23772455030533e-05,"50_Homeostatic","Mia2"
"Tceal9",3.04100522520372e-09,1.51496776491904,0.403,0.149,6.99644072162619e-05,"50_Homeostatic","Tceal9"
"Vmp1",3.36555630977735e-09,1.78442222312753,0.269,0.076,7.74313540190475e-05,"50_Homeostatic","Vmp1"
"Mia3",3.76647020716106e-09,2.03246006072713,0.254,0.07,8.66551800561546e-05,"50_Homeostatic","Mia3"
"Slc50a1",5.56829125043209e-09,1.68651601485768,0.313,0.099,0.000128109676798691,"50_Homeostatic","Slc50a1"
"Krtcap2",7.13159541205072e-09,1.65665832660493,0.433,0.182,0.000164076615645051,"50_Homeostatic","Krtcap2"
"P4hb",7.55056341373602e-09,1.89754563156627,0.328,0.112,0.000173715812459825,"50_Homeostatic","P4hb"
"Tspan13",1.57550839743598e-08,1.80065976748215,0.313,0.105,0.000362477216998095,"50_Homeostatic","Tspan13"
"Tmbim4",4.49254584140119e-08,1.79240652562209,0.299,0.101,0.00103360002173117,"50_Homeostatic","Tmbim4"
"Mien1",6.14106300041824e-08,1.43470411127321,0.313,0.106,0.00141287436450622,"50_Homeostatic","Mien1"
"Sec61g",6.40337571736082e-08,1.08769126233614,0.493,0.215,0.0014732246512932,"50_Homeostatic","Sec61g"
"Dbi",1.1099160823318e-07,1.36592075015548,0.388,0.156,0.00255358393062076,"50_Homeostatic","Dbi"
"Serf2",1.7034217617205e-07,1.12074019926167,0.687,0.436,0.00391906244719036,"50_Homeostatic","Serf2"
"Rpl36al",1.81224228608131e-07,1.04760217957655,0.612,0.346,0.00416942582758726,"50_Homeostatic","Rpl36al"
"Tacc2",1.90420611341422e-07,1.49979111808323,0.313,0.113,0.00438100700513211,"50_Homeostatic","Tacc2"
"Dstn",2.52342072922715e-07,0.94578074161939,0.507,0.229,0.00580563407173291,"50_Homeostatic","Dstn"
"Rps27l",2.99043270882381e-07,1.00327518214623,0.522,0.243,0.00688008853319094,"50_Homeostatic","Rps27l"
"Srpra",4.39322623884436e-07,1.64392081123471,0.254,0.083,0.0101074956077092,"50_Homeostatic","Srpra"
"Reep5",7.8223708677235e-07,1.20132813179959,0.463,0.222,0.0179969286553714,"50_Homeostatic","Reep5"
"Cpd",9.54995364191972e-07,1.34910701192233,0.343,0.137,0.0219715783439647,"50_Homeostatic","Cpd"
"Rabac1",9.61407676591356e-07,1.24463037003089,0.493,0.26,0.0221191064153373,"50_Homeostatic","Rabac1"
"Golgb1",1.09569993959489e-06,1.43791837380272,0.269,0.093,0.0252087685102595,"50_Homeostatic","Golgb1"
"Neat1",1.10712697007748e-06,1.29131820159646,0.463,0.225,0.0254716702005725,"50_Homeostatic","Neat1"
"Nme2",1.16029285532002e-06,0.992391030172128,0.627,0.394,0.0266948577223476,"50_Homeostatic","Nme2"
"Arf5",1.66475781942886e-06,1.12602042475997,0.463,0.225,0.0383010831515998,"50_Homeostatic","Arf5"
"Arl1",1.77692077918245e-06,1.51195369624033,0.254,0.087,0.0408816163666507,"50_Homeostatic","Arl1"
"Tmed9",2.30925510967852e-06,1.3777337946294,0.358,0.153,0.0531290323083738,"50_Homeostatic","Tmed9"
"Ufc1",2.38773745051063e-06,1.54544915978711,0.269,0.098,0.0549346755238981,"50_Homeostatic","Ufc1"
"Tm9sf3",3.97557705945619e-06,1.47152146218156,0.299,0.119,0.0914661014069085,"50_Homeostatic","Tm9sf3"
"Timm13",9.39018286164467e-06,1.31173032077787,0.343,0.152,0.216039937097859,"50_Homeostatic","Timm13"
"Rexo2",1.2513017175829e-05,1.24965290670991,0.269,0.103,0.287886986164299,"50_Homeostatic","Rexo2"
"Mogat13",1.38831433155366e-05,0.874104044625061,0.493,0.251,0.319409478260552,"50_Homeostatic","Mogat1"
"Pam",2.15705997776659e-05,1.08076012375954,0.269,0.105,0.496274789084759,"50_Homeostatic","Pam"
"Ift20",2.60935651604253e-05,1.15849657380695,0.284,0.115,0.600334653645904,"50_Homeostatic","Ift20"
"Auts2",3.2879605515263e-05,0.828744372502492,0.403,0.195,0.756461084089657,"50_Homeostatic","Auts2"
"Epcam",5.72586457275719e-05,1.04585669782148,0.313,0.138,1,"50_Homeostatic","Epcam"
"Gabarap",9.99187281678909e-05,0.926010484173025,0.448,0.244,1,"50_Homeostatic","Gabarap"
"Ppib",0.000140644304806625,0.879900465613219,0.478,0.276,1,"50_Homeostatic","Ppib"
"Pdcd4",0.000265638759471984,0.835535540607837,0.358,0.179,1,"50_Homeostatic","Pdcd4"
"Tpd52",0.000310499304018879,1.20340405572716,0.269,0.123,1,"50_Homeostatic","Tpd52"
"ND4L",0.000388103455345253,0.277265318663146,0.537,0.318,1,"50_Homeostatic","ND4L"
"Selenof",0.000403464038699845,0.898209241442336,0.358,0.186,1,"50_Homeostatic","Selenof"
"Dnajc3",0.000410989062851221,1.06208631442198,0.299,0.145,1,"50_Homeostatic","Dnajc3"
"Gnb2",0.000441805868877833,0.835112741132608,0.418,0.229,1,"50_Homeostatic","Gnb2"
"Clta",0.000462197978431424,0.815272979601943,0.418,0.231,1,"50_Homeostatic","Clta"
"Mrpl52",0.00054472751231364,0.989227790270378,0.299,0.146,1,"50_Homeostatic","Mrpl52"
"Dad1",0.000557854530565203,1.02822382913955,0.358,0.199,1,"50_Homeostatic","Dad1"
"Rpl22l1",0.000612349186249161,0.678258222931551,0.448,0.256,1,"50_Homeostatic","Rpl22l1"
"Chrm3",0.000738571435631847,0.747052312576876,0.284,0.134,1,"50_Homeostatic","Chrm3"
"Tmem59",0.00105098698595379,0.811024388131266,0.388,0.219,1,"50_Homeostatic","Tmem59"
"Mrps24",0.00151150422596794,0.935341674146928,0.269,0.133,1,"50_Homeostatic","Mrps24"
"Atxn1",0.0015644444766777,0.994995720613932,0.313,0.165,1,"50_Homeostatic","Atxn1"
"Cd9",0.00253030286386505,0.430949481709852,0.433,0.25,1,"50_Homeostatic","Cd9"
"Tpi1",0.0026168097753825,0.976304362437299,0.254,0.128,1,"50_Homeostatic","Tpi1"
"Ndufb9",0.00286096401103157,0.621375543409992,0.448,0.279,1,"50_Homeostatic","Ndufb9"
"Swi5",0.00290623855576735,0.744689728053974,0.284,0.147,1,"50_Homeostatic","Swi5"
"Uqcr11",0.00297089655728209,0.633814031348321,0.418,0.256,1,"50_Homeostatic","Uqcr11"
"Rab2a",0.00330436805155654,0.749702572016357,0.373,0.219,1,"50_Homeostatic","Rab2a"
"Spcs2",0.00372563667032299,0.874996525346928,0.284,0.153,1,"50_Homeostatic","Spcs2"
"Lamtor2",0.00381277296027248,0.878398722199517,0.284,0.155,1,"50_Homeostatic","Lamtor2"
"Srp9",0.00439838012139939,0.94138861114329,0.284,0.158,1,"50_Homeostatic","Srp9"
"Tmed2",0.00485881996046125,1.1484955180405,0.254,0.141,1,"50_Homeostatic","Tmed2"
"Mt1",0.00603640259419907,0.302630121184228,0.373,0.213,1,"50_Homeostatic","Mt1"
"Pdia3",0.00604969029799343,0.807054125667443,0.328,0.197,1,"50_Homeostatic","Pdia3"
"Nme1",0.0062675834835349,0.852997782956024,0.254,0.137,1,"50_Homeostatic","Nme1"
"Scand1",0.00632978643136514,0.708498386638105,0.284,0.156,1,"50_Homeostatic","Scand1"
"Ube2c",1.68438283255421e-123,5.18277289018055,0.267,0.005,3.87525958285747e-119,"53_Homeostatic","Ube2c"
"Stmn1",1.67478580996727e-56,3.02196104758873,0.578,0.051,3.8531797129917e-52,"53_Homeostatic","Stmn1"
"Scgb2b264",6.13751756068242e-49,3.36550283381275,1,0.239,1.4120586651862e-44,"53_Homeostatic","Scgb2b26"
"Wfdc124",7.05641487794594e-46,0.968628267257574,0.978,0.177,1.62346937096902e-41,"53_Homeostatic","Wfdc12"
"Pip4",3.09026278071004e-43,3.06343274752061,1,0.256,7.10976757957958e-39,"53_Homeostatic","Pip"
"Car64",3.19482951872156e-38,2.3827898961158,1,0.232,7.3503442737227e-34,"53_Homeostatic","Car6"
"Gm532364",5.52011534697822e-32,2.86775612218241,1,0.407,1.27001293787928e-27,"53_Homeostatic","Gm53236"
"Scgb2b274",8.34906076413777e-30,2.73980117970367,1,0.443,1.92086841000518e-25,"53_Homeostatic","Scgb2b27"
"Scgb1b274",3.73217493266873e-29,2.86727817261922,1,0.53,8.58661486759094e-25,"53_Homeostatic","Scgb1b27"
"Mucl24",7.22187563797276e-28,2.83509078119106,1,0.572,1.66153692802839e-23,"53_Homeostatic","Mucl2"
"Prol14",1.40146224686915e-27,1.97316823078765,1,0.326,3.22434419137185e-23,"53_Homeostatic","Prol1"
"A630073D07Rik2",4.1481740696198e-19,2.1695048411895,0.4,0.066,9.54370408197428e-15,"53_Homeostatic","A630073D07Rik"
"H2az1",3.25459067873415e-13,1.30199526810954,0.778,0.262,7.48783677456367e-09,"53_Homeostatic","H2az1"
"Tubb4b",0.00667553938447472,0.999123639891983,0.333,0.177,1,"53_Homeostatic","Tubb4b"
"Pglyrp12",0,4.22546013176482,0.999,0.075,0,"9_Homeostatic","Pglyrp1"
"Bpifa21",0,5.1565452013534,0.975,0.055,0,"9_Homeostatic","Bpifa2"
"Wfdc181",0,3.38347033403622,0.998,0.092,0,"9_Homeostatic","Wfdc18"
"Dcpp11",0,4.71799469079866,0.996,0.094,0,"9_Homeostatic","Dcpp1"
"Dcpp21",0,4.86681511344996,1,0.131,0,"9_Homeostatic","Dcpp2"
"Dcpp31",0,4.90007633277558,1,0.135,0,"9_Homeostatic","Dcpp3"
"Cldn102",0,3.00333563800953,0.609,0.064,0,"9_Homeostatic","Cldn10"
"Mup6",0,5.04778130059917,0.509,0.015,0,"9_Homeostatic","Mup6"
"Bglap31",0,2.40021944373593,0.582,0.096,0,"9_Homeostatic","Bglap3"
"Mup4",0,4.88777926144011,0.503,0.018,0,"9_Homeostatic","Mup4"
"Kcne1",0,4.1595152233787,0.468,0.024,0,"9_Homeostatic","Kcne1"
"Fxyd32",0,1.76930564133368,0.516,0.099,0,"9_Homeostatic","Fxyd3"
"Klk1",3.33318686299121e-124,1.77319277723756,0.986,0.199,7.66866301568387e-120,"37_Homeostatic","Klk1"
"Scgb2b265",3.29749338402144e-91,1.84659261835553,0.966,0.239,7.58654302861814e-87,"37_Homeostatic","Scgb2b26"
"Fxyd2",9.27231620557931e-72,1.04437621184059,0.878,0.211,2.13328178941763e-67,"37_Homeostatic","Fxyd2"
"Pip5",2.88794170563388e-68,1.49247514648964,0.912,0.256,6.64428748215186e-64,"37_Homeostatic","Pip"
"Slit2",3.29646976360045e-67,1.78024860010435,0.558,0.104,7.58418798511556e-63,"37_Homeostatic","Slit2"
"Gm532365",3.94995444732849e-67,1.69802239708356,1,0.406,9.08766019696865e-63,"37_Homeostatic","Gm53236"
