"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dstn10",2.31322449329305e-160,2.89194950238096,0.845,0.228,5.32203559171932e-156,"20_Homeostatic","Dstn"
"Vim5",1.16502246876015e-152,2.84220213112663,0.753,0.172,2.68036719387647e-148,"20_Homeostatic","Vim"
"Myl63",9.71996928971801e-151,3.04975500210728,0.956,0.461,2.23627333448542e-146,"20_Homeostatic","Myl6"
"Ndrg2",2.98308870190167e-149,3.6182921143406,0.291,0.026,6.86319217646517e-145,"20_Homeostatic","Ndrg2"
"Gng114",5.62206119497685e-149,2.45269488635159,0.757,0.163,1.29346761912832e-144,"20_Homeostatic","Gng11"
"Mcam",3.96975240472294e-139,3.49547250304878,0.295,0.029,9.13320935754606e-135,"20_Homeostatic","Mcam"
"Palld3",9.98948333073594e-138,3.09960205603092,0.446,0.064,2.29828042990242e-133,"20_Homeostatic","Palld"
"Rbpms5",1.31039270495951e-129,2.48311815485674,0.713,0.168,3.01482049630035e-125,"20_Homeostatic","Rbpms"
"Tesc11",1.41108025318242e-128,2.21898377138193,0.693,0.151,3.24647233849679e-124,"20_Homeostatic","Tesc"
"Csrp22",1.75631119791708e-128,2.95062744107639,0.49,0.081,4.04074517304782e-124,"20_Homeostatic","Csrp2"
"Uba2",2.45407294859651e-126,3.24180440612833,0.363,0.046,5.64608563283598e-122,"20_Homeostatic","Uba2"
"Lhfpl6",1.11619432660064e-125,3.21304352092033,0.275,0.027,2.5680282872101e-121,"20_Homeostatic","Lhfpl6"
"Rras",3.8550885655163e-124,2.76003136321026,0.518,0.092,8.86940226268336e-120,"20_Homeostatic","Rras"
"Mob2",2.21300868448733e-121,3.07793849321891,0.367,0.048,5.09146908040001e-117,"20_Homeostatic","Mob2"
"Map1b",4.19365490033011e-121,3.37173763784201,0.275,0.028,9.64834182918947e-117,"20_Homeostatic","Map1b"
"Filip1",1.53894590674369e-117,3.02354891662088,0.375,0.052,3.54065284764521e-113,"20_Homeostatic","Filip1"
"Khdrbs31",5.89433361565035e-114,3.28121502356191,0.267,0.028,1.35610933495268e-109,"20_Homeostatic","Khdrbs3"
"Arhgap62",4.72091824481339e-108,2.67985440316875,0.347,0.047,1.08614166058422e-103,"20_Homeostatic","Arhgap6"
"Dbndd2",1.28203109431232e-106,3.23863706551379,0.275,0.031,2.94956893868436e-102,"20_Homeostatic","Dbndd2"
"Gm138894",2.30351492750423e-106,2.30003828396155,0.534,0.105,5.29969679370898e-102,"20_Homeostatic","Gm13889"
"Pdgfa2",7.71029117541351e-106,3.12617851966234,0.323,0.043,1.77390669072739e-101,"20_Homeostatic","Pdgfa"
"Epn2",3.49949855467667e-104,3.0656913812564,0.319,0.042,8.05129632474462e-100,"20_Homeostatic","Epn2"
"Lamb2",5.92920722954063e-98,3.09720125386307,0.275,0.034,1.36413270730041e-93,"20_Homeostatic","Lamb2"
"Cystm12",1.48988475051416e-97,2.5131995064726,0.41,0.07,3.42777784550793e-93,"20_Homeostatic","Cystm1"
"Timp35",1.78019300730099e-97,1.90608494737176,0.757,0.212,4.09569005189738e-93,"20_Homeostatic","Timp3"
"Sorbs27",4.45871326162097e-97,2.65168806431584,0.586,0.145,1.02581616010114e-92,"20_Homeostatic","Sorbs2"
"Slc25a45",5.36110733794688e-95,2.3001166573967,0.689,0.21,1.23342996524144e-90,"20_Homeostatic","Slc25a4"
"Msrb1",1.70542249973917e-88,2.9548855383574,0.279,0.038,3.92366554514991e-84,"20_Homeostatic","Msrb1"
"Tinagl14",1.92764959340773e-88,2.10468634282991,0.546,0.125,4.43494341955317e-84,"20_Homeostatic","Tinagl1"
"Lpp6",2.08507238955875e-88,2.37445766507179,0.554,0.136,4.79712604665781e-84,"20_Homeostatic","Lpp"
"Ppp1cb1",1.50721190750614e-87,2.55072677700855,0.49,0.11,3.46764243559939e-83,"20_Homeostatic","Ppp1cb"
"Rock14",1.27941668635188e-86,2.22593453735695,0.629,0.177,2.94355397028977e-82,"20_Homeostatic","Rock1"
"Zfhx31",8.54056796835411e-85,2.63388525432739,0.426,0.086,1.96492847247923e-80,"20_Homeostatic","Zfhx3"
"Serping11",1.5722347091237e-84,2.14521273068179,0.259,0.033,3.6172403952809e-80,"20_Homeostatic","Serping1"
"Tm4sf14",1.11846313781567e-83,1.57551628365272,0.741,0.215,2.5732481411725e-79,"20_Homeostatic","Tm4sf1"
"Mef2c6",2.81589430453835e-82,1.84187539527459,0.685,0.2,6.47852802645138e-78,"20_Homeostatic","Mef2c"
"Cst34",2.54379110007123e-80,0.964288324361135,0.829,0.28,5.85250018393388e-76,"20_Homeostatic","Cst3"
"Dynll15",9.44832651392375e-80,1.85017623693692,0.809,0.321,2.17377648105844e-75,"20_Homeostatic","Dynll1"
"Ppp1r12a2",2.10421562137235e-78,2.32178593846652,0.606,0.185,4.84116888009136e-74,"20_Homeostatic","Ppp1r12a"
"Pkig",2.64850007987108e-78,2.66641587152565,0.315,0.052,6.09340413375939e-74,"20_Homeostatic","Pkig"
"Tcf15",3.92336761300251e-77,2.44026634156336,0.339,0.059,9.02649186723488e-73,"20_Homeostatic","Tcf15"
"Fry4",5.77282788553147e-76,2.55821188493085,0.422,0.093,1.32815451162423e-71,"20_Homeostatic","Fry"
"Atp5if18",9.29993640628374e-76,1.92309046402215,0.673,0.215,2.1396363689937e-71,"20_Homeostatic","Atp5if1"
"ATP614",1.09037507260238e-74,1.03322757383645,1,0.9,2.5086259295363e-70,"20_Homeostatic","ATP6"
"Ift43",1.70713070584062e-74,2.86697013422128,0.271,0.041,3.92759561492751e-70,"20_Homeostatic","Ift43"
"Bcam",2.90277365660468e-74,2.32193740912299,0.398,0.082,6.67841135175039e-70,"20_Homeostatic","Bcam"
"Atp2b4",1.65633273901925e-72,2.7001019233944,0.299,0.05,3.81072473266159e-68,"20_Homeostatic","Atp2b4"
"Cd911",2.08493168557516e-72,1.78819596153676,0.709,0.249,4.79680232900277e-68,"20_Homeostatic","Cd9"
"ND4L16",6.53007874394187e-72,1.16966865820167,0.845,0.318,1.50237521661871e-67,"20_Homeostatic","ND4L"
"Ppm1l",9.53920844933943e-72,2.75739378128716,0.295,0.05,2.19468568793952e-67,"20_Homeostatic","Ppm1l"
"Crtc3",2.11460971721414e-71,2.70519621127888,0.311,0.055,4.86508257639457e-67,"20_Homeostatic","Crtc3"
"Msrb3",2.15931876070576e-71,2.7413232332358,0.263,0.04,4.96794467275574e-67,"20_Homeostatic","Msrb3"
"Sparc5",2.81961861467796e-71,1.49210010936448,0.705,0.216,6.48709654678958e-67,"20_Homeostatic","Sparc"
"Limd1",1.26183946855011e-70,3.08846420833632,0.251,0.038,2.90311406529324e-66,"20_Homeostatic","Limd1"
"COX214",8.6617240677051e-70,0.891833017736979,0.996,0.882,1.99280285625691e-65,"20_Homeostatic","COX2"
"Oat2",1.16208933748422e-69,2.42499877378256,0.343,0.066,2.67361893874994e-65,"20_Homeostatic","Oat"
"Ptms2",9.32526359663776e-69,2.03109860019394,0.57,0.17,2.14546339567845e-64,"20_Homeostatic","Ptms"
"CYTB13",4.55310370780482e-68,0.840569193687779,0.992,0.782,1.04753257005465e-63,"20_Homeostatic","CYTB"
"Cobll1",4.75452308312352e-66,2.62767439814437,0.291,0.051,1.09387312573423e-61,"20_Homeostatic","Cobll1"
"Selenow3",2.24011123819842e-65,1.74332512560897,0.721,0.277,5.1538239257231e-61,"20_Homeostatic","Selenow"
"Igfbp74",1.90587689620289e-64,0.819865015167001,0.968,0.325,4.38485097509399e-60,"20_Homeostatic","Igfbp7"
"Tspan3",2.07876404925351e-64,2.79104774274589,0.251,0.04,4.78261244811756e-60,"20_Homeostatic","Tspan3"
"Oaz2",4.33304550271907e-63,2.33103275044055,0.307,0.058,9.96903778810577e-59,"20_Homeostatic","Oaz2"
"Phlda3",6.98896665566575e-63,2.42784642429961,0.311,0.06,1.60795155846902e-58,"20_Homeostatic","Phlda3"
"Bcas3",4.2314926721053e-60,2.31802438482743,0.355,0.078,9.73539519071266e-56,"20_Homeostatic","Bcas3"
"Cox8a10",5.21153758796179e-60,1.2642990739278,0.896,0.487,1.19901845286237e-55,"20_Homeostatic","Cox8a"
"Cd639",3.03173778702313e-59,1.64761505912917,0.486,0.13,6.97511912660412e-55,"20_Homeostatic","Cd63"
"Ramp11",5.19970248338265e-59,2.60206744777245,0.263,0.047,1.19629555035185e-54,"20_Homeostatic","Ramp1"
"COX313",1.52167838577851e-57,0.607120053074893,0.992,0.855,3.50092546216062e-53,"20_Homeostatic","COX3"
"Sntb12",3.02696462856282e-57,2.36029815866977,0.287,0.055,6.96413752093448e-53,"20_Homeostatic","Sntb1"
"Dlc15",4.12809038312894e-57,1.71357786960774,0.546,0.17,9.49749754446476e-53,"20_Homeostatic","Dlc1"
"Epas13",1.38079981274787e-56,1.86370850110964,0.49,0.141,3.17680612918902e-52,"20_Homeostatic","Epas1"
"Tns11",3.96863875476878e-56,2.33149291706122,0.339,0.076,9.13064718309654e-52,"20_Homeostatic","Tns1"
"Frmd4b1",5.74142868752984e-56,2.30398663868988,0.327,0.071,1.32093049813999e-51,"20_Homeostatic","Frmd4b"
"ND413",9.27922202262441e-55,0.668677152583417,0.976,0.695,2.1348706107452e-50,"20_Homeostatic","ND4"
"Map1lc3a8",7.70927882073307e-54,1.82328307432716,0.526,0.171,1.77367377828606e-49,"20_Homeostatic","Map1lc3a"
"Actb5",8.18832909584441e-54,1.06499454141354,0.984,0.661,1.88388887508092e-49,"20_Homeostatic","Actb"
"ND212",1.45014874501995e-52,0.625736880099906,0.964,0.674,3.33635721766739e-48,"20_Homeostatic","ND2"
"Hcfc1r1",5.03738648366437e-51,2.28199485129939,0.343,0.084,1.15895150829666e-46,"20_Homeostatic","Hcfc1r1"
"Nme210",6.35840073935032e-51,1.42506014386133,0.773,0.394,1.46287725810233e-46,"20_Homeostatic","Nme2"
"Cav13",7.68522379671504e-51,1.6284687732956,0.454,0.129,1.76813943891023e-46,"20_Homeostatic","Cav1"
"Ndufb912",1.41341854375197e-49,1.50279339710699,0.673,0.278,3.25185204361017e-45,"20_Homeostatic","Ndufb9"
"Fam162a1",2.28407185658006e-48,2.20697911388554,0.327,0.079,5.25496412043375e-44,"20_Homeostatic","Fam162a"
"Rap1a4",1.01666206037167e-47,1.60009824661821,0.558,0.2,2.33903440229709e-43,"20_Homeostatic","Rap1a"
"Gpcpd11",3.10105092924799e-47,2.25236277449232,0.275,0.059,7.13458787292085e-43,"20_Homeostatic","Gpcpd1"
"Ebf15",2.16033085812066e-46,1.0946821962588,0.645,0.229,4.97027320527819e-42,"20_Homeostatic","Ebf1"
"Nenf3",3.61802565368474e-46,1.97081211787388,0.382,0.107,8.32399162143247e-42,"20_Homeostatic","Nenf"
"Mast42",1.44015942561165e-45,1.85318718800404,0.386,0.109,3.31337479050473e-41,"20_Homeostatic","Mast4"
"Mapre2",1.89018047287308e-45,1.99224965380936,0.343,0.089,4.34873821393911e-41,"20_Homeostatic","Mapre2"
"Ndufb109",3.83519038359879e-45,1.48208827513063,0.57,0.213,8.82362251554574e-41,"20_Homeostatic","Ndufb10"
"Hmgn13",7.90507228455059e-45,1.90816186051169,0.378,0.106,1.81871998050655e-40,"20_Homeostatic","Hmgn1"
"Tsc22d17",1.40162649837401e-43,1.63663908884644,0.514,0.182,3.22472208480908e-39,"20_Homeostatic","Tsc22d1"
"Utrn3",2.46836240152494e-43,1.75057160762658,0.482,0.164,5.67896137718843e-39,"20_Homeostatic","Utrn"
"Hspb15",2.63060869173171e-43,0.820307644885731,0.665,0.24,6.05224141706715e-39,"20_Homeostatic","Hspb1"
"Dst2",6.69123944922543e-43,2.0318269812813,0.315,0.08,1.5394534600833e-38,"20_Homeostatic","Dst"
"Ccnd2",7.39605102349544e-42,1.83281957697175,0.375,0.108,1.7016094589756e-37,"20_Homeostatic","Ccnd2"
"Calm28",8.06681816949321e-42,1.26934383206407,0.745,0.397,1.8559328562553e-37,"20_Homeostatic","Calm2"
"Itgb13",1.07201262042312e-41,1.52380274813801,0.542,0.205,2.46637943580748e-37,"20_Homeostatic","Itgb1"
"Pbxip12",2.43240054927111e-41,2.2213461958957,0.267,0.062,5.59622394370804e-37,"20_Homeostatic","Pbxip1"
"Cox6c9",1.00218421356063e-40,1.10212787575562,0.765,0.391,2.30572522013895e-36,"20_Homeostatic","Cox6c"
"Fth15",1.10662811221528e-40,0.728467316638063,0.948,0.659,2.5460192977737e-36,"20_Homeostatic","Fth1"
"Prkar1a1",1.49594426519941e-39,1.76894355603902,0.41,0.132,3.44171897094429e-35,"20_Homeostatic","Prkar1a"
"Mprip2",1.91076311592783e-39,1.87936271395125,0.363,0.108,4.39609270081517e-35,"20_Homeostatic","Mprip"
"Ttc281",4.28107507011983e-39,1.85387397182174,0.331,0.092,9.8494694138247e-35,"20_Homeostatic","Ttc28"
"Ndufs76",6.06085693907151e-39,1.69034447414213,0.422,0.14,1.39442135597218e-34,"20_Homeostatic","Ndufs7"
"Errfi15",5.65223067349692e-38,1.75288178257362,0.394,0.127,1.30040871105144e-33,"20_Homeostatic","Errfi1"
"Sh3bgrl1",7.35125517237662e-38,1.82962830061858,0.371,0.114,1.69130327750869e-33,"20_Homeostatic","Sh3bgrl"
"COX113",3.34493032039153e-37,0.27445085044319,0.976,0.845,7.6956811881248e-33,"20_Homeostatic","COX1"
"Crip25",3.42280426480094e-37,1.4710831008626,0.49,0.182,7.87484577202753e-33,"20_Homeostatic","Crip2"
"Pakap3",4.02804457307547e-36,1.61440125095422,0.386,0.124,9.26732214927474e-32,"20_Homeostatic","Pakap"
"Rhoj2",5.18021670301573e-36,1.6799320213597,0.343,0.102,1.19181245686283e-31,"20_Homeostatic","Rhoj"
"Selenom5",1.32875195422537e-34,1.47494983268452,0.47,0.179,3.0570596210863e-30,"20_Homeostatic","Selenom"
"Zeb23",1.63305604770614e-33,1.74133924245765,0.267,0.07,3.7571720489575e-29,"20_Homeostatic","Zeb2"
"Ech1",1.73129108856547e-33,1.79035337528323,0.355,0.115,3.98318140746257e-29,"20_Homeostatic","Ech1"
"Selenof7",3.46534877492852e-33,1.59112192141324,0.47,0.186,7.97272792647804e-29,"20_Homeostatic","Selenof"
"Slmap",5.76944878551092e-33,1.99482835257344,0.255,0.067,1.3273770820825e-28,"20_Homeostatic","Slmap"
"Rbms32",1.1370569912963e-32,1.25379305982277,0.255,0.065,2.61602701987541e-28,"20_Homeostatic","Rbms3"
"Map1lc3b6",7.03686042606064e-32,1.52459346113779,0.486,0.202,1.61897047822377e-27,"20_Homeostatic","Map1lc3b"
"Pls3",9.95311808247775e-32,1.88919257564706,0.267,0.073,2.28991387723566e-27,"20_Homeostatic","Pls3"
"Pdcl3",1.32055872876515e-31,2.02212116961348,0.251,0.067,3.03820946726998e-27,"20_Homeostatic","Pdcl3"
"Mpc19",1.80272073916781e-31,1.26064908472771,0.438,0.162,4.14751960460339e-27,"20_Homeostatic","Mpc1"
"Id34",2.51875268451163e-31,0.809617143125005,0.61,0.248,5.79489430125591e-27,"20_Homeostatic","Id3"
"Rsu1",7.54635885085133e-31,1.94692219192004,0.255,0.07,1.73619078081537e-26,"20_Homeostatic","Rsu1"
"Klf92",3.94448989327442e-29,1.73521269872647,0.351,0.123,9.07508789745646e-25,"20_Homeostatic","Klf9"
"Ppia9",6.025102880775e-29,0.877496295950904,0.841,0.527,1.38619541977991e-24,"20_Homeostatic","Ppia"
"Esam4",7.6313469746139e-29,1.25336389486218,0.382,0.133,1.75574399844942e-24,"20_Homeostatic","Esam"
"Atp5f1b9",7.93841530395967e-29,1.03731578241115,0.625,0.315,1.826391208982e-24,"20_Homeostatic","Atp5f1b"
"Iscu1",1.94648347075217e-28,1.92155377501899,0.255,0.074,4.47827452115952e-24,"20_Homeostatic","Iscu"
"Spop",5.24786388768235e-28,1.6535362310715,0.347,0.123,1.20737604463908e-23,"20_Homeostatic","Spop"
"Ndufa58",6.56841604290531e-28,1.34647318905458,0.418,0.163,1.51119547899123e-23,"20_Homeostatic","Ndufa5"
"Malat15",1.22569164288477e-27,0.740145154300683,0.984,0.893,2.81994876278498e-23,"20_Homeostatic","Malat1"
"Camk2d1",2.71249302144781e-27,1.74456550490935,0.299,0.098,6.24063269444498e-23,"20_Homeostatic","Camk2d"
"Esyt23",2.84673119537158e-27,1.52039001429028,0.319,0.106,6.54947446119139e-23,"20_Homeostatic","Esyt2"
"Ubb7",4.52343899075222e-27,1.16019039285156,0.657,0.358,1.04070760860236e-22,"20_Homeostatic","Ubb"
"Chchd24",8.82169484080087e-27,0.874169059088079,0.797,0.506,2.02960733202306e-22,"20_Homeostatic","Chchd2"
"Rasal23",1.18602235887335e-26,1.28306010755119,0.378,0.139,2.72868164105993e-22,"20_Homeostatic","Rasal2"
"Pten1",1.73545110212504e-26,1.75029679684372,0.335,0.122,3.99275235065907e-22,"20_Homeostatic","Pten"
"Septin72",5.35436412990688e-26,1.48897270701501,0.41,0.171,1.23187855536768e-21,"20_Homeostatic","Septin7"
"Bloc1s12",8.21815889947389e-26,1.46302045015546,0.402,0.163,1.89075181800196e-21,"20_Homeostatic","Bloc1s1"
"Ndufb89",4.90164823935314e-25,1.20433393081084,0.462,0.202,1.12772221042798e-20,"20_Homeostatic","Ndufb8"
"Tprg1l",8.44972802062931e-25,1.86498163118944,0.255,0.08,1.94402892570619e-20,"20_Homeostatic","Tprg1l"
"Atp5mc311",2.75067096374912e-24,1.06186208360571,0.49,0.221,6.32846868629761e-20,"20_Homeostatic","Atp5mc3"
"S100a119",7.61213747264925e-24,0.9488022906264,0.526,0.242,1.75132446833241e-19,"20_Homeostatic","S100a11"
"Dynlrb11",1.244972938496e-23,1.37612797354126,0.347,0.131,2.86430923959774e-19,"20_Homeostatic","Dynlrb1"
"Nptn2",1.96857095387507e-23,1.55078501900579,0.299,0.106,4.52909119358037e-19,"20_Homeostatic","Nptn"
"Lims12",8.48869667697073e-23,1.6138313696066,0.283,0.099,1.95299444447066e-18,"20_Homeostatic","Lims1"
"Calm31",1.65842890432885e-22,1.69990378037444,0.251,0.082,3.81554738018939e-18,"20_Homeostatic","Calm3"
"Nudt45",2.65409316733525e-22,1.27640427769882,0.327,0.122,6.10627215008821e-18,"20_Homeostatic","Nudt4"
"Arhgap294",5.23082586037439e-22,1.05909414350469,0.382,0.153,1.20345610569634e-17,"20_Homeostatic","Arhgap29"
"H3f3a7",7.26077387475409e-22,0.913662241345809,0.681,0.413,1.67048624536467e-17,"20_Homeostatic","H3f3a"
"Lmna1",1.20218900853061e-21,1.50197377478182,0.303,0.113,2.76587625192636e-17,"20_Homeostatic","Lmna"
"Uqcr1011",1.62094629142411e-21,0.832890472818877,0.526,0.252,3.72931113267944e-17,"20_Homeostatic","Uqcr10"
"Ndufa126",3.8973269188621e-21,1.23376222532088,0.375,0.156,8.96658004222604e-17,"20_Homeostatic","Ndufa12"
"Nedd45",4.09973756453092e-21,1.22196717337602,0.402,0.176,9.4322662147163e-17,"20_Homeostatic","Nedd4"
"Gpx47",7.52030998462273e-21,1.10635096018058,0.506,0.254,1.73019771816215e-16,"20_Homeostatic","Gpx4"
"Inpp4b3",9.73998335573543e-21,0.64370369390943,0.343,0.129,2.24087797065405e-16,"20_Homeostatic","Inpp4b"
"Ndufa118",3.06804716765078e-20,1.03893601106507,0.402,0.175,7.05865611861416e-16,"20_Homeostatic","Ndufa11"
"Atp5f1d10",3.1237815717836e-20,0.950064208170417,0.542,0.284,7.18688426220253e-16,"20_Homeostatic","Atp5f1d"
"Calm15",1.04771764756301e-19,0.629674152603725,0.805,0.497,2.41048399174822e-15,"20_Homeostatic","Calm1"
"Crim15",1.07073176813626e-19,0.982566764170454,0.418,0.188,2.4634325789511e-15,"20_Homeostatic","Crim1"
"Itpr16",1.51758689725205e-19,1.42344276137513,0.327,0.135,3.49151217450779e-15,"20_Homeostatic","Itpr1"
"Mdh110",5.04380763819647e-19,1.05299252928954,0.359,0.152,1.16042882331986e-14,"20_Homeostatic","Mdh1"
"Atp5f1c8",7.71707683699554e-19,0.89790706209238,0.494,0.249,1.77546786788756e-14,"20_Homeostatic","Atp5f1c"
"Edf17",9.00153272147877e-19,1.00689185579376,0.482,0.241,2.07098263323062e-14,"20_Homeostatic","Edf1"
"ATP813",1.04233677063461e-18,0.634348346358902,0.518,0.256,2.39810420819905e-14,"20_Homeostatic","ATP8"
"Rex1bd1",2.48560836264863e-18,1.52415749672428,0.271,0.103,5.7186391599457e-14,"20_Homeostatic","Rex1bd"
"Cycs7",3.90897185524329e-18,0.753094530631579,0.458,0.219,8.99337154735825e-14,"20_Homeostatic","Cycs"
"Uqcr1110",4.35642162856056e-18,0.892293004694367,0.494,0.256,1.00228192408293e-13,"20_Homeostatic","Uqcr11"
"Hnrnpk5",5.6244280773965e-18,1.1178554498,0.402,0.19,1.29401216776661e-13,"20_Homeostatic","Hnrnpk"
"Aldh23",6.27556117155085e-18,1.24950794944918,0.339,0.148,1.4438183587387e-13,"20_Homeostatic","Aldh2"
"Oxct17",1.58500638190379e-17,1.18368146128899,0.323,0.137,3.64662418284606e-13,"20_Homeostatic","Oxct1"
"Uqcrq7",1.71937401181109e-17,0.830557872197704,0.47,0.236,3.95576378897378e-13,"20_Homeostatic","Uqcrq"
"Ndufa139",2.32113365904637e-17,0.944143914325618,0.526,0.292,5.34023220936798e-13,"20_Homeostatic","Ndufa13"
"Cnbp5",3.45656013506105e-17,1.05131929201137,0.41,0.197,7.95250790273495e-13,"20_Homeostatic","Cnbp"
"Atp5f1a9",4.54941110838566e-17,0.867563116375963,0.51,0.271,1.04668301370629e-12,"20_Homeostatic","Atp5f1a"
"Atp2b14",5.22449236924497e-17,1.13840527832783,0.331,0.144,1.20199895939219e-12,"20_Homeostatic","Atp2b1"
"Emp33",5.42256541534037e-17,1.1932115212253,0.283,0.112,1.24756962510736e-12,"20_Homeostatic","Emp3"
"Rabac16",6.66248421052041e-17,1.00260032732637,0.486,0.259,1.53283774231443e-12,"20_Homeostatic","Rabac1"
"Dbi9",6.83342870691388e-17,1.14346058157069,0.347,0.156,1.57216694259968e-12,"20_Homeostatic","Dbi"
"Pfdn22",6.91593681225044e-17,1.36309079625114,0.275,0.11,1.59114958239446e-12,"20_Homeostatic","Pfdn2"
"Mrpl202",7.95667771694039e-17,1.34972616051292,0.267,0.105,1.83059284233648e-12,"20_Homeostatic","Mrpl20"
"Ndufb35",8.6507872421704e-17,1.19751587530775,0.323,0.14,1.99028662080614e-12,"20_Homeostatic","Ndufb3"
"Atp5pd9",8.92614978372911e-17,0.714413735573883,0.625,0.382,2.05363928074256e-12,"20_Homeostatic","Atp5pd"
"Anxa55",1.19850758543914e-16,1.12995508823482,0.371,0.171,2.75740640181984e-12,"20_Homeostatic","Anxa5"
"Slc25a310",1.36883571557912e-16,0.770810683242368,0.534,0.291,3.14928033083289e-12,"20_Homeostatic","Slc25a3"
"Fermt22",1.39902036165545e-16,1.12668215609027,0.319,0.136,3.2187261460607e-12,"20_Homeostatic","Fermt2"
"Mrfap14",1.49970200440125e-16,1.22640896002908,0.347,0.159,3.45036440152595e-12,"20_Homeostatic","Mrfap1"
"Pdcd5",1.88605486598019e-16,1.29157746282967,0.291,0.122,4.33924643016062e-12,"20_Homeostatic","Pdcd5"
"Ccdc85b2",2.42519255426965e-16,1.19369262668362,0.299,0.125,5.57964050960819e-12,"20_Homeostatic","Ccdc85b"
"Uqcrb10",4.09724358563799e-16,0.675905292210236,0.526,0.285,9.42652831747734e-12,"20_Homeostatic","Uqcrb"
"Ndufb76",4.8411812588075e-16,1.01393538514225,0.414,0.209,1.11381057221384e-11,"20_Homeostatic","Ndufb7"
"Etfb7",9.96815331932224e-16,1.17600364783792,0.303,0.131,2.29337303417647e-11,"20_Homeostatic","Etfb"
"Ldhb6",1.58594443016678e-15,0.915979653193866,0.263,0.103,3.6487823504847e-11,"20_Homeostatic","Ldhb"
"Itm2b4",2.01591352221037e-15,0.43811511804362,0.837,0.571,4.6380122405494e-11,"20_Homeostatic","Itm2b"
"AY036118",2.64285770140572e-15,0.921808504044685,0.299,0.128,6.08042271362413e-11,"20_Homeostatic","AY036118"
"Atp5mg10",3.98464764072002e-15,0.60718866996178,0.602,0.359,9.16747882700455e-11,"20_Homeostatic","Atp5mg"
"Ndufa27",4.70850846272036e-15,1.00547116083539,0.394,0.199,1.08328654201807e-10,"20_Homeostatic","Ndufa2"
"Atp5mf10",5.61869871771707e-15,0.742745283579853,0.534,0.308,1.29269401398517e-10,"20_Homeostatic","Atp5mf"
"Tuba1a2",5.6683345537796e-15,1.16156278869959,0.295,0.128,1.30411373078807e-10,"20_Homeostatic","Tuba1a"
"Prss232",7.06510344633848e-15,0.909046677390158,0.283,0.117,1.62546834989909e-10,"20_Homeostatic","Prss23"
"Ndufc19",1.54462477770981e-14,0.781229738488741,0.355,0.165,3.55371822607695e-10,"20_Homeostatic","Ndufc1"
"Tpi18",1.80716206429764e-14,1.15706908567343,0.291,0.128,4.15773776132958e-10,"20_Homeostatic","Tpi1"
"Rpl22l111",2.05060241544649e-14,0.727235842823031,0.482,0.255,4.71782097721774e-10,"20_Homeostatic","Rpl22l1"
"Uqcrfs15",2.74614267522245e-14,0.988936726692705,0.279,0.119,6.31805045288429e-10,"20_Homeostatic","Uqcrfs1"
"Aopep10",2.94769476810407e-14,1.02146961865458,0.402,0.209,6.78176135297702e-10,"20_Homeostatic","Aopep"
"Sem15",5.16217740981223e-14,0.835747906998477,0.474,0.264,1.1876621566755e-09,"20_Homeostatic","Sem1"
"Naca10",6.41897377791279e-14,0.600991527698821,0.697,0.439,1.47681329708439e-09,"20_Homeostatic","Naca"
"Drap11",6.4546806239908e-14,1.30805007260153,0.267,0.117,1.48502837116156e-09,"20_Homeostatic","Drap1"
"Csde12",6.59279439261271e-14,1.13656686315002,0.303,0.139,1.51680420590841e-09,"20_Homeostatic","Csde1"
"Pfn16",1.20771047505331e-13,0.556390703241258,0.602,0.356,2.77857948995514e-09,"20_Homeostatic","Pfn1"
"Timm139",1.42015931116346e-13,1.10146145645737,0.319,0.152,3.26736052719377e-09,"20_Homeostatic","Timm13"
"Uqcrh11",2.09100492493337e-13,0.684710249517097,0.614,0.388,4.8107750307942e-09,"20_Homeostatic","Uqcrh"
"Sod29",3.04971391991783e-13,0.893863126655731,0.303,0.139,7.01647681555494e-09,"20_Homeostatic","Sod2"
"Ubxn13",3.41038563133255e-13,1.16922417166284,0.299,0.141,7.84627422200679e-09,"20_Homeostatic","Ubxn1"
"Fkbp1a4",4.69656471835064e-13,1.12862149605045,0.291,0.135,1.08053864475093e-08,"20_Homeostatic","Fkbp1a"
"Cox4i19",9.14416360106142e-13,0.530757435964004,0.669,0.446,2.1037977196962e-08,"20_Homeostatic","Cox4i1"
"Rheb1",1.13895517041296e-12,1.30150098458493,0.267,0.123,2.62039416056909e-08,"20_Homeostatic","Rheb"
"Ptma5",1.30712173802069e-12,0.34410566519229,0.916,0.679,3.0072949826642e-08,"20_Homeostatic","Ptma"
"Ptprk7",1.83097535368612e-12,1.10896697019147,0.251,0.11,4.21252499622566e-08,"20_Homeostatic","Ptprk"
"Laptm4a7",2.72462354975262e-12,0.756008933725265,0.446,0.248,6.26854140091586e-08,"20_Homeostatic","Laptm4a"
"Syne12",2.94687097101406e-12,0.857948562097767,0.307,0.145,6.77986604301204e-08,"20_Homeostatic","Syne1"
"Ndufb119",3.82615099378741e-12,0.842364957864077,0.434,0.248,8.8028255914067e-08,"20_Homeostatic","Ndufb11"
"Atp5pb9",4.86933913981785e-12,0.719418692163537,0.434,0.245,1.12028885589789e-07,"20_Homeostatic","Atp5pb"
"Tomm63",5.71399365457562e-12,1.0408158417105,0.295,0.143,1.31461852010821e-07,"20_Homeostatic","Tomm6"
