"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Trappc6a",6.21120742390144e-29,0.566554345832342,0.344,0.225,1.18441514366377e-24,"2","Trappc6a"
"Syngr2",6.35349403335653e-29,0.624136465314257,0.293,0.183,1.21154777722076e-24,"2","Syngr2"
"Baz2b",7.0867086012862e-29,0.490407831706312,0.305,0.187,1.35136446317927e-24,"2","Baz2b"
"Cmas",7.73686605140709e-29,0.420309256324225,0.387,0.255,1.47534298734282e-24,"2","Cmas"
"Hras",9.7233030932178e-29,0.709679136213545,0.255,0.153,1.8541366668457e-24,"2","Hras"
"Ndufs7",1.10345985127035e-28,0.466730379121482,0.481,0.344,2.10418759038742e-24,"2","Ndufs7"
"Sem1",1.29620204518876e-28,0.467663780538277,0.475,0.338,2.47172767997044e-24,"2","Sem1"
"Dynll1",1.35650854668496e-28,0.61283071530927,0.304,0.193,2.58672614767355e-24,"2","Dynll1"
"Emc7",1.37725457378905e-28,0.697307157083727,0.259,0.156,2.62628674675834e-24,"2","Emc7"
"Rhoc",1.68427642029424e-28,0.676206486664295,0.278,0.171,3.21174670585909e-24,"2","Rhoc"
"Slc12a2",1.75024171289471e-28,0.287773351494489,0.936,0.892,3.33753592231893e-24,"2","Slc12a2"
"Arfip2",2.01887424845093e-28,0.638614068714015,0.263,0.159,3.84979130437108e-24,"2","Arfip2"
"Tcn2",2.25241666322682e-28,0.470199226266326,0.758,0.708,4.29513333510723e-24,"2","Tcn2"
"Polr1d",2.28077941939071e-28,0.417425486357829,0.534,0.393,4.34921827483614e-24,"2","Polr1d"
"Psmb5",2.37247128711435e-28,0.474410121406694,0.431,0.297,4.52406549739835e-24,"2","Psmb5"
"Ogdh",2.50617871211814e-28,0.517099772627875,0.267,0.159,4.77903218613809e-24,"2","Ogdh"
"Psmb4",3.2031079961768e-28,0.691957916142093,0.261,0.159,6.10800663790954e-24,"2","Psmb4"
"Meis2",3.80421920206683e-28,0.275173982886927,0.451,0.305,7.25426559642124e-24,"2","Meis2"
"Kif5b",4.35559813314916e-28,0.515201207360455,0.316,0.2,8.30569008010213e-24,"2","Kif5b"
"Gspt1",5.4831849996887e-28,0.525906977555018,0.309,0.194,1.04558854759064e-23,"2","Gspt1"
"Gm16136",5.73970029563075e-28,0.580620802857553,0.285,0.176,1.09450344937383e-23,"2","Gm16136"
"Cdk5rap3",6.15140402961058e-28,0.584023832968496,0.321,0.205,1.17301123440644e-23,"2","Cdk5rap3"
"Mrps24",7.50198922668143e-28,0.389985884301572,0.451,0.309,1.43055432563588e-23,"2","Mrps24"
"Nsd3",7.61114927696489e-28,0.282363953036492,0.402,0.263,1.45137005562444e-23,"2","Nsd3"
"Dnajb6",9.43358878761816e-28,0.626937899376878,0.264,0.161,1.79889104591091e-23,"2","Dnajb6"
"Hsd17b101",9.70197090164044e-28,0.579119298776601,0.314,0.201,1.85006883123382e-23,"2","Hsd17b10"
"Kif21a",9.79119634861051e-28,0.457526315695472,0.314,0.198,1.86708323171654e-23,"2","Kif21a"
"Rpl5",1.01758058287697e-27,0.330399855230127,0.814,0.772,1.94042441348808e-23,"2","Rpl5"
"Eif3j1",1.10632148597819e-27,0.524917550443722,0.278,0.17,2.10964444161181e-23,"2","Eif3j1"
"Eif4b",1.52353405043229e-27,0.566026666323017,0.295,0.185,2.90522708076934e-23,"2","Eif4b"
"Ddrgk1",1.68367174398373e-27,0.432802588102178,0.466,0.333,3.21059364860258e-23,"2","Ddrgk1"
"Rabac1",2.71012874107252e-27,0.333191871871619,0.852,0.807,5.16794449635119e-23,"2","Rabac1"
"Nipbl",2.96058227697084e-27,0.436482095299304,0.295,0.182,5.6455343439557e-23,"2","Nipbl"
"Eif5a",2.96631234346438e-27,0.313024027359299,0.787,0.696,5.65646100775222e-23,"2","Eif5a"
"Mrps16",3.73753287189873e-27,0.52268908867704,0.353,0.235,7.12710143342369e-23,"2","Mrps16"
"Ufc1",4.66856163638995e-27,0.458351454471192,0.404,0.276,8.902480184432e-23,"2","Ufc1"
"Rps21",5.14816314823279e-27,0.270543458810254,0.938,0.941,9.8170323073651e-23,"2","Rps21"
"Epb41",6.19327866148014e-27,0.549453516568702,0.31,0.197,1.18099630795765e-22,"2","Epb41"
"Mrpl12",7.095277591346e-27,0.505820441410389,0.347,0.229,1.35299848389377e-22,"2","Mrpl12"
"Selenos",8.11117433125488e-27,0.336880619506527,0.663,0.533,1.54671983322699e-22,"2","Selenos"
"Derl3",8.66267682586952e-27,0.396620616203518,0.507,0.371,1.65188584392506e-22,"2","Derl3"
"Rer1",1.04232673211471e-26,0.468858638838993,0.398,0.273,1.98761284546954e-22,"2","Rer1"
"Atp6v1f",1.15016549796873e-26,0.493066576542695,0.383,0.261,2.19325058807657e-22,"2","Atp6v1f"
"Ifi27",1.31537405549743e-26,0.304372127277271,0.881,0.862,2.50828678642805e-22,"2","Ifi27"
"Ppia",1.47664492455555e-26,0.308537358790943,0.772,0.705,2.81581420663497e-22,"2","Ppia"
"Ndufa10",1.71728562092029e-26,0.609706127730502,0.261,0.16,3.27469195053291e-22,"2","Ndufa10"
"Arcn1",1.75690224065129e-26,0.460543007572345,0.284,0.174,3.35023688269795e-22,"2","Arcn1"
"Kif1b",2.08625815810638e-26,0.338237238522572,0.411,0.279,3.97828568169305e-22,"2","Kif1b"
"Coq9",3.22045250476155e-26,0.665066535367717,0.252,0.154,6.1410808813298e-22,"2","Coq9"
"Jpt1",3.44910562895105e-26,0.474061056365385,0.297,0.187,6.57709952384676e-22,"2","Jpt1"
"Pcbp1",4.15961722518368e-26,0.478193745502688,0.326,0.212,7.93197408670276e-22,"2","Pcbp1"
"Dynlt3",4.43477672145743e-26,0.573833387381028,0.251,0.151,8.45667573014718e-22,"2","Dynlt3"
"Nsa2",5.20787676150902e-26,0.606220816496907,0.27,0.168,9.93090019652155e-22,"2","Nsa2"
"Airn",5.29718940797019e-26,0.302535526837838,0.445,0.307,1.01012104820584e-21,"2","Airn"
"Lamtor4",5.48392845857616e-26,0.444850012861832,0.405,0.281,1.04573031776589e-21,"2","Lamtor4"
"Cox6c",7.08044406312548e-26,0.350287775826864,0.755,0.675,1.3501698783974e-21,"2","Cox6c"
"Nars1",7.28211311238032e-26,0.501932399435498,0.304,0.193,1.3886261493998e-21,"2","Nars1"
"Tmem238",7.66537943972346e-26,0.442433614064333,0.432,0.306,1.46171120536087e-21,"2","Tmem238"
"Hnrnpa2b1",1.07862977052428e-25,0.346338974446143,0.513,0.372,2.05683910941274e-21,"2","Hnrnpa2b1"
"Nbr1",1.08395190060086e-25,0.514922167660037,0.279,0.174,2.06698787925577e-21,"2","Nbr1"
"Grpel1",1.25772836223147e-25,0.622116411276967,0.269,0.168,2.39836221393919e-21,"2","Grpel1"
"Cuta",1.37793862453327e-25,0.641085937876535,0.267,0.167,2.62759116312249e-21,"2","Cuta"
"Mpc11",1.38681838410249e-25,0.442768499069303,0.383,0.262,2.64452397664504e-21,"2","Mpc1"
"Psmd12",1.41237690534106e-25,0.613098780874933,0.261,0.162,2.69326152079487e-21,"2","Psmd12"
"Kcmf1",1.54868480300959e-25,0.433354454475978,0.33,0.214,2.95318705085899e-21,"2","Kcmf1"
"Srsf5",1.55860234756695e-25,0.285367932448932,0.379,0.251,2.97209881657542e-21,"2","Srsf5"
"Erp29",1.64142935613969e-25,0.559099757014813,0.307,0.199,3.13004163922277e-21,"2","Erp29"
"Bclaf1",1.7840406376899e-25,0.458182497494322,0.296,0.187,3.40198709201088e-21,"2","Bclaf1"
"Rps6",1.79303362147465e-25,0.504014717765546,0.33,0.219,3.41913581279001e-21,"2","Rps6"
"Actn4",1.81368348129494e-25,0.515569816626146,0.266,0.164,3.45851303048132e-21,"2","Actn4"
"Scd2",2.01190330319917e-25,0.517965215893646,0.327,0.214,3.83649840887051e-21,"2","Scd2"
"Pitx1",2.03143903864087e-25,0.412619455438017,0.343,0.225,3.87375110278428e-21,"2","Pitx1"
"Ubl5",2.18498745092613e-25,0.387821679932041,0.49,0.355,4.16655257017104e-21,"2","Ubl5"
"Rplp2",2.21546734171383e-25,0.29882060816784,0.864,0.846,4.2246746739141e-21,"2","Rplp2"
"Tpd52",2.21674940700252e-25,0.275100327954065,0.692,0.565,4.2271194442131e-21,"2","Tpd52"
"Atp5mk1",2.31501154745407e-25,0.38369091374859,0.422,0.291,4.41449551984016e-21,"2","Atp5mk"
"Atp6v1e1",2.46740600555543e-25,0.594652935998798,0.279,0.176,4.70509651199365e-21,"2","Atp6v1e1"
"Mrps141",2.50784348719674e-25,0.422890778370248,0.408,0.283,4.78220674573547e-21,"2","Mrps14"
"Magi3",4.55060166218501e-25,0.327317232045925,0.381,0.255,8.6775423096206e-21,"2","Magi3"
"Txn1",6.11833068278412e-25,0.377391306963017,0.46,0.33,1.1667044779001e-20,"2","Txn1"
"Anxa6",6.78654320285511e-25,0.462275492900943,0.29,0.184,1.29412592335244e-20,"2","Anxa6"
"Sel1l",7.24253749163202e-25,0.31066987554322,0.419,0.287,1.38107947427931e-20,"2","Sel1l"
"Lman1",7.34955491951921e-25,0.352233896415772,0.581,0.449,1.40148662760312e-20,"2","Lman1"
"Pip5k1b",7.41065371250613e-25,0.301676503338156,0.376,0.252,1.41313755643779e-20,"2","Pip5k1b"
"Tesc",8.07561408874574e-25,0.342250813532952,0.857,0.825,1.53993885058292e-20,"2","Tesc"
"Stard10",8.44054514237155e-25,0.386026944470436,0.38,0.258,1.60952755319883e-20,"2","Stard10"
"Eny2",8.52741577070845e-25,0.374902176404682,0.437,0.308,1.6260929133164e-20,"2","Eny2"
"Ybx3",9.13890794060914e-25,0.552369108994261,0.295,0.19,1.74269835519476e-20,"2","Ybx3"
"Sik3",9.21288479151187e-25,0.46958840425297,0.254,0.155,1.7568050008934e-20,"2","Sik3"
"Selenow",1.03106539024261e-24,0.603195877336579,0.313,0.209,1.96613859265364e-20,"2","Selenow"
"Nedd8",1.06402173939926e-24,0.427444993566028,0.419,0.297,2.02898305486045e-20,"2","Nedd8"
"Nol7",1.36311021514354e-24,0.457352795460202,0.337,0.223,2.59931486925721e-20,"2","Nol7"
"Clptm1l",1.448771340161e-24,0.475943950279811,0.342,0.229,2.762662068553e-20,"2","Clptm1l"
"Vgll4",1.83092608533151e-24,0.370684206329263,0.343,0.226,3.49139295211866e-20,"2","Vgll4"
"Taf1d",2.08218205408394e-24,0.505834606914624,0.266,0.165,3.97051295893267e-20,"2","Taf1d"
"Sec16a",2.15289234189794e-24,0.492343950188274,0.263,0.164,4.10535040676519e-20,"2","Sec16a"
"Pon2",2.22832708566013e-24,0.52411845546594,0.299,0.194,4.2491969196453e-20,"2","Pon2"
"Eif4a2",2.47099616285139e-24,0.367579315752608,0.358,0.238,4.71194258294132e-20,"2","Eif4a2"
"Palld",3.12021159294803e-24,0.499355171421752,0.257,0.159,5.9499314865926e-20,"2","Palld"
"Qser1",3.23562793261529e-24,0.501609931555685,0.257,0.158,6.17001890470409e-20,"2","Qser1"
"Srp19",3.42859301695179e-24,0.442489081773353,0.332,0.221,6.53798402402537e-20,"2","Srp19"
"Tomm20",3.91921194327535e-24,0.491433563642367,0.337,0.227,7.47354525463177e-20,"2","Tomm20"
"Ube2m",4.01559054788107e-24,0.642036984954618,0.251,0.157,7.6573296157544e-20,"2","Ube2m"
"Txndc11",4.635186911475e-24,0.524388026280137,0.271,0.171,8.83883792149168e-20,"2","Txndc11"
"Stk25",5.77298420785608e-24,0.536663764822563,0.254,0.157,1.10085035859608e-19,"2","Stk25"
"Tmem208",6.60445463384259e-24,0.470168198481826,0.351,0.238,1.25940345412744e-19,"2","Tmem208"
"Pycard",7.42802726409681e-24,0.498050661188037,0.329,0.22,1.41645051899062e-19,"2","Pycard"
"Ppp3ca",7.78378403532959e-24,0.291984604574905,0.333,0.218,1.484289777697e-19,"2","Ppp3ca"
"Ncl",8.66124367723578e-24,0.410699971325251,0.327,0.215,1.65161255681209e-19,"2","Ncl"
"Uso1",1.00952527822177e-23,0.397995802221835,0.357,0.241,1.92506375304109e-19,"2","Uso1"
"Eef1d",1.04975721414116e-23,0.378794602598106,0.545,0.413,2.00178203164578e-19,"2","Eef1d"
"Psmb3",1.41224601713617e-23,0.608489148053105,0.285,0.188,2.69301193007697e-19,"2","Psmb3"
"Pbrm1",1.465516954436e-23,0.39395728997608,0.276,0.172,2.79459428041401e-19,"2","Pbrm1"
"Rpl29",1.57087115488782e-23,0.286343457015893,0.795,0.734,2.99549420525558e-19,"2","Rpl29"
"Rtraf",1.94393158194635e-23,0.560906735269609,0.277,0.179,3.7068831336135e-19,"2","Rtraf"
"Ggh",2.46699135629653e-23,0.39503553719634,0.525,0.398,4.70430581732186e-19,"2","Ggh"
"Tex15",2.55755731440922e-23,0.341087735995481,0.354,0.238,4.87700604284694e-19,"2","Tex15"
"Frmd4b",2.94559422722184e-23,0.468861142300488,0.259,0.162,5.61695363188933e-19,"2","Frmd4b"
"Map2k2",3.17262834110622e-23,0.533188135352569,0.276,0.176,6.04988498365545e-19,"2","Map2k2"
"Homer2",4.08193344135679e-23,0.359138515818693,0.343,0.229,7.78383887932327e-19,"2","Homer2"
"Tmbim4",4.21861581534398e-23,0.315283964752103,0.68,0.561,8.04447849827943e-19,"2","Tmbim4"
"Ccs",4.5137701726206e-23,0.587745361613016,0.255,0.161,8.60730834217023e-19,"2","Ccs"
"Pycr1",5.27027349000866e-23,0.56435415251924,0.252,0.159,1.00498845180975e-18,"2","Pycr1"
"Mif",5.443556113462e-23,0.377415975412811,0.437,0.314,1.03803171527607e-18,"2","Mif"
"Ccpg1",5.78485588342448e-23,0.419662133258873,0.3,0.195,1.10311416841021e-18,"2","Ccpg1"
"Emc6",6.0336890524881e-23,0.532118207504714,0.273,0.175,1.15056416541896e-18,"2","Emc6"
"Srp141",6.28957596817576e-23,0.439966646129105,0.365,0.252,1.19935924137144e-18,"2","Srp14"
"Huwe1",6.36827524803798e-23,0.485295785540558,0.258,0.161,1.21436640704836e-18,"2","Huwe1"
"Cycs",8.89307175682689e-23,0.365480838295056,0.497,0.369,1.69581985330932e-18,"2","Cycs"
"Uba5",9.72211710775502e-23,0.378834744956305,0.369,0.254,1.85391051127781e-18,"2","Uba5"
"Larp4b",1.09489136198134e-22,0.42745900775273,0.259,0.163,2.08784833816223e-18,"2","Larp4b"
"Ptprj",1.29499683844283e-22,0.424644151847307,0.266,0.168,2.46942947122663e-18,"2","Ptprj"
"Ssu72",1.29994794971033e-22,0.555111027741056,0.262,0.167,2.47887074530263e-18,"2","Ssu72"
"Tmem2231",1.3083664983468e-22,0.560420744958521,0.303,0.203,2.49492407569752e-18,"2","Tmem223"
"Mtdh",1.44191408017533e-22,0.424278110481155,0.282,0.181,2.74958595948633e-18,"2","Mtdh"
"Rock1",1.55955805827999e-22,0.431697050041261,0.278,0.178,2.97392126133412e-18,"2","Rock1"
"Rtn3",1.67726386188288e-22,0.502145526201969,0.294,0.194,3.19837445822447e-18,"2","Rtn3"
"Hid1",2.27988778571413e-22,0.47620983477389,0.289,0.189,4.34751801857827e-18,"2","Hid1"
"Ssb",2.61347331222434e-22,0.492954331554169,0.301,0.2,4.98363225908059e-18,"2","Ssb"
"Slc39a7",2.64682413820484e-22,0.524009411787584,0.318,0.216,5.04722894914281e-18,"2","Slc39a7"
"Cpeb4",2.75608635654701e-22,0.3925264241012,0.322,0.214,5.25558107329949e-18,"2","Cpeb4"
"Lpp",3.40411263697564e-22,0.410351796124841,0.285,0.184,6.49130238744885e-18,"2","Lpp"
"Gpr108",3.87370733218904e-22,0.584273354578387,0.257,0.165,7.38677251175129e-18,"2","Gpr108"
"Higd2a1",4.59076135696061e-22,0.44297745632013,0.317,0.212,8.75412283158818e-18,"2","Higd2a"
"Eif2s2",4.99511280222358e-22,0.292174000321475,0.595,0.468,9.52518060256015e-18,"2","Eif2s2"
"Ifi30",5.3554694030475e-22,0.59460984764479,0.255,0.163,1.02123446046713e-17,"2","Ifi30"
"Eif3c",7.99011348943095e-22,0.476504232293714,0.319,0.216,1.52363474129959e-17,"2","Eif3c"
"Psmb1",8.35362525309215e-22,0.439502407746097,0.366,0.257,1.59295279951214e-17,"2","Psmb1"
"Atp5mc2",1.02030289394869e-21,0.316292275742549,0.663,0.558,1.94561558847075e-17,"2","Atp5mc2"
"Cox14",1.1330100805974e-21,0.540271346905526,0.279,0.184,2.16053692269118e-17,"2","Cox14"
"Mydgf",1.13885977918521e-21,0.393295626161041,0.488,0.371,2.17169171292828e-17,"2","Mydgf"
"Ndufa6",1.14330101860319e-21,0.32195208232447,0.525,0.397,2.18016071237442e-17,"2","Ndufa6"
"Ndufa71",1.17155687440154e-21,0.356620490247983,0.474,0.353,2.23404180379631e-17,"2","Ndufa7"
"Maea",1.46240659234496e-21,0.36197219223353,0.36,0.248,2.7886631309426e-17,"2","Maea"
"Chmp2a",1.6496592136874e-21,0.489191750202495,0.313,0.213,3.1457351545805e-17,"2","Chmp2a"
"Odr4",1.65056467871934e-21,0.457257634380333,0.288,0.189,3.1474617858499e-17,"2","Odr4"
"Tpr",2.25467903757967e-21,0.3652658467969,0.306,0.202,4.29944745676067e-17,"2","Tpr"
"Spop",2.43750860554604e-21,0.402120261254035,0.294,0.194,4.64808515991575e-17,"2","Spop"
"Hnrnpab",2.82742414823097e-21,0.486916024107811,0.282,0.186,5.39161510826163e-17,"2","Hnrnpab"
"Rexo2",3.70811080025849e-21,0.29761508281352,0.685,0.579,7.07099648501291e-17,"2","Rexo2"
"Abhd11os",3.7147667416967e-21,0.453651561239896,0.337,0.233,7.08368869974143e-17,"2","Abhd11os"
"Atp5mj",3.84735104069638e-21,0.306677059074617,0.511,0.387,7.33651369950392e-17,"2","Atp5mj"
"Rpl4",4.34099734378502e-21,0.265029442352129,0.809,0.749,8.27784783486365e-17,"2","Rpl4"
"Pon3",4.63368539941509e-21,0.357355134759081,0.396,0.28,8.83597468814464e-17,"2","Pon3"
"Ralbp1",4.83144370040815e-21,0.325993181426346,0.356,0.244,9.2130799923083e-17,"2","Ralbp1"
"BC031181",5.36120871925505e-21,0.524371867892378,0.276,0.183,1.02232889067474e-16,"2","BC031181"
"Arfgef3",5.74709757066595e-21,0.418769770447168,0.287,0.188,1.09591403575029e-16,"2","Arfgef3"
"Ncbp2as2",6.71374912019864e-21,0.442759029273109,0.33,0.225,1.28024481973068e-16,"2","Ncbp2as2"
"Mrpl30",6.82425652789692e-21,0.463842558691297,0.283,0.187,1.30131747730466e-16,"2","Mrpl30"
"Ginm1",1.06201850068495e-20,0.361631265588398,0.348,0.24,2.02516307895613e-16,"2","Ginm1"
"Trip11",1.10041171243229e-20,0.270558345076405,0.376,0.262,2.09837509443713e-16,"2","Trip11"
"Cox6a1",1.31930938178149e-20,0.352842382173097,0.454,0.335,2.51579106011912e-16,"2","Cox6a1"
"Tomm7",1.84623371402133e-20,0.355120552768763,0.424,0.308,3.52058306926728e-16,"2","Tomm7"
"Pafah1b1",1.952754852273e-20,0.421722755785194,0.298,0.198,3.72370822779938e-16,"2","Pafah1b1"
"Smim7",1.95554726939789e-20,0.449730405819858,0.294,0.196,3.72903308801483e-16,"2","Smim7"
"Itga6",2.01740819069747e-20,0.376533504258478,0.318,0.217,3.846995678841e-16,"2","Itga6"
"Ubr2",2.08974352910197e-20,0.338281087561705,0.301,0.199,3.98493193564454e-16,"2","Ubr2"
"Tm9sf3",2.7380907943996e-20,0.255317083503689,0.455,0.33,5.2212653358406e-16,"2","Tm9sf3"
"Cd63",2.85438461737312e-20,0.290434647781301,0.727,0.634,5.4430260268688e-16,"2","Cd63"
"Copb1",3.54426204551069e-20,0.415182784920684,0.293,0.195,6.75855329458434e-16,"2","Copb1"
"Vmp1",4.04328058439863e-20,0.429431153981376,0.318,0.218,7.71013174638974e-16,"2","Vmp1"
"Hsbp1",4.18253496279859e-20,0.490118196828649,0.284,0.191,7.97567592056064e-16,"2","Hsbp1"
"Ubxn4",4.30040817658612e-20,0.363974298924115,0.365,0.258,8.20044835193207e-16,"2","Ubxn4"
"Stk11",4.76336322149493e-20,0.27889664219339,0.466,0.343,9.08325732706868e-16,"2","Stk11"
"Aurkaip1",5.82594143827027e-20,0.452826847166014,0.32,0.222,1.11094877286376e-15,"2","Aurkaip1"
"Aup1",6.03107635161285e-20,0.462248093505111,0.253,0.164,1.15006594948905e-15,"2","Aup1"
"Prom2",6.34874275083132e-20,0.484845880094695,0.291,0.196,1.21064175515602e-15,"2","Prom2"
"Nop101",6.79300915574749e-20,0.379798515883431,0.394,0.284,1.29535891590949e-15,"2","Nop10"
"Kdelr2",7.07108132870761e-20,0.465582945916368,0.298,0.203,1.34838449857125e-15,"2","Kdelr2"
"Pdia3",7.88300183455781e-20,0.293755190493818,0.417,0.301,1.50320961983183e-15,"2","Pdia3"
"Txndc171",8.59418990327303e-20,0.342189400694781,0.383,0.272,1.63882607265513e-15,"2","Txndc17"
"Lrrfip1",9.98907517318957e-20,0.319582864639397,0.309,0.208,1.90481674477552e-15,"2","Lrrfip1"
"Elf5",1.27059263382995e-19,0.262977654053411,0.38,0.266,2.42289309345034e-15,"2","Elf5"
"Swi5",1.32830379983015e-19,0.353325407128782,0.423,0.309,2.53294251589611e-15,"2","Swi5"
"Jtb",1.39314900626735e-19,0.308872288222404,0.583,0.461,2.65659584005122e-15,"2","Jtb"
"Atp6v0b",1.49428329401026e-19,0.26331767381005,0.644,0.528,2.84944881334816e-15,"2","Atp6v0b"
"Clstn1",2.16108052458442e-19,0.362669020587476,0.38,0.273,4.12096445233003e-15,"2","Clstn1"
"Sar1a",2.18149347993924e-19,0.470280460859491,0.294,0.2,4.15988991689614e-15,"2","Sar1a"
"Sec11a",2.21908474712803e-19,0.476720544617515,0.274,0.183,4.23157270429844e-15,"2","Sec11a"
"Cox5b",2.2260324943391e-19,0.323948708699508,0.63,0.525,4.24482136345523e-15,"2","Cox5b"
"Bag1",2.64349101970338e-19,0.368347115153854,0.365,0.259,5.04087302547238e-15,"2","Bag1"
"Lpo",2.78602311626337e-19,0.377647891723136,0.707,0.643,5.31266748040262e-15,"2","Lpo"
"Ndufb101",2.83890361118282e-19,0.367946812496864,0.384,0.279,5.41350529616452e-15,"2","Ndufb10"
"Eef2",3.04571783924274e-19,0.339293492926497,0.827,0.793,5.80787934765198e-15,"2","Eef2"
"Hypk",3.14618230533388e-19,0.328820880870268,0.409,0.295,5.99945503804118e-15,"2","Hypk"
"Mrpl57",3.32501645245752e-19,0.38297800824485,0.335,0.233,6.34047387319125e-15,"2","Mrpl57"
"Tpd52l1",3.48811232732977e-19,0.26103159146528,0.505,0.38,6.65148139698513e-15,"2","Tpd52l1"
"Rps17",3.65156100513339e-19,0.324518999100571,0.721,0.664,6.96316168068887e-15,"2","Rps17"
"Sec62",3.9362523478525e-19,0.306023656480158,0.626,0.532,7.50603960211993e-15,"2","Sec62"
"Selenok",4.92370399315025e-19,0.331003777177576,0.517,0.4,9.38901114453821e-15,"2","Selenok"
"Pde3a",5.89029373214181e-19,0.457188786199752,0.271,0.18,1.12322011178212e-14,"2","Pde3a"
"Cisd1",7.69662554522148e-19,0.487960927741943,0.268,0.179,1.46766952521828e-14,"2","Cisd1"
"Ndufa5",7.83279555684815e-19,0.351780226651967,0.381,0.275,1.49363578473537e-14,"2","Ndufa5"
"Psme4",8.04029126611825e-19,0.29639185165368,0.327,0.224,1.53320314153609e-14,"2","Psme4"
"Brwd1",9.92068035326428e-19,0.301118749758717,0.289,0.192,1.89177453656397e-14,"2","Brwd1"
"Acly",1.11795732542239e-18,0.426626990059863,0.285,0.192,2.13183282384795e-14,"2","Acly"
"Sf3b1",1.23311738716656e-18,0.298157878883787,0.289,0.192,2.3514315455879e-14,"2","Sf3b1"
"Tomm61",1.39211921901377e-18,0.401708520390204,0.346,0.247,2.65463213873736e-14,"2","Tomm6"
"Fdx1",1.67416209373248e-18,0.406664698874951,0.332,0.234,3.19245969653846e-14,"2","Fdx1"
"Mrpl52",1.75658103994919e-18,0.349087511719231,0.377,0.271,3.34962438507912e-14,"2","Mrpl52"
"Yipf6",1.93867729124538e-18,0.397702462724322,0.315,0.219,3.69686372667582e-14,"2","Yipf6"
"Tcf12",2.21938571651674e-18,0.354198027860689,0.271,0.181,4.23214662282578e-14,"2","Tcf12"
"Eef1g",2.311551114755e-18,0.315065467751485,0.622,0.521,4.40789682072631e-14,"2","Eef1g"
"Pomp",2.76365962818586e-18,0.322818590201514,0.467,0.354,5.27002254498762e-14,"2","Pomp"
"Sars1",3.50998448052542e-18,0.419526617942955,0.272,0.183,6.69318940591393e-14,"2","Sars1"
"Osbp",3.72034617747911e-18,0.290833798590225,0.34,0.238,7.09432812583492e-14,"2","Osbp"
"Rab4a",5.26539706128114e-18,0.482735366215515,0.251,0.167,1.0040585656157e-13,"2","Rab4a"
"Tent5c",5.34529306791128e-18,0.422651906094012,0.267,0.18,1.01929393512e-13,"2","Tent5c"
"Map7",6.1376370597645e-18,0.271401944855822,0.281,0.187,1.17038601092649e-13,"2","Map7"
"Srsf2",6.50461290421152e-18,0.303791549855138,0.283,0.189,1.2403646347041e-13,"2","Srsf2"
"Elof1",6.71939559906048e-18,0.428251281308464,0.267,0.18,1.28132154678484e-13,"2","Elof1"
"Atox1",6.94483166273401e-18,0.487106763253353,0.28,0.194,1.32430994976675e-13,"2","Atox1"
"Slc35c2",6.99906941724787e-18,0.421328581194918,0.266,0.179,1.334652547175e-13,"2","Slc35c2"
"Rpl36a",8.98782371524423e-18,0.262621924750182,0.782,0.734,1.71388810425992e-13,"2","Rpl36a"
"Arl15",9.49987546638682e-18,0.372528256421675,0.264,0.177,1.8115312526853e-13,"2","Arl15"
"Fis1",9.58512649375113e-18,0.439602138528089,0.282,0.194,1.8277877710934e-13,"2","Fis1"
"Sec61a1",1.09441240811075e-17,0.278897096822437,0.44,0.328,2.08693502102638e-13,"2","Sec61a1"
"Psenen",1.10249834407992e-17,0.408060548717286,0.302,0.21,2.102354092326e-13,"2","Psenen"
"Fam241a",1.29934207017894e-17,0.335064925681543,0.315,0.22,2.47771539362422e-13,"2","Fam241a"
"Sh3bgrl",1.90886931344695e-17,0.46452408712323,0.262,0.178,3.64002289381199e-13,"2","Sh3bgrl"
"Rassf3",1.94732707240933e-17,0.360183320555365,0.306,0.213,3.71335799437734e-13,"2","Rassf3"
"Ndufb3",1.98702058146346e-17,0.264531795642915,0.476,0.36,3.78904954679267e-13,"2","Ndufb3"
"Spint2",2.51481394101647e-17,0.256904583557387,0.841,0.809,4.79549870412432e-13,"2","Spint2"
"Gm15501",2.85749139944506e-17,0.397231398966445,0.255,0.171,5.44895034960179e-13,"2","Gm15501"
"Arhgap26",3.17551841079661e-17,0.352276752774766,0.255,0.17,6.05539605754806e-13,"2","Arhgap26"
"Bhlha15",3.23735759597649e-17,0.301011703895302,0.388,0.282,6.17331719976757e-13,"2","Bhlha15"
"Stxbp6",4.53935034338288e-17,0.297942654969132,0.299,0.207,8.65608716979682e-13,"2","Stxbp6"
"Tmem214",4.66083072317187e-17,0.417042899826906,0.276,0.19,8.88773810601643e-13,"2","Tmem214"
"Atp1a1",4.82953745536372e-17,0.364706240050689,0.812,0.79,9.20944497363309e-13,"2","Atp1a1"
"Dpm3",4.9956124163171e-17,0.323916721346686,0.43,0.324,9.52613331667509e-13,"2","Dpm3"
"Tc2n",6.97588621477166e-17,0.350942497352402,0.283,0.193,1.33023174229481e-12,"2","Tc2n"
"Mcc",7.35124931359111e-17,0.335048347309779,0.276,0.189,1.40180973160869e-12,"2","Mcc"
"Ankhd1",7.49739414538991e-17,0.279939504658023,0.262,0.175,1.4296780895844e-12,"2","Ankhd1"
"Gsk3b",7.5391493106861e-17,0.364328377964029,0.263,0.178,1.43764038205473e-12,"2","Gsk3b"
