"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gm53236",0,0.466328337124395,1,1,0,"1","Gm53236"
"Mucl2",0,0.434280122998686,1,1,0,"1","Mucl2"
"Scgb2b26",3.68810404242779e-139,0.377840402076647,1,1,7.03284559850555e-135,"1","Scgb2b26"
"Scgb1b27",7.90434149142965e-131,0.292355153707318,1,1,1.50727887900072e-126,"1","Scgb1b27"
"Pip",5.88519891320947e-96,0.336566023974722,1,1,1.12224858075991e-91,"1","Pip"
"Tmsb4x",1.42836079571134e-58,0.26708531135246,0.998,0.995,2.72374120134196e-54,"1","Tmsb4x"
"Wfdc12",7.51734606216462e-24,0.2606436732519,0.982,0.979,1.43348272059417e-19,"1","Wfdc12"
"Ost4",1.29127566040479e-20,0.565343732424268,0.265,0.189,2.4623335568259e-16,"1","Ost4"
"Ndufa7",7.75569515954698e-18,0.425207478111882,0.427,0.354,1.47893350997401e-13,"1","Ndufa7"
"Uqcc2",1.4840501458923e-17,0.483441918103702,0.297,0.224,2.82993522320203e-13,"1","Uqcc2"
"Dcpp1",3.67240208306036e-16,0.497978549531054,0.309,0.237,7.00290353218781e-12,"1","Dcpp1"
"Mien1",1.17210106274091e-15,0.364037105566579,0.431,0.358,2.23507951654065e-11,"1","Mien1"
"Rps26",2.00444880499697e-15,0.28311571703626,0.785,0.817,3.82228342624872e-11,"1","Rps26"
"Tmem258",2.60310700397731e-15,0.354098685417801,0.329,0.254,4.96386474588433e-11,"1","Tmem258"
"Txndc17",9.69248799589291e-15,0.408247291317985,0.343,0.272,1.84826053593682e-10,"1","Txndc17"
"Ndufb10",2.06220928481587e-14,0.372343200242195,0.348,0.278,3.93242688521538e-10,"1","Ndufb10"
"Atp5mk",4.42770718449822e-13,0.369154905711827,0.361,0.295,8.44319483011965e-09,"1","Atp5mk"
"Mrpl53",2.68893217390434e-11,0.313863221102154,0.364,0.301,5.12752476241819e-07,"1","Mrpl53"
"Nop10",6.7163021738787e-10,0.282447995859914,0.345,0.287,1.28073166153693e-05,"1","Nop10"
"Bbln",7.38310342396403e-10,0.36589031883457,0.254,0.203,1.4078839919157e-05,"1","Bbln"
"Ndufab1",1.32135658508782e-09,0.379591519600204,0.275,0.224,2.51969487210396e-05,"1","Ndufab1"
"Mpc2",1.3377604487491e-09,0.270727341800441,0.497,0.449,2.55097539971966e-05,"1","Mpc2"
"Ndufb6",1.34604582427093e-09,0.296312607681518,0.338,0.28,2.56677478230224e-05,"1","Ndufb6"
"Mrps21",1.15299900764946e-08,0.283914954521366,0.326,0.274,0.000219865380768676,"1","Mrps21"
"Mrps14",1.87144170061552e-08,0.275634651605604,0.343,0.29,0.000356865217890373,"1","Mrps14"
"Mpc1",3.81361133994265e-08,0.267160137558812,0.319,0.269,0.000727217546413664,"1","Mpc1"
"Srp14",4.09901944124362e-08,0.278164418590712,0.307,0.258,0.000781642017250746,"1","Srp14"
"Hsd17b10",7.43983795470205e-08,0.283657397423645,0.254,0.208,0.00141870269958213,"1","Hsd17b10"
"Tmem223",9.87857549294519e-08,0.300625542210089,0.254,0.208,0.00188374556074972,"1","Tmem223"
"Higd2a",8.73426874692964e-07,0.259645046335659,0.261,0.218,0.0166553770735201,"1","Higd2a"
"Atf3",0,2.72263687007012,0.913,0.26,0,"2","Atf3"
"Zfp36",0,3.00009814208313,0.799,0.155,0,"2","Zfp36"
"Egr1",0,2.77419851049193,0.741,0.139,0,"2","Egr1"
"Junb",0,2.7782857540693,0.958,0.359,0,"2","Junb"
"Ier2",0,2.56191328944271,0.869,0.278,0,"2","Ier2"
"Dusp1",0,2.61896457379129,0.693,0.154,0,"2","Dusp1"
"Fos",0,2.50456286044247,0.969,0.448,0,"2","Fos"
"Klf6",0,2.66077382398628,0.65,0.13,0,"2","Klf6"
"Fosb",0,2.75915515014374,0.601,0.114,0,"2","Fosb"
"Mt1",0,2.45192227243346,0.692,0.207,0,"2","Mt1"
"Pdk4",0,3.0908811130534,0.561,0.09,0,"2","Pdk4"
"Jun",0,2.26472925755911,0.98,0.513,0,"2","Jun"
"Hes1",0,2.19816650203988,0.599,0.162,0,"2","Hes1"
"Btg2",0,2.25483044013579,0.975,0.544,0,"2","Btg2"
"Gadd45g",0,2.26949919946621,0.596,0.17,0,"2","Gadd45g"
"Cebpd",0,2.93423298040339,0.449,0.075,0,"2","Cebpd"
"Bhlhe40",0,2.32701812270888,0.423,0.094,0,"2","Bhlhe40"
"Ppp1r15a",0,2.48352086615611,0.407,0.079,0,"2","Ppp1r15a"
"Jund",0,1.73387898099926,0.969,0.652,0,"2","Jund"
"Socs3",0,3.05988389128816,0.317,0.04,0,"2","Socs3"
"Ubc",0,1.502190243396,0.95,0.714,0,"2","Ubc"
"H3f3b",0,1.65996785626716,0.976,0.808,0,"2","H3f3b"
"Actg1",0,1.30704349313727,0.963,0.796,0,"2","Actg1"
"Ier3",1.77590312423176e-315,2.64104942434007,0.393,0.084,0,"2","Ier3"
"Irf1",8.85732396900567e-311,2.63673825479587,0.366,0.072,0,"2","Irf1"
"Zfp36l1",1.20471108901646e-305,2.03237697878713,0.506,0.148,0,"2","Zfp36l1"
"Sbno2",2.2086272428028e-299,2.42465183899125,0.394,0.087,4.21163128930065e-295,"2","Sbno2"
"Bzw2",1.46284529150011e-294,2.01878185566086,0.494,0.143,2.78949968636157e-290,"2","Bzw2"
"Actb",1.01454555538749e-271,1.42924509174694,0.838,0.539,1.9346369195684e-267,"2","Actb"
"Cebpb",5.55221369972693e-264,1.73393313120632,0.568,0.208,1.05875163040093e-259,"2","Cebpb"
"Ifrd1",4.03054792330316e-255,1.40695803317206,0.812,0.471,7.6858518349468e-251,"2","Ifrd1"
"Txnip",2.43724655757044e-251,1.9190745142091,0.475,0.153,4.64758546063107e-247,"2","Txnip"
"Tacc2",1.90862165666544e-248,1.54358080211775,0.753,0.409,3.63955063709532e-244,"2","Tacc2"
"Hspa8",3.07214034662204e-241,1.2404087274657,0.813,0.508,5.85826442697356e-237,"2","Hspa8"
"Stat3",1.85268962492444e-240,1.95590536098309,0.418,0.119,3.53289384576841e-236,"2","Stat3"
"Tcim",1.19751824022549e-219,1.66530849897698,0.473,0.161,2.28354753228599e-215,"2","Tcim"
"Gpcpd1",1.04512394912116e-217,1.58079533121596,0.609,0.264,1.99294685857913e-213,"2","Gpcpd1"
"Nfkbia",1.35648141920487e-217,1.93898243582849,0.421,0.134,2.58667441828177e-213,"2","Nfkbia"
"Litaf",2.46000686708255e-217,2.0239344591103,0.347,0.09,4.69098709483972e-213,"2","Litaf"
"Nfkbiz",1.2148454115668e-216,2.04365055336668,0.342,0.087,2.31658871531672e-212,"2","Nfkbiz"
"Eef1a1",5.39991038162306e-202,0.613914816011261,1,0.992,1.0297089106717e-197,"2","Eef1a1"
"Hspa1a",8.45262895253085e-202,2.32131610174846,0.321,0.084,1.61183181495811e-197,"2","Hspa1a"
"Krt8",8.606518854411e-201,1.41797308967153,0.689,0.375,1.64117708034763e-196,"2","Krt8"
"Acox1",1.6219131501962e-196,1.71422021692521,0.414,0.136,3.09282618610914e-192,"2","Acox1"
"Rplp0",2.10374462668328e-183,0.610765223523304,1,0.994,4.01163062862234e-179,"2","Rplp0"
"Nr4a1",6.21915447290277e-176,1.48779003984023,0.411,0.143,1.18593056643783e-171,"2","Nr4a1"
"Ddx3x",1.42091472800714e-173,1.32754837697461,0.526,0.226,2.70954229483682e-169,"2","Ddx3x"
"Mcl1",5.60313090964343e-171,1.75612927260201,0.36,0.117,1.0684610331599e-166,"2","Mcl1"
"Gm38485",3.34070106767222e-170,2.1379385460288,0.268,0.066,6.37038286594415e-166,"2","Gm38485"
"Pnrc1",5.055967961231e-168,1.27336953059886,0.601,0.304,9.64122530527139e-164,"2","Pnrc1"
"Csrp1",8.03904962003515e-166,1.89375955682238,0.379,0.133,1.5329663720445e-161,"2","Csrp1"
"Gm38733",7.07171371598572e-165,1.73962496502084,0.425,0.167,1.34850508850132e-160,"2","Gm38733"
"Chka",2.36019322482553e-163,1.61286830765442,0.512,0.228,4.5006524604198e-159,"2","Chka"
"H2-D1",4.65616052414838e-162,1.26011548122287,0.689,0.412,8.87883250349854e-158,"2","H2-D1"
"Rps4x",6.44559358091961e-162,0.490762321225913,0.998,0.987,1.22911023994556e-157,"2","Rps4x"
"Pim3",4.73637284160571e-161,1.27057315985758,0.546,0.249,9.03178937165793e-157,"2","Pim3"
"Krt18",9.54858307924578e-157,0.880896983974826,0.914,0.796,1.82081930738138e-152,"2","Krt18"
"Sox9",8.26727713355428e-150,1.24658143227327,0.474,0.201,1.57648707659747e-145,"2","Sox9"
"Azin1",3.94457517703627e-148,1.19164818477682,0.562,0.273,7.52191040509046e-144,"2","Azin1"
"Sdc4",1.04852847921417e-147,1.29626455144264,0.515,0.237,1.9994389570135e-143,"2","Sdc4"
"Rhob",1.12785736619143e-143,1.89805854750445,0.26,0.072,2.15071121159044e-139,"2","Rhob"
"Ier5",1.3478783145633e-143,1.95687783173767,0.252,0.068,2.57026915804075e-139,"2","Ier5"
"Trp53inp1",1.19087153810012e-136,1.76490101775469,0.345,0.127,2.27087293600312e-132,"2","Trp53inp1"
"Hsp90ab1",1.81573043612297e-134,0.74956969019371,0.887,0.735,3.4624163686429e-130,"2","Hsp90ab1"
"Rps2",7.66153843604967e-134,0.578881836888647,0.988,0.961,1.46097876437031e-129,"2","Rps2"
"Itm2b",1.35406000056397e-133,0.858288461053482,0.807,0.603,2.58205701507543e-129,"2","Itm2b"
"Pik3r1",1.00141057448747e-132,1.00056459845106,0.568,0.287,1.90958982449015e-128,"2","Pik3r1"
"Aqp5",4.71667908420464e-132,0.729007407982166,0.987,0.968,8.99423534566983e-128,"2","Aqp5"
"Clic4",8.82013732138027e-132,1.1087079505358,0.515,0.245,1.681911985814e-127,"2","Clic4"
"Hsp90aa1",5.32665962863622e-131,1.30338563631371,0.425,0.181,1.01574072458464e-126,"2","Hsp90aa1"
"Ralgds",7.59310127364576e-131,1.7526562930934,0.267,0.081,1.44792848187151e-126,"2","Ralgds"
"Arih1",3.17562253699587e-130,1.31420849022215,0.413,0.171,6.05559461579742e-126,"2","Arih1"
"Hspa1b",9.50966062216185e-128,1.86652828220706,0.268,0.085,1.81339718404004e-123,"2","Hspa1b"
"Id2",2.97125633547952e-124,1.07023529946493,0.626,0.372,5.66588870612589e-120,"2","Id2"
"Cited4",8.54998669381217e-124,1.09875614176005,0.599,0.333,1.63039696264304e-119,"2","Cited4"
"Bag3",1.34543237526408e-123,1.78931553765048,0.264,0.083,2.56560499639107e-119,"2","Bag3"
"H2-K1",1.92259909122455e-121,1.31020639052027,0.58,0.334,3.6662042070561e-117,"2","H2-K1"
"Dnaja1",7.43204334905869e-121,1.42978899101044,0.383,0.162,1.417216346232e-116,"2","Dnaja1"
"4930523C07Rik",3.01327663817196e-120,1.62458229004886,0.284,0.096,5.74601722133011e-116,"2","4930523C07Rik"
"Klf9",5.71335914661069e-119,1.19622198734623,0.431,0.195,1.08948045566719e-114,"2","Klf9"
"Errfi1",1.18218140765709e-117,1.19591072499062,0.44,0.198,2.25430172626131e-113,"2","Errfi1"
"Ubb",1.3184687795839e-112,0.940577325618399,0.653,0.409,2.51418811578855e-108,"2","Ubb"
"Irs2",1.32701759846312e-110,1.33971921200294,0.307,0.113,2.53048985850932e-106,"2","Irs2"
"Jak1",1.14465630007658e-107,1.52013489486769,0.348,0.146,2.18274509861603e-103,"2","Jak1"
"Aopep",6.8037106348036e-106,1.02901825566795,0.461,0.223,1.2973995809507e-101,"2","Aopep"
"Rpl8",8.64770172590536e-106,0.511245106305331,0.994,0.987,1.64903024211289e-101,"2","Rpl8"
"Lmna",1.20831956546294e-105,1.27993059342145,0.387,0.172,2.30414457938128e-101,"2","Lmna"
"Slc66a2",3.70521793822472e-104,1.17331402931835,0.391,0.177,7.06548008640072e-100,"2","Slc66a2"
"Fth1",1.59691013916566e-103,0.509803577333823,0.984,0.967,3.04514794437499e-99,"2","Fth1"
"Arf4",3.07642908965055e-102,0.889741514943824,0.642,0.397,5.86644263105463e-98,"2","Arf4"
"Tmed10",3.55285823146897e-102,0.957510038163602,0.513,0.268,6.77494536158818e-98,"2","Tmed10"
"Hivep2",1.05948615509446e-101,1.30911391804141,0.318,0.126,2.02033414914962e-97,"2","Hivep2"
"Saraf",2.87530629954185e-101,0.923309060368817,0.593,0.346,5.48292158259635e-97,"2","Saraf"
"Phlda1",1.8548713644384e-100,0.533592502142889,0.949,0.894,3.53705420484758e-96,"2","Phlda1"
"Atp2a2",1.02238082827018e-98,1.01370556134127,0.61,0.373,1.9495780014284e-94,"2","Atp2a2"
"Ptma",1.15083474967721e-97,0.449454506294144,0.889,0.78,2.19452678415948e-93,"2","Ptma"
"Eif1",2.11269857452195e-97,0.497857563978389,0.919,0.854,4.02870491175591e-93,"2","Eif1"
"Foxo3",2.14974109345099e-97,1.45179298814323,0.295,0.116,4.09934129110168e-93,"2","Foxo3"
"Tpm3",1.19257441863652e-96,1.43244720743275,0.276,0.104,2.27412015889798e-92,"2","Tpm3"
"Aldh2",2.28527828721807e-96,1.01017035605286,0.513,0.283,4.35779716589613e-92,"2","Aldh2"
"Slc38a2",8.29100427102329e-96,1.12639478213529,0.409,0.195,1.58101160444143e-91,"2","Slc38a2"
"Rpl9",3.14189365230612e-95,0.398624307060467,0.995,0.986,5.99127700558255e-91,"2","Rpl9"
"Bsdc1",7.36718667730051e-95,1.24869734177863,0.313,0.129,1.40484882749443e-90,"2","Bsdc1"
"Glul",1.13344909366858e-94,1.21007876845965,0.379,0.175,2.16137407671662e-90,"2","Glul"
"Nabp1",8.32988077462674e-94,1.48322514815763,0.263,0.098,1.58842496491357e-89,"2","Nabp1"
"B4galt1",1.23184935848595e-93,1.04833576344408,0.409,0.197,2.34901354169685e-89,"2","B4galt1"
"Tob1",4.78770915297871e-92,0.894573059503413,0.421,0.204,9.12968258381511e-88,"2","Tob1"
"Arf1",8.62574331545391e-92,0.872258636838372,0.573,0.338,1.64484299282391e-87,"2","Arf1"
"Slc25a3",1.24730482263921e-91,0.679738397077598,0.802,0.627,2.37848556629071e-87,"2","Slc25a3"
"Zfand5",1.46869230424816e-90,1.02730331336689,0.416,0.205,2.80064935497081e-86,"2","Zfand5"
"Herpud1",2.20908820311028e-90,0.815049116478806,0.707,0.498,4.212510294511e-86,"2","Herpud1"
"H3f3a",4.30862540841428e-90,0.793206564418682,0.625,0.401,8.21611779130518e-86,"2","H3f3a"
"Rgcc",2.0425235304597e-89,0.847093405410757,0.705,0.518,3.89488812023359e-85,"2","Rgcc"
"Ndfip1",4.16731791467373e-89,0.922004875051197,0.492,0.269,7.94665853149134e-85,"2","Ndfip1"
"Cldn3",7.32137337241048e-88,0.902457855359543,0.523,0.298,1.39611268838495e-83,"2","Cldn3"
"Rpl3",3.43476296625109e-87,0.524191532846836,0.911,0.85,6.54974950034419e-83,"2","Rpl3"
"Mbnl2",1.01885324932316e-86,0.620824552486326,0.759,0.541,1.94285126113433e-82,"2","Mbnl2"
"Gnb2",5.2755669860769e-86,0.76104970639416,0.667,0.444,1.005997868575e-81,"2","Gnb2"
"Taldo1",1.64443544167052e-85,0.647634421445314,0.857,0.732,3.13577394372151e-81,"2","Taldo1"
"Clk1",4.78941220819652e-85,1.10684624247777,0.311,0.133,9.13293013980995e-81,"2","Clk1"
"Ube2b",6.81898161727917e-85,0.898303795589743,0.439,0.225,1.30031160459896e-80,"2","Ube2b"
"Rpl13",5.38525104398301e-84,0.463643379996802,0.991,0.983,1.02691352157712e-79,"2","Rpl13"
"Csnk1a1",5.82081450105417e-84,0.782512572383706,0.514,0.282,1.10997111720602e-79,"2","Csnk1a1"
"Gapdh",7.55382894226573e-84,0.997050114274824,0.459,0.252,1.44043964100065e-79,"2","Gapdh"
"P2rx4",1.00916750031667e-83,0.857405392045008,0.51,0.286,1.92438150635386e-79,"2","P2rx4"
"Crip2",1.51439546211882e-83,0.884108734723249,0.5,0.281,2.88780070671438e-79,"2","Crip2"
"Rpl10",2.8910729732082e-83,0.390342074820566,0.991,0.982,5.51298705261072e-79,"2","Rpl10"
"Arhgef38",8.72930768260658e-83,1.2998985741412,0.278,0.113,1.66459168199625e-78,"2","Arhgef38"
"Rpl27a",1.23022169601202e-82,0.391377617754307,0.984,0.969,2.34590975212531e-78,"2","Rpl27a"
"Ube2h",5.58205279669635e-82,0.899977558989512,0.431,0.222,1.06444164780203e-77,"2","Ube2h"
"Rnh1",5.27374512457678e-81,1.11293714294067,0.371,0.182,1.00565045780555e-76,"2","Rnh1"
"Uck2",8.86795341946407e-81,1.27893060320471,0.265,0.107,1.6910300375576e-76,"2","Uck2"
"Hk2",1.30759812278428e-80,1.15956850518048,0.308,0.135,2.49345886033734e-76,"2","Hk2"
"Slc3a2",5.40883775360054e-80,1.01252326685063,0.407,0.208,1.03141127123409e-75,"2","Slc3a2"
"Krt23",6.49541131578202e-80,0.962115088425349,0.382,0.19,1.23860998380647e-75,"2","Krt23"
"Tspo",1.39207457629594e-79,0.945143360121476,0.471,0.267,2.65454700953874e-75,"2","Tspo"
"Cyc1",1.72088839166026e-79,0.909924966358364,0.466,0.258,3.28156207405695e-75,"2","Cyc1"
"Pebp1",5.93845523207034e-79,0.886316162426454,0.508,0.295,1.13240402820349e-74,"2","Pebp1"
"Myo1e",7.97985420293617e-79,1.08421723039532,0.359,0.174,1.5216783979579e-74,"2","Myo1e"
"Rps3a1",9.2552764890696e-79,0.333483655186833,0.993,0.982,1.76488867370068e-74,"2","Rps3a1"
"Eif3f",3.14019255123539e-78,0.955710362666801,0.445,0.243,5.98803317595077e-74,"2","Eif3f"
"Rps5",5.12323609944985e-78,0.409224324960417,0.985,0.962,9.76949891804093e-74,"2","Rps5"
"Tanc1",5.27945627157252e-78,1.12083582163147,0.346,0.164,1.00673951642616e-73,"2","Tanc1"
"Ldha",8.93665918531836e-78,1.21859290173027,0.32,0.15,1.70413154004836e-73,"2","Ldha"
"Entpd3",1.1127143040055e-77,1.11009208661461,0.317,0.143,2.12183490630808e-73,"2","Entpd3"
"Sdcbp",8.9655637541676e-77,0.923146599038504,0.393,0.201,1.70964335228222e-72,"2","Sdcbp"
"Nfil3",5.77924676029368e-76,0.993034396063746,0.337,0.158,1.1020445647204e-71,"2","Nfil3"
"Clcn3",2.79506083690146e-75,0.981642711490264,0.429,0.231,5.3299015098874e-71,"2","Clcn3"
"Slc25a5",8.50525210354385e-75,0.63218358172902,0.77,0.599,1.62186652362478e-70,"2","Slc25a5"
"Pitpnc1",6.52922289717963e-74,0.801927002942394,0.403,0.208,1.24505751426318e-69,"2","Pitpnc1"
"Cd82",1.08733924861511e-73,0.822010214651367,0.479,0.27,2.07344721318416e-69,"2","Cd82"
"Larp4",2.31583309253852e-72,0.786383134740113,0.414,0.219,4.4160621241617e-68,"2","Larp4"
"Gpr155",2.88190747808026e-72,0.833421642230497,0.512,0.305,5.49550936995124e-68,"2","Gpr155"
"Shroom3",4.62336703044455e-72,0.724989772119035,0.471,0.259,8.81629859035471e-68,"2","Shroom3"
"Gabarapl1",5.22154442150978e-72,1.24198346020488,0.275,0.122,9.95696305737699e-68,"2","Gabarapl1"
"Gm36553",7.87176309016716e-72,1.17363262863414,0.31,0.146,1.50106650366398e-67,"2","Gm36553"
"Tpt1",2.75348254788679e-71,0.257341736275011,1,1,5.25061587056533e-67,"2","Tpt1"
"Ube2d3",5.08463284982276e-71,0.897150853358348,0.378,0.194,9.69588638132703e-67,"2","Ube2d3"
"Atf4",1.14260733439089e-70,0.857053923603865,0.4,0.212,2.17883792594999e-66,"2","Atf4"
"Vdac2",1.27693317589236e-70,0.837086944533147,0.457,0.26,2.43498387310914e-66,"2","Vdac2"
"Ftl1",2.28494706102203e-70,0.569086602699353,0.814,0.699,4.35716555066292e-66,"2","Ftl1"
"Tubb4b",2.85337842678348e-70,0.686130355591297,0.448,0.252,5.44110732203343e-66,"2","Tubb4b"
"Tgoln1",3.20074896005798e-70,1.16102927064431,0.27,0.118,6.10350819193457e-66,"2","Tgoln1"
"Lamp1",8.03626449001596e-70,0.734886510685376,0.548,0.337,1.53243527560114e-65,"2","Lamp1"
"Smco4",1.38565761221418e-69,0.428245367852593,0.958,0.924,2.64231050073122e-65,"2","Smco4"
"Clpx",2.19291265306722e-69,0.991901702518248,0.334,0.162,4.18166513813388e-65,"2","Clpx"
"Calm2",3.48286600119229e-69,0.4684429517302,0.88,0.797,6.64147717767358e-65,"2","Calm2"
"Myl6",3.89295585425637e-69,0.787399053987844,0.536,0.336,7.42347751848147e-65,"2","Myl6"
"Ube2s",5.62692483962961e-69,0.760146059533402,0.355,0.179,1.07299829766897e-64,"2","Ube2s"
"Rps9",7.30339823216533e-69,0.40795073391628,0.961,0.934,1.39268500889161e-64,"2","Rps9"
"Rpl18",1.51381518571608e-68,0.377633548402368,0.983,0.967,2.886694177642e-64,"2","Rpl18"
"Iqgap1",1.69379585371854e-68,1.16571669501155,0.251,0.107,3.22989931345589e-64,"2","Iqgap1"
"Ctsh",2.8444574043212e-68,0.946968819531249,0.396,0.215,5.42409582430009e-64,"2","Ctsh"
"Rpl10a",7.44312837061882e-68,0.414066949035254,0.951,0.899,1.4193301489933e-63,"2","Rpl10a"
"Rab5if",2.54914224149112e-67,0.764663397691875,0.45,0.254,4.86095934029942e-63,"2","Rab5if"
"Eif4ebp1",8.08882426658509e-67,0.63086507970413,0.724,0.548,1.54245789939511e-62,"2","Eif4ebp1"
"Sat1",2.02322858488891e-66,1.04495871780951,0.388,0.21,3.85809458852466e-62,"2","Sat1"
"Dcxr",3.67557599789079e-66,1.01960677036085,0.324,0.16,7.00895587037794e-62,"2","Dcxr"
"Rps3",5.27788644462107e-66,0.349460174030165,0.983,0.965,1.00644016612479e-61,"2","Rps3"
"Tmem59",6.46470427817843e-66,0.792594282907582,0.514,0.316,1.23275445880585e-61,"2","Tmem59"
"Cd24a",7.90913886153561e-66,0.5803637605806,0.684,0.492,1.50819368950623e-61,"2","Cd24a"
"Ddx5",9.30040722492544e-66,0.498034941917063,0.687,0.473,1.77349465372103e-61,"2","Ddx5"
"Ccng1",1.72843773429598e-65,0.986201783582428,0.333,0.168,3.295957915529e-61,"2","Ccng1"
"Ctsl",2.16901082480993e-65,0.886969001782734,0.445,0.26,4.13608674183006e-61,"2","Ctsl"
"Hspe1",2.49890067703198e-65,0.872384950964372,0.43,0.244,4.76515370103228e-61,"2","Hspe1"
"Rack1",1.23703356950901e-64,0.543438054573557,0.885,0.82,2.35889931369673e-60,"2","Rack1"
"Arpc1b",2.74425739477676e-64,1.30173497326877,0.264,0.123,5.2330244260998e-60,"2","Arpc1b"
"Tmed9",3.28793796757573e-64,0.691086186630086,0.733,0.586,6.26976891037016e-60,"2","Tmed9"
"Eif4g2",4.47938241035664e-64,0.621668815347771,0.613,0.406,8.54173431830907e-60,"2","Eif4g2"
"Atp5f1c",5.13900244486056e-64,0.642967684388756,0.602,0.403,9.79956376210461e-60,"2","Atp5f1c"
"Fkbp4",1.48292992269977e-63,0.681816317017875,0.563,0.359,2.8277990695962e-59,"2","Fkbp4"
"Sod2",2.72899590319742e-63,0.643575325730035,0.655,0.463,5.20392228780715e-59,"2","Sod2"
"Npm1",3.18519452604079e-63,0.698015618463307,0.534,0.337,6.07384744170718e-59,"2","Npm1"
"Mcfd2",1.27392523804523e-62,0.767234432193964,0.462,0.272,2.42924803642846e-58,"2","Mcfd2"
"Lnx1",1.29907365931218e-62,0.921981265443556,0.316,0.157,2.47720356094239e-58,"2","Lnx1"
"Npdc1",3.63040154869002e-62,0.688831361151533,0.648,0.469,6.922812713197e-58,"2","Npdc1"
"Ndufv1",7.78499245650013e-62,0.927833156465135,0.378,0.208,1.48452021153001e-57,"2","Ndufv1"
"Rpl23",7.86565421700395e-62,0.280356786851721,0.996,0.996,1.49990160264048e-57,"2","Rpl23"
"Ell2",1.09834672833928e-61,0.778037655614816,0.395,0.215,2.09443737627017e-57,"2","Ell2"
"Clta",2.70723374564275e-61,0.785145583596369,0.464,0.28,5.16242402956615e-57,"2","Clta"
"Mdh2",1.22923007868718e-60,0.874585277326901,0.372,0.202,2.34401883704859e-56,"2","Mdh2"
"Sumo1",1.34404473093827e-60,1.02382100097744,0.288,0.14,2.56295889742619e-56,"2","Sumo1"
"Eif5",2.2384884801051e-60,0.642368751530536,0.523,0.326,4.26857368271242e-56,"2","Eif5"
"Uqcrc1",3.37129829492355e-60,0.889282814032423,0.378,0.209,6.42872871858972e-56,"2","Uqcrc1"
"Csde1",1.51763506423594e-59,0.729380722867443,0.388,0.211,2.89397830399152e-55,"2","Csde1"
"Atp5f1a",2.07506972222355e-59,0.617323771703717,0.702,0.53,3.95695045330809e-55,"2","Atp5f1a"
"Eif4a1",9.79413135822732e-59,0.756075639819204,0.466,0.283,1.86764290870037e-54,"2","Eif4a1"
"Aco2",1.12306290923979e-58,0.853643505965649,0.359,0.194,2.14156866162936e-54,"2","Aco2"
"Hnrnpf",1.27302796900039e-58,0.849015102730269,0.382,0.214,2.42753703408684e-54,"2","Hnrnpf"
"Cdc42",1.53514245870875e-58,1.00699132200614,0.296,0.149,2.92736315451171e-54,"2","Cdc42"
"Gnas",1.80487921300454e-58,0.463408884882645,0.871,0.805,3.44172417127836e-54,"2","Gnas"
"Map1lc3b",2.48302885338369e-58,0.635433487313885,0.586,0.397,4.73488772051736e-54,"2","Map1lc3b"
"Ywhaz",2.48996287328105e-58,0.913119952271956,0.302,0.151,4.74811020305963e-54,"2","Ywhaz"
"Btf3",2.67746870743812e-58,0.685868887628732,0.545,0.361,5.10566507821374e-54,"2","Btf3"
"Brd2",5.11356267831376e-58,0.927373837427587,0.281,0.135,9.75105267127652e-54,"2","Brd2"
"Kcnn4",7.15859700878021e-58,0.568264487251142,0.88,0.833,1.3650728636043e-53,"2","Kcnn4"
"Atp1b1",3.318911860031e-57,0.455320774811744,0.84,0.736,6.32883302589312e-53,"2","Atp1b1"
"Dhrs7",4.57440863645276e-57,0.683571653862207,0.478,0.292,8.72293982885177e-53,"2","Dhrs7"
"Rps11",4.84366672229016e-57,0.360889490919535,0.959,0.932,9.2363880727351e-53,"2","Rps11"
"Neat1",5.6186164410043e-57,0.405964459555017,0.796,0.633,1.07141396913511e-52,"2","Neat1"
"Arpc1a",7.28371467076397e-57,0.593559466526597,0.483,0.293,1.38893155056798e-52,"2","Arpc1a"
"Cracr2b",7.97992622713567e-57,0.739851374394727,0.421,0.244,1.5216921322525e-52,"2","Cracr2b"
"Asns",9.74424491298001e-57,0.586857107298635,0.646,0.452,1.85813006245616e-52,"2","Asns"
"Psap",1.12520451272093e-56,0.816362442000015,0.423,0.25,2.14565248530754e-52,"2","Psap"
"Tra2b",1.99700368472271e-56,0.896856070203949,0.293,0.147,3.80808632639773e-52,"2","Tra2b"
"Ephx1",2.53208049710158e-56,0.817243135621718,0.346,0.184,4.828424299923e-52,"2","Ephx1"
"Fam13a",2.57350363520395e-56,1.02772705329731,0.398,0.233,4.90741408197041e-52,"2","Fam13a"
"Jmjd1c",3.57043655657004e-56,0.868993930390805,0.292,0.145,6.80846546972342e-52,"2","Jmjd1c"
"Rps10",7.1611601131862e-56,0.258850529020752,0.996,0.986,1.36556162198348e-51,"2","Rps10"
"Rps16",8.85380300562365e-56,0.317439751964815,0.976,0.969,1.68833169514237e-51,"2","Rps16"
"Eif3i",9.85050848385184e-56,0.727523514782755,0.442,0.264,1.87839346278571e-51,"2","Eif3i"
"Gde1",2.93150986896357e-55,0.695152517582548,0.577,0.396,5.59009616912663e-51,"2","Gde1"
"Ormdl3",4.79312225322505e-55,1.07257001216008,0.256,0.123,9.14000482467485e-51,"2","Ormdl3"
