"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Dop1b",4.56214245527404e-16,1.08688893724263,0.384,0.184,8.46323046877887e-12
"Polr2l",4.75921377616306e-16,0.726807209642657,0.451,0.221,8.8288174761601e-12
"Tmem123",5.64105524303445e-16,1.25217299128248,0.255,0.093,1.04647215813532e-11
"Maged1",5.66599140783826e-16,0.822812498109012,0.465,0.237,1.05109806606808e-11
"Tm9sf2",6.29852244905404e-16,0.716027467023668,0.461,0.234,1.16843889952402e-11
"Ccpg1",6.95857525234443e-16,0.918974066647557,0.343,0.149,1.29088529506241e-11
"Bet1l",7.1876613044516e-16,0.702830795361412,0.442,0.209,1.33338304858882e-11
"Rsrp1",7.34054509841928e-16,0.728828749246758,0.444,0.218,1.36174452120776e-11
"Cbx1",7.40961795694546e-16,1.04743641579705,0.291,0.114,1.37455822719295e-11
"Gcc2",7.50144469099555e-16,0.826085567456082,0.479,0.256,1.39159300462658e-11
"Snrpb",8.0449521716931e-16,0.805020052889459,0.408,0.19,1.49241907737079e-11
"Zfp704",8.75944230532741e-16,1.17491152177171,0.287,0.115,1.62496414206129e-11
"Gale",9.42859466788449e-16,0.771840652871824,0.455,0.227,1.74909859683925e-11
"Os9",9.54267644434035e-16,0.999503552663112,0.317,0.133,1.77026190718958e-11
"Tmem258",9.90746160130817e-16,0.754512213343628,0.539,0.308,1.83793320165868e-11
"Tbc1d30",1.02757342366714e-15,0.926554048070661,0.349,0.155,1.90625145824492e-11
"Trip11",1.04098746587712e-15,0.856502604828288,0.4,0.192,1.93113584794865e-11
"Ddost",1.08180513657227e-15,0.766914583234419,0.43,0.211,2.00685670885521e-11
"Psap",1.17327269975227e-15,0.819185992420602,0.477,0.256,2.17653818531043e-11
"Endog",1.23245969542111e-15,0.976523019801276,0.291,0.113,2.2863359809757e-11
"Rtn3",1.25208315170295e-15,0.9989960607393,0.301,0.122,2.32273945472414e-11
"Rreb1",1.28682851592594e-15,1.27023296282747,0.261,0.099,2.3871955798942e-11
"Srsf7",1.35121674024706e-15,0.835892325153002,0.343,0.148,2.50664217483232e-11
"Rhou",1.43968734682425e-15,1.23555172327293,0.265,0.101,2.67076399709367e-11
"Jpt1",1.46973148284716e-15,0.950850867377386,0.291,0.114,2.72649887382977e-11
"Actn4",1.47484058414322e-15,0.987969325262389,0.307,0.128,2.73597676764409e-11
"Hexb",1.56426837298729e-15,0.698125237003544,0.806,0.745,2.90187425872873e-11
"Lamp2",1.70049821872952e-15,0.806208300903154,0.376,0.171,3.15459424556514e-11
"Tanc1",1.87587388855434e-15,0.839306989565766,0.4,0.189,3.47993365065715e-11
"Nckap5",2.02222610053543e-15,0.797328743929114,0.578,0.357,3.75143163910327e-11
"Mvb12a",2.04533564456059e-15,0.670574878427071,0.392,0.177,3.79430215422435e-11
"Smg6",2.06967012049868e-15,1.0377013876151,0.261,0.097,3.8394450405371e-11
"Gtf3c6",2.11779882316042e-15,1.17469423860476,0.257,0.096,3.92872859684489e-11
"Rap1gap2",2.21420971927187e-15,1.05942207019115,0.368,0.174,4.10758045022125e-11
"Gnptg",2.29816023361642e-15,1.13343152317966,0.271,0.105,4.26331704938183e-11
"Ssu72",2.3181444772831e-15,0.840910399919626,0.331,0.141,4.30038981980787e-11
"Slc30a7",2.37913433888938e-15,0.942252197817848,0.307,0.127,4.4135321120737e-11
"Slc35f5",2.39727225873811e-15,1.00581732659531,0.317,0.137,4.44717976718507e-11
"Nars1",2.49961933696708e-15,0.888199294060942,0.331,0.142,4.63704383200763e-11
"Tmem134",2.56132201508452e-15,0.756517031795349,0.426,0.207,4.75150847018328e-11
"Gm12191",2.59843890194719e-15,1.07152057364614,0.354,0.166,4.82036400700224e-11
"Daam1",2.65654645986776e-15,1.03593731497165,0.321,0.139,4.92815933770068e-11
"Cfdp1",2.71036995115719e-15,0.742782920761521,0.41,0.194,5.0280072963917e-11
"Hpcal1",2.74370505490281e-15,1.1785194127082,0.275,0.109,5.0898472473502e-11
"Kdelr2",2.94362367346684e-15,0.706751654777554,0.501,0.269,5.46071627664833e-11
"Sil1",3.25758184585641e-15,0.618794203486067,0.434,0.212,6.04314008224823e-11
"Nucb1",3.30348921815493e-15,1.02592490004389,0.354,0.167,6.12830284859921e-11
"Wtip",3.49674510331213e-15,1.13074393849614,0.287,0.117,6.48681184115433e-11
"Edem2",3.50191731540018e-15,0.738337015730328,0.362,0.159,6.49640681179888e-11
"Elapor1",3.51015856740019e-15,0.70354775747842,0.511,0.279,6.5116951583841e-11
"Txndc12",3.78401021992823e-15,0.971051908434637,0.333,0.15,7.01971735898887e-11
"Ormdl3",4.2556812971243e-15,0.844228184321066,0.356,0.161,7.8947143742953e-11
"Stk11",4.71091127853337e-15,1.07939845897642,0.263,0.099,8.73921151280726e-11
"Zfp462",4.74749355495315e-15,0.890075273003751,0.402,0.195,8.8070752937936e-11
"Trim24",4.81174758518162e-15,1.01071612600815,0.343,0.158,8.92627294527043e-11
"Cldn7",4.99453280077174e-15,0.943889577452113,0.291,0.117,9.26535779871166e-11
"Mydgf",5.7002296389814e-15,0.802328862983749,0.537,0.322,1.05744960032744e-10
"Tagln2",5.86494354822131e-15,0.839201260183577,0.539,0.326,1.08800567763053e-10
"Top1",6.081073106859e-15,0.762260295260824,0.378,0.174,1.12809987205341e-10
"Lman2",6.27548233207511e-15,1.00581732659531,0.283,0.114,1.16416472742325e-10
"Prpf4b",7.18422228014388e-15,1.24426609415083,0.297,0.127,1.33274507518949e-10
"Bace2",7.30132632958869e-15,0.929338596747954,0.39,0.192,1.354469047402e-10
"Zfand5",8.83978647989012e-15,0.985449528901353,0.291,0.12,1.63986878988442e-10
"Arfgef1",9.18136646584643e-15,1.13631935082944,0.259,0.101,1.70323529307917e-10
"Aplp2",9.40665011131201e-15,0.809210282500497,0.463,0.247,1.74502766214949e-10
"Dhrsx",1.0695822264181e-14,0.74623434595045,0.364,0.165,1.98418198822821e-10
"Atraid",1.14123945982869e-14,0.899558639204757,0.36,0.168,2.1171133219282e-10
"Tmem176a",1.15336337980369e-14,0.848577584784117,0.36,0.167,2.13960440587382e-10
"Sdf2",1.16930539553731e-14,1.0186413669529,0.305,0.131,2.16917843926127e-10
"Tmem208",1.26620914390891e-14,0.676925283958187,0.485,0.258,2.34894458286541e-10
"Sf3b2",1.28416101938053e-14,1.19958906999199,0.255,0.099,2.38224710705282e-10
"Derl1",1.3229356346683e-14,0.895727874883659,0.311,0.133,2.45417789587317e-10
"Zmat2",1.35728681973431e-14,0.950587805874922,0.283,0.113,2.51790277928911e-10
"Ccl28",1.41764263392024e-14,0.534644483105314,0.578,0.32,2.62986885018544e-10
"Smarca4",1.45739904171687e-14,0.988539335163478,0.263,0.101,2.70362096228896e-10
"Rbis",1.46932587749468e-14,0.785795809721613,0.341,0.152,2.72574643534039e-10
"Atp6ap2",1.77060540823505e-14,0.847617284738535,0.368,0.176,3.28465009281684e-10
"Mettl26",1.80804447568169e-14,0.66336182945137,0.394,0.183,3.35410330683711e-10
"Fbxl17",1.86166507577763e-14,0.874572793317062,0.345,0.159,3.45357488207509e-10
"Naxe",1.9336296892151e-14,1.00071043616223,0.349,0.165,3.58707643646293e-10
"Ntmt1",2.0355926193592e-14,1.06611783686313,0.257,0.099,3.77622786817326e-10
"Tmem238",2.04408018506119e-14,0.560722593460291,0.521,0.281,3.79197315130702e-10
"Acaa1a",2.1297738863792e-14,0.987201648427967,0.309,0.134,3.95094353662206e-10
"Nt5dc3",2.13318441924736e-14,1.30920947004525,0.251,0.1,3.95727041614578e-10
"Cant1",2.20302421274153e-14,1.27446533889264,0.283,0.126,4.08683021705682e-10
"Ndufa3",2.33269103094067e-14,0.679316501918128,0.412,0.203,4.32737513149804e-10
"Asph",2.43267471012178e-14,0.682629785935353,0.596,0.364,4.51285485474692e-10
"Tpm3",2.47227807894651e-14,0.952705990135752,0.295,0.125,4.58632306425367e-10
"Slc26a6",2.53184461839541e-14,1.33924106032051,0.271,0.117,4.69682495158532e-10
"Retreg1",2.53605484134404e-14,0.791498205794548,0.457,0.239,4.70463533617733e-10
"Napa",2.58894603878491e-14,0.713408318628007,0.388,0.183,4.80275379654989e-10
"Patj",2.60108499459135e-14,0.884397526180456,0.271,0.108,4.82527277346641e-10
"Ube2m",2.66568946060922e-14,0.753574977512306,0.321,0.137,4.94512051837616e-10
"Pdia6",2.67205235672983e-14,0.6627835986963,0.473,0.247,4.9569243269695e-10
"Lrp10",2.67470541708751e-14,0.983215897658182,0.283,0.116,4.96184601923903e-10
"Lsm12",2.72918820773203e-14,0.977388918268797,0.291,0.123,5.06291704416368e-10
"Dip2c",2.76988093463587e-14,0.992458943740295,0.281,0.116,5.138406121843e-10
"Lman1l",2.87331434540854e-14,0.683266171866314,0.719,0.557,5.33028544216739e-10
"Srrm2",2.94756449637931e-14,0.464627227903063,0.523,0.279,5.46802689723326e-10
"Hook1",3.1001135369599e-14,0.956489614231746,0.317,0.14,5.7510206224143e-10
"Golga4",3.17460333523523e-14,0.805593724619963,0.38,0.186,5.88920664719487e-10
"ND5",3.18131827480218e-14,0.711221213679147,0.978,0.963,5.90166353158552e-10
"Sarnp",3.43401625136555e-14,0.771669882198675,0.317,0.136,6.37044354790823e-10
"Ivns1abp",3.73257765533985e-14,0.646736233290486,0.392,0.186,6.92430480842095e-10
"Ier3ip1",4.14156137091235e-14,0.684755975525484,0.527,0.299,7.68301049917951e-10
"Smap1",4.22439600247348e-14,0.947453164081326,0.311,0.137,7.83667702418856e-10
"Lyst",4.23689225524973e-14,1.02141418164633,0.291,0.128,7.85985882271378e-10
"Pgam1",4.24835749274432e-14,0.70438754202451,0.323,0.139,7.88112798478998e-10
"Rtn4",4.47436566112335e-14,0.650246387880316,0.481,0.26,8.30039573794993e-10
"Cct7",4.72101122533648e-14,0.800702896690702,0.299,0.125,8.75794792412171e-10
"Myh9",5.53732343832823e-14,0.986255060216796,0.321,0.146,1.02722887104427e-09
"Cacnb3",5.77135129563526e-14,1.15871622574495,0.291,0.133,1.0706433788533e-09
"Dennd1a",5.77478592225829e-14,0.86166031661344,0.343,0.161,1.07128053643814e-09
"Prorsd1",5.86828748373598e-14,0.859427839613791,0.368,0.18,1.08862601110786e-09
"Cgnl1",5.95194345447531e-14,0.78013633524389,0.36,0.168,1.10414503023972e-09
"Mtarc2",6.19350169875911e-14,0.563769502976261,0.467,0.238,1.1489565001368e-09
"Itgb1",6.21439798008194e-14,1.02966406854968,0.275,0.113,1.152832969285e-09
"Fars2",6.25434070294762e-14,0.997502058383311,0.265,0.106,1.16024274380381e-09
"Dnajc10",6.37271816349425e-14,0.640389553828953,0.651,0.425,1.18220294650982e-09
"Nxn",6.44992500903065e-14,0.915741982293466,0.396,0.202,1.19652558842528e-09
"Sod1",6.79792583403924e-14,0.917280651993657,0.301,0.13,1.26108322147262e-09
"P2rx4",6.87150832904822e-14,0.722808221000254,0.473,0.263,1.27473351012173e-09
"H13",7.51013598040004e-14,0.641567937230646,0.457,0.241,1.39320532572401e-09
"Meis1",7.57276137627039e-14,0.638794076957667,0.477,0.257,1.40482296291192e-09
"Tmem218",7.9957467227751e-14,1.11919912601306,0.255,0.102,1.48329097454201e-09
"Sars1",8.00823247502914e-14,0.726324498028349,0.347,0.158,1.48560720644265e-09
"Bola1",8.08929447762233e-14,0.788323704671705,0.38,0.181,1.50064501854372e-09
"Ran",8.32498624640682e-14,0.712525099668839,0.392,0.19,1.54436819857093e-09
"Cenpv",9.13022806914658e-14,1.08158483421328,0.295,0.131,1.69374860910738e-09
"Rock1",9.25632182148172e-14,0.919012499058042,0.317,0.142,1.71714026110307e-09
"Map2k2",9.27167262682652e-14,0.653364364694493,0.384,0.183,1.71998798900259e-09
"Smim7",9.43404315516074e-14,0.683067417364517,0.404,0.201,1.75010934571387e-09
"Prrc2b",9.60825035288199e-14,0.981871630970282,0.313,0.141,1.78242652296314e-09
"Preb",9.62384051046849e-14,1.05472692707626,0.279,0.117,1.78531865309701e-09
"Pnrc1",1.02277793214237e-13,0.542774454405638,0.562,0.321,1.89735534191731e-09
"Hk2",1.04805064633612e-13,0.793384666924746,0.372,0.181,1.94423875401814e-09
"Fermt2",1.05321110644768e-13,0.962095949165996,0.257,0.102,1.9538119235711e-09
"Ndufs3",1.07795581235872e-13,0.704436609112037,0.37,0.173,1.99971582750667e-09
"Rab24",1.09526351850502e-13,0.884511030373181,0.257,0.099,2.03182335317865e-09
"Tulp4",1.11990358612509e-13,0.848276049608834,0.271,0.11,2.07753314262066e-09
"Dpm2",1.18333807722346e-13,0.813769514254862,0.368,0.183,2.19521046705725e-09
"Slc35b1",1.23033783463296e-13,1.03369635917075,0.275,0.116,2.2823997170276e-09
"Rab15",1.25561639484139e-13,0.979223116583601,0.291,0.126,2.32929397407026e-09
"Ssbp3",1.30462269446385e-13,1.04429147440995,0.267,0.11,2.42020556049989e-09
"Tmem135",1.31463938489125e-13,0.896653883107581,0.295,0.127,2.43878752291176e-09
"Galnt3",1.3155411810174e-13,0.73675913313375,0.331,0.15,2.44046044490538e-09
"Trappc4",1.35458925770565e-13,0.972952692689687,0.303,0.136,2.51289853196976e-09
"Dpm3",1.37763727789338e-13,0.799366449127888,0.475,0.276,2.55565491422002e-09
"Mettl23",1.43811788020806e-13,1.04368551218576,0.271,0.113,2.66785247957397e-09
"Nrip1",1.50971397317797e-13,0.968179669231949,0.303,0.135,2.80067039164245e-09
"Ggh",1.51235861005204e-13,0.820261673439238,0.41,0.215,2.80557645750753e-09
"Kcnk1",1.55258508895076e-13,0.597084404170679,0.493,0.265,2.88020059851256e-09
"Fam25a",1.57532090628145e-13,0.79616933969563,0.515,0.312,2.92237781324273e-09
"Ube2v1",1.68276713834968e-13,0.972264766884288,0.263,0.107,3.12170131835249e-09
"Ddb1",1.701848261683e-13,1.0595051974893,0.305,0.14,3.15709871024814e-09
"Pnkd",1.727995527957e-13,0.67247626643485,0.364,0.171,3.20560450391302e-09
"Wasf2",1.82682029772035e-13,0.999244672671828,0.291,0.127,3.38893433430101e-09
"Ank2",1.89589342280612e-13,0.78465587379847,0.525,0.314,3.51707188864763e-09
"Fam162a",1.91972370513689e-13,0.901119947928621,0.275,0.114,3.56127944539945e-09
"Brwd1",2.27653506219802e-13,1.04481145821118,0.283,0.122,4.22320019388355e-09
"Malsu1",2.337625421631e-13,0.769464963414026,0.402,0.205,4.33652891966767e-09
"Fto",2.44454438751294e-13,0.691403285365258,0.364,0.174,4.53487429327525e-09
"B3gat3",2.50336781644701e-13,0.893790708861203,0.261,0.104,4.64399763629085e-09
"Zc3h15",2.54356607255347e-13,0.866654578923689,0.305,0.137,4.71856942119393e-09
"Cisd1",2.61347469127472e-13,0.764809227091519,0.349,0.165,4.84825689978374e-09
"Sel1l",2.66621899194403e-13,0.598095210818231,0.398,0.193,4.94610285195536e-09
"Gnaq",2.68868154843071e-13,0.636222798077638,0.412,0.209,4.98777314049381e-09
"Fam210b",2.7314546989609e-13,0.889530288755075,0.343,0.165,5.06712161204237e-09
"Bcap31",2.76990060611363e-13,0.795703235037303,0.315,0.144,5.13844261440139e-09
"Ctsz",3.00359704850742e-13,1.03842199202724,0.261,0.108,5.57197288468612e-09
"Actn1",3.02780626647018e-13,1.3323181512725,0.251,0.107,5.61688340492883e-09
"Mbd3",3.0777378049885e-13,1.02279040519903,0.251,0.1,5.70951140203417e-09
"Sntb1",3.09638436374173e-13,0.724797175288158,0.319,0.144,5.74410263317728e-09
"Creg1",3.43623024409841e-13,0.720551616702358,0.56,0.368,6.37455072582696e-09
"Atp6v0d1",3.51464718273665e-13,0.868313802845379,0.299,0.131,6.52002198869476e-09
"Pet100",3.56479119192762e-13,1.02279040519903,0.253,0.102,6.61304414014493e-09
"Ppm1l",3.60852446131183e-13,0.987669979885055,0.289,0.126,6.69417372817958e-09
"Phpt1",3.63236213072079e-13,0.889793530255831,0.293,0.127,6.73839498870014e-09
"Oaz1",3.63295501193248e-13,0.578396102860638,0.539,0.313,6.73949484263595e-09
"Slc66a2",3.701246756097e-13,0.843002714316192,0.295,0.129,6.86618285723555e-09
"Vmp1",3.77356453859323e-13,0.655034369035767,0.43,0.223,7.00033957554431e-09
"Shank2",3.8009995795728e-13,1.05914682900144,0.283,0.124,7.0512343200655e-09
"Ptov1",3.98683473438064e-13,0.821817139941279,0.36,0.177,7.39597711574953e-09
"Gm54298",4.118578981973e-13,1.30010266641355,0.253,0.109,7.64037586945812e-09
"Unc50",4.22366221283233e-13,0.94797325202303,0.307,0.14,7.83531577102525e-09
"Anxa6",4.23554220227347e-13,1.08198900708072,0.257,0.107,7.85735433943751e-09
"Srpra",4.28350453846022e-13,0.656312987355527,0.632,0.441,7.94632926929755e-09
"Zranb2",4.49151528215044e-13,0.92442899975466,0.293,0.131,8.33220999991728e-09
"Fam107b",4.70748876163592e-13,0.838611826506594,0.331,0.155,8.7328624017108e-09
"Tm2d2",4.71944045775242e-13,0.829808770139475,0.43,0.238,8.75503399317651e-09
"Psmc2",4.78913854249537e-13,1.06471101564888,0.255,0.105,8.88433091018316e-09
