"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pde2a",4.86426119829487e-13,1.28359831779829,0.265,0.119,9.02369094895682e-09
"Tmed10",4.97361019428396e-13,0.765395489899813,0.477,0.281,9.22654427141618e-09
"Pgm3",5.05967554864153e-13,1.02240021079092,0.261,0.109,9.3862041102849e-09
"Hes1",5.07177131304194e-13,0.729865587318267,0.434,0.232,9.4086429628241e-09
"1110065P20Rik",5.13832948156273e-13,0.693227096287288,0.438,0.235,9.53211502124703e-09
"Vti1b",5.15632375564825e-13,0.942252197817848,0.303,0.137,9.56549619910306e-09
"Hectd1",5.30732655318091e-13,0.735254863958995,0.303,0.135,9.8456214888059e-09
"Yipf3",5.43169995841514e-13,0.6477698059013,0.501,0.286,1.00763465928559e-08
"Arid5b",5.50503657785636e-13,0.985353224035599,0.267,0.113,1.02123933555813e-08
"Polr2a",5.69288319013519e-13,1.06855308194328,0.277,0.119,1.05608676060198e-08
"Slc50a1",5.69989947673803e-13,0.67413340774791,0.503,0.298,1.05738835192967e-08
"Nsmce4a",5.73660336148803e-13,0.965175342097969,0.289,0.128,1.06419728958965e-08
"Psmc4",5.76548443203606e-13,0.997868573479824,0.271,0.115,1.06955501698701e-08
"Sik3",6.54469339000066e-13,0.9371045765113,0.295,0.133,1.21410607077902e-08
"Pfdn6",6.60288136268755e-13,0.79100807667793,0.315,0.141,1.22490052159217e-08
"Ankrd12",6.63251123960276e-13,1.03452862323684,0.261,0.11,1.23039716005871e-08
"Cuta",6.69346103328762e-13,0.802921080884663,0.345,0.167,1.24170395628519e-08
"Yif1a",6.75506545352927e-13,0.8343949767665,0.295,0.131,1.25313219228422e-08
"Trmt1",6.79621862682939e-13,0.797947521016567,0.366,0.183,1.26076651746312e-08
"Ascc3",6.99062839705793e-13,0.94535268533142,0.317,0.149,1.29683147393822e-08
"Scamp2",7.16944846309408e-13,0.889241749745936,0.291,0.129,1.33000438438858e-08
"Pabir1",7.22145241681106e-13,0.803457093819707,0.343,0.167,1.33965163784262e-08
"Fh1",7.35341559300493e-13,0.918354485344975,0.283,0.124,1.36413212665834e-08
"Clk1",7.70859793853941e-13,0.913251207859241,0.255,0.105,1.43002200357845e-08
"Crlf1",7.74113284751303e-13,0.69630849096202,0.632,0.45,1.43605755454214e-08
"Ptprt",7.94946750014443e-13,0.567085925369756,0.497,0.284,1.47470571595179e-08
"Chmp4b",8.36936344569891e-13,0.697064620455685,0.329,0.151,1.55260061281161e-08
"Ndel1",8.94168900498868e-13,0.859224828983626,0.271,0.115,1.65877272731545e-08
"Ndufs7",8.99517348453495e-13,0.546977501925796,0.543,0.313,1.66869463311608e-08
"Prrc1",9.08243297854043e-13,0.644048967176161,0.432,0.226,1.68488214184903e-08
"Nipbl",9.38525319087019e-13,0.813172248652918,0.311,0.142,1.74105831943833e-08
"Slc17a5",9.87380413968012e-13,0.703254556574883,0.4,0.209,1.83168940595206e-08
"Myl12b",9.99603092562461e-13,0.675172014606843,0.364,0.175,1.85436369701262e-08
"Tm9sf4",1.03892566066061e-12,0.949860920621299,0.261,0.11,1.9273109930915e-08
"Trp53inp2",1.0466765589899e-12,0.786372189309203,0.36,0.18,1.94168968458217e-08
"Dhrs3",1.06398243987805e-12,1.01464117698232,0.269,0.12,1.97379382421777e-08
"Timp2",1.17687663626327e-12,1.31803026664946,0.261,0.119,2.183223847932e-08
"Macroh2a1",1.26576675184052e-12,0.952798944295823,0.273,0.118,2.34812390133935e-08
"Nr4a2",1.33060696158895e-12,1.05968419857405,0.259,0.111,2.46840897444366e-08
"Ube2e2",1.3574581278183e-12,0.951625226231718,0.259,0.11,2.51822057291573e-08
"Yif1b",1.44834185499369e-12,0.779541470771638,0.293,0.13,2.68681897519879e-08
"Mrps7",1.53005049946381e-12,0.853814233150264,0.285,0.124,2.83839668155532e-08
"Bsdc1",1.54459163692641e-12,0.994676768990114,0.313,0.148,2.86537194566219e-08
"Saraf",1.56674614509098e-12,0.55893096127713,0.384,0.19,2.90647077375827e-08
"Dnajb11",1.60669013406349e-12,0.9338674847163,0.257,0.108,2.98057086770117e-08
"Antkmt",1.63455517971509e-12,0.675377731852434,0.398,0.204,3.03226331388946e-08
"Sppl2a",1.66774959478719e-12,0.751500137862629,0.38,0.192,3.09384227328971e-08
"Adh5",1.67326710981122e-12,0.939854064216955,0.255,0.105,3.1040778154108e-08
"Tgoln1",1.67918575554438e-12,0.55308753724452,0.612,0.387,3.11505749511039e-08
"Ralbp1",1.75248365206251e-12,0.552605124290242,0.38,0.185,3.25103242294116e-08
"Pdcd5",1.76346485376907e-12,0.805739491146401,0.333,0.158,3.27140365022699e-08
"Fuca1",1.7695095961198e-12,0.842556055434012,0.301,0.137,3.28261725176184e-08
"Atp6v0e",1.7922636678997e-12,0.709324279084223,0.479,0.279,3.32482833032073e-08
"Rap1gap",1.80668324979969e-12,0.598118407509888,0.507,0.284,3.3515780967034e-08
"Eif3a",1.84340228848246e-12,0.606721371185492,0.394,0.2,3.41969558536381e-08
"D8Ertd738e",1.90159965323977e-12,0.502021927594168,0.657,0.431,3.5276575167251e-08
"Gal",1.90966428721995e-12,1.15183235020077,0.503,0.344,3.54261821922173e-08
"Hsp90aa1",1.94454433040264e-12,0.634289717870137,0.44,0.232,3.60732418732994e-08
"Clec2d",1.95262738049926e-12,0.665621998424415,0.349,0.171,3.62231905356417e-08
"Grpel1",1.97655276590112e-12,0.633340289544516,0.424,0.221,3.66670303602316e-08
"Tmem248",2.04821485559872e-12,0.847387963990831,0.299,0.138,3.79964337862118e-08
"Mettl1",2.07175184685641e-12,0.787471738321568,0.374,0.191,3.84330685110332e-08
"Eif4b",2.09531984562952e-12,0.922924318246969,0.277,0.123,3.88702784562733e-08
"Fnbp1l",2.14260442666088e-12,0.92296039419103,0.281,0.124,3.9747454718986e-08
"Lamp1",2.19074888804099e-12,0.59319438024977,0.495,0.281,4.06405826220485e-08
"Wdr33",2.42106233911248e-12,1.00581732659531,0.257,0.109,4.49131274528755e-08
"Iscu",2.51550651147681e-12,0.576527672389265,0.343,0.161,4.66651612944062e-08
"Clint1",2.59029891619957e-12,0.639200414147904,0.4,0.202,4.80526351944183e-08
"Wwc1",2.76888532726801e-12,0.664308862738435,0.424,0.226,5.13655917061489e-08
"Kcnq1ot1",2.89399363567412e-12,0.96107901183003,0.265,0.115,5.36864759353906e-08
"COX1",2.90687139568768e-12,0.570948960997829,0.99,0.996,5.39253712614022e-08
"Magt1",2.91740296313972e-12,0.811598113154808,0.301,0.138,5.4120742369205e-08
"Ctnnb1",2.91780437271633e-12,0.802283932510182,0.279,0.123,5.41281889182606e-08
"Fads2b",2.97860833950963e-12,1.22427333337259,0.329,0.165,5.52561633062431e-08
"Capzb",3.12648350895569e-12,0.588696512815981,0.412,0.214,5.7999395574637e-08
"Rab1b",3.14371218282625e-12,1.02133032596664,0.267,0.118,5.83190047036099e-08
"Romo1",3.1979885115264e-12,0.51974557539069,0.543,0.311,5.93258848773262e-08
"Vegfb",3.26152040819388e-12,0.905415429637477,0.289,0.131,6.05044650924046e-08
"Prkar1a",3.26858160478353e-12,0.88230279010996,0.267,0.116,6.06354573503392e-08
"Chd6",3.27562223436444e-12,0.667433816046894,0.426,0.232,6.07660680696947e-08
"Ndufb6",3.40820798404072e-12,0.567784519944291,0.41,0.212,6.32256663119394e-08
"Stag1",3.41990208551718e-12,0.733737781158513,0.313,0.145,6.34426035884292e-08
"Nucks1",3.42665335712383e-12,0.76345648902627,0.317,0.148,6.35678464280043e-08
"Dhrs7",3.5049261208617e-12,0.650722367772752,0.39,0.201,6.50198844681053e-08
"Ndufs2",3.53668547949427e-12,0.612941477240629,0.341,0.164,6.56090523300983e-08
"Ddx50",3.57013569327562e-12,0.842318594312435,0.329,0.158,6.6229587245956e-08
"Fgl2",3.97534861871634e-12,0.786218120150547,0.438,0.259,7.37466922258068e-08
"Alkbh5",3.9774675749798e-12,0.822751225464936,0.265,0.114,7.37860009834502e-08
"Pmvk",4.11055621247842e-12,0.92115492952593,0.269,0.118,7.62549282976871e-08
"Cadps2",4.14958944204985e-12,0.614265137506,0.426,0.231,7.69790337394668e-08
"Znhit1",4.17223780093492e-12,0.794710712805381,0.253,0.103,7.73991834451437e-08
"Lrpprc",4.18843000950956e-12,0.982856178152003,0.271,0.122,7.76995651064118e-08
"Plaat3",4.21547268411535e-12,0.523979294909737,0.513,0.288,7.82012337630239e-08
"Ramp1",4.35753901180024e-12,0.870498050107255,0.475,0.303,8.08367062079062e-08
"Bltp2",4.43967026449406e-12,0.97462270499172,0.255,0.109,8.23603230766293e-08
"Srsf6",4.71729091626085e-12,0.808515886221697,0.319,0.154,8.7510463787555e-08
"Macf1",4.75580348561592e-12,0.735102183679896,0.321,0.152,8.8224910461661e-08
"Pafah1b1",4.88478672067349e-12,0.641200144999965,0.368,0.184,9.06176784552139e-08
"Mtch1",4.95127005404033e-12,0.588520320134346,0.392,0.199,9.18510107725022e-08
"Ttc7b",5.05858627546364e-12,1.19103219906222,0.255,0.115,9.3841833996126e-08
"Mia3",5.34148249425321e-12,0.626371185631008,0.539,0.332,9.90898417508912e-08
"Stk16",5.46591265523219e-12,0.95548565104517,0.255,0.11,1.01398145667212e-07
"Tra2b",5.60487227469312e-12,0.769888150924118,0.277,0.122,1.03975985567832e-07
"Eeig1",5.76300214768651e-12,0.873261133038612,0.309,0.148,1.06909452841732e-07
"Ccdc47",5.9019285165194e-12,0.945696334157744,0.269,0.12,1.09486675909951e-07
"Rsrc2",6.29600685352721e-12,0.799765590101768,0.313,0.15,1.16797223139783e-07
"Mdh2",6.62240072242434e-12,0.537293391394495,0.438,0.233,1.22852155801694e-07
"Brd2",6.70684209392624e-12,0.87255079573185,0.267,0.119,1.24418627684426e-07
"Stard13",6.75385412710514e-12,0.823782642875007,0.299,0.14,1.25290747911927e-07
"Eif4h",6.76794443528928e-12,0.980580035096291,0.251,0.108,1.25552137219051e-07
"Baz2b",6.80455575631334e-12,0.66681571834901,0.372,0.189,1.26231313835369e-07
"Prkca",6.86156824564462e-12,0.828939564511235,0.358,0.189,1.27288952524953e-07
"Anxa2",7.38135252115972e-12,0.695241884848867,0.549,0.363,1.36931470620034e-07
"Pam16",7.65704474006291e-12,0.772618150302284,0.315,0.15,1.42045836972907e-07
"Golph3",7.82735539100098e-12,0.432473909140991,0.582,0.341,1.45205269858459e-07
"Uqcrc1",7.92544263714463e-12,0.705213000516999,0.329,0.161,1.4702488636167e-07
"Tmem147",8.00119283357577e-12,0.670695305398097,0.352,0.175,1.48430128255664e-07
"Irf1",8.22717446839210e-12,1.35374063001562,0.257,0.118,1.52622313563142e-07
"Mcrip1",8.23445669298166e-12,0.765300357322948,0.317,0.151,1.52757406111503e-07
"Pdia5",8.33294084001678e-12,1.21994213194816,0.267,0.127,1.54584385523151e-07
"Clpp",8.4075099586799e-12,0.776730252684858,0.303,0.141,1.55967717243471e-07
"Rrbp1",8.52169457047087e-12,0.450290628912139,0.978,0.987,1.58085955976805e-07
"AI463229",8.54561566410109e-12,0.85618124769418,0.271,0.12,1.58529716184739e-07
"Sec14l1",8.80305838952409e-12,0.763796098509934,0.309,0.147,1.63305536184061e-07
"Pcnp",8.8034132857937e-12,0.77551970717352,0.307,0.143,1.63312119864759e-07
"Sh3rf2",9.08267824695317e-12,0.808695687444233,0.376,0.198,1.68492764159228e-07
"Prdx4",9.17884935819731e-12,0.984857707959668,0.271,0.124,1.70276834443918e-07
"Ssr3",9.24296694071984e-12,0.530288066960103,0.428,0.229,1.71466279717294e-07
"Plekhj1",9.25010134313103e-12,0.84203706537391,0.273,0.121,1.71598630016424e-07
"Tmem176b",9.49000778548347e-12,0.787637156545781,0.384,0.212,1.76049134428504e-07
"Birc6",9.56892758088328e-12,0.724119076496485,0.36,0.185,1.77513175552966e-07
"Txnip",9.61260780824618e-12,0.823670730732179,0.362,0.186,1.78323487450775e-07
"Naa38",1.00185758202113e-11,0.689484694601471,0.366,0.186,1.85854600040739e-07
"Cdk19",1.00984128043202e-11,0.646147137716401,0.358,0.179,1.87335655932944e-07
"Cald1",1.02489429212795e-11,0.836659512111197,0.261,0.115,1.90128140132657e-07
"Exoc4",1.03195201322384e-11,0.556255951982078,0.349,0.173,1.91437417973154e-07
"Maco1",1.07951223071716e-11,0.832752617622435,0.297,0.14,2.0026031392034e-07
"Fbxo9",1.09159864409093e-11,0.813172248652918,0.309,0.148,2.02502464465309e-07
"Clpx",1.1175614275327e-11,0.837694567786987,0.305,0.146,2.07318820421591e-07
"Odc1",1.1241654542356e-11,0.460445178805123,0.432,0.227,2.08543933415245e-07
"Vapb",1.13525989468067e-11,0.805879756086562,0.319,0.154,2.10602063062211e-07
"Ndufaf8",1.14837572601684e-11,0.903567268347364,0.259,0.113,2.13035180933384e-07
"Rbm47",1.1513271216486e-11,0.438248546767626,0.541,0.318,2.13582694337032e-07
"Gm38733",1.1756227376396e-11,0.802357654119891,0.416,0.231,2.18089774059523e-07
"Ndfip2",1.18199631933359e-11,0.691021493071779,0.388,0.201,2.19272137199574e-07
"Ube2h",1.23388509714567e-11,0.778965257068166,0.339,0.171,2.28898024371494e-07
"Tor1b",1.25562155938143e-11,0.74774917365487,0.293,0.136,2.3293035548085e-07
"Mrpl21",1.46936256103565e-11,0.732315921710452,0.299,0.138,2.72581448697724e-07
"Cct5",1.52431869183954e-11,0.772720204915624,0.303,0.142,2.82776360523152e-07
"Slc15a2",1.56707014101214e-11,0.885856702554401,0.275,0.131,2.90707181859163e-07
"Pycr2",1.78622325497365e-11,0.661636424860824,0.269,0.118,3.31362276030162e-07
"Pdia4",1.8303047592195e-11,0.652180371980613,0.327,0.159,3.3953983588281e-07
"Pura",1.9059382088772e-11,0.851307377539689,0.313,0.155,3.53570597128809e-07
"Tecr",1.98612202954563e-11,0.70438754202451,0.315,0.153,3.68445497701009e-07
"Emc7",1.98974238266819e-11,0.821161015831513,0.313,0.155,3.69117109408775e-07
"Mrpl12",2.00695388319615e-11,0.484119719332174,0.384,0.192,3.72310014871717e-07
"Mrpl27",2.01852106958424e-11,0.750356140466321,0.277,0.124,3.74455843618572e-07
"Usp9x",2.02783663305456e-11,0.751139473117147,0.295,0.137,3.76183973797951e-07
"Hnrnpa2b1",2.05375893854103e-11,0.48483545177598,0.515,0.294,3.80992820688746e-07
"Jak1",2.08496498847354e-11,0.910660093554974,0.263,0.119,3.86781855011727e-07
"Hpse2",2.17741024106289e-11,0.586578726942191,0.523,0.325,4.03931373819577e-07
"Pebp1",2.28914043881048e-11,0.500139662311514,0.523,0.314,4.24658442803732e-07
"Ttc6",2.30100311509116e-11,1.15998825672307,0.251,0.116,4.26859087880562e-07
"Ten1",2.3065523985898e-11,1.07981790803909,0.263,0.125,4.27888535462395e-07
"Pxmp2",2.34166156890694e-11,1.1682477914907,0.311,0.167,4.34401637647926e-07
"Mrps12",2.35554573771084e-11,0.489952766204269,0.412,0.213,4.36977289802737e-07
"Prpf40a",2.37692966379007e-11,0.900022662572717,0.261,0.118,4.40944221929697e-07
"Tmem234",2.41456245955668e-11,0.44063947788861,0.461,0.253,4.4792548187236e-07
"Pard3",2.48326577937848e-11,0.743670460033369,0.315,0.153,4.60670634732502e-07
"Eps8",2.6030455299098e-11,0.648455538213367,0.394,0.208,4.82890976253566e-07
"Atp6v1d",2.60361663567373e-11,0.60412938097549,0.277,0.124,4.82996922083834e-07
"Chrac1",2.64643369930421e-11,0.76243988012953,0.319,0.157,4.90939915557924e-07
"Xpr1",2.70263002617813e-11,0.600508084278351,0.477,0.278,5.01364896156305e-07
"Rnh1",2.70910857645634e-11,0.598313500001878,0.362,0.181,5.02566732018416e-07
"Phf21a",2.71062787406154e-11,0.906769957344505,0.257,0.116,5.02848576917156e-07
"Erbin",2.7180289107911e-11,0.731023207299047,0.291,0.137,5.04221543240857e-07
"Zfp292",2.7491121329539e-11,0.71769193979869,0.339,0.173,5.09987791784278e-07
"Nipal2",2.80225850059807e-11,0.394649755526764,0.473,0.259,5.19846974445947e-07
"Dennd2b",2.83227624787654e-11,0.780750770960541,0.289,0.135,5.25415566743577e-07
"Adcy2",2.99436539432814e-11,1.07879677195242,0.289,0.146,5.55484724301814e-07
"Rassf3",3.00936140051381e-11,0.51361196679401,0.402,0.21,5.58266633409317e-07
"Ywhab",3.02120555325226e-11,0.825735710116831,0.267,0.119,5.60463842183826e-07
"Vti1a",3.05297567697508e-11,0.923355166403341,0.269,0.124,5.66357517835647e-07
"Zfhx3",3.07840190467056e-11,0.456011271287774,0.394,0.203,5.71074337335436e-07
"Cpe",3.09123963715363e-11,0.813686120444955,0.343,0.182,5.7345586508837e-07
"Rnf128",3.13812447376588e-11,0.773870598545617,0.327,0.166,5.82153471128308e-07
"Prkcsh",3.2396909997443e-11,0.77172587657248,0.289,0.138,6.00995077362566e-07
"Ndufa10",3.36807615644396e-11,0.662275418601889,0.299,0.141,6.2481180778192e-07
"Acbd3",3.37863160137394e-11,0.781500028334374,0.305,0.148,6.2676994837088e-07
"Trpc4ap",3.39076946313121e-11,0.916812320536569,0.295,0.143,6.29021643105471e-07
"Wwox",3.4147087009697e-11,0.646087198995567,0.36,0.186,6.33462611116889e-07
"Chmp3",3.4163791816866e-11,0.536931791812766,0.438,0.24,6.33772501994681e-07
"Sik2",3.4792317497844e-11,0.820899610677529,0.364,0.197,6.45432281902504e-07
"Emc6",3.55123605469403e-11,0.624933824400609,0.406,0.219,6.58789800506289e-07
"Prrc2c",3.686351303077e-11,0.840080122116435,0.297,0.143,6.83855030233814e-07
"Errfi1",3.74091950705335e-11,0.713636575102004,0.376,0.195,6.93977977753468e-07
"Dync1h1",3.92261844720424e-11,0.940394251597266,0.277,0.13,7.27684948140858e-07
"Psmc6",3.98970570212514e-11,0.76093026747178,0.287,0.134,7.40130304801235e-07
"Prom2",4.04799582149815e-11,0.723317098173056,0.372,0.201,7.50943704846122e-07
"Cmtm8",4.26286644547147e-11,0.58438772540688,0.491,0.294,7.90804354299412e-07
"Ndufab1",4.28732507276719e-11,0.540764289609355,0.444,0.252,7.95341674249041e-07
"Tmem256",4.30556684273995e-11,0.536332043294094,0.471,0.27,7.98725704996689e-07
"Stt3a",4.31114103354788e-11,0.732252253269351,0.277,0.127,7.99759773133466e-07
"Mrpl43",4.34169529941908e-11,0.528977995261796,0.404,0.214,8.05427894995233e-07
"Ppa1",4.36965577390147e-11,0.465248945232612,0.57,0.353,8.10614842616461e-07
"Itpr2",4.42269350992506e-11,0.95493615759313,0.253,0.115,8.20453873026198e-07
"Canx",4.45688186812582e-11,0.766479013204877,0.329,0.168,8.26796155356021e-07
"Snrpg",4.49434445581328e-11,0.536802206257645,0.412,0.216,8.33745839997922e-07
"Gtf2i",4.63689928667272e-11,0.784202848141501,0.339,0.174,8.60191186670656e-07
"Azgp1",4.70271817498151e-11,0.641139584248615,0.461,0.271,8.7240124864082e-07
"Nt5c",4.77879228486753e-11,0.683889231707952,0.4,0.219,8.86513756765776e-07
"Pgrmc1",4.80520408056369e-11,0.788399720674158,0.253,0.112,8.91413408985371e-07
"Pik3r1",4.93649903107773e-11,0.627305703341585,0.352,0.182,9.15769935255229e-07
"Eif5b",4.94819753136166e-11,0.566285265395722,0.39,0.203,9.17940124042901e-07
"Maml3",4.99461625553248e-11,0.946111080471046,0.297,0.148,9.26551261563831e-07
"BC031181",5.03395314937205e-11,0.530420864562337,0.434,0.239,9.3384864874001e-07
"Tmem263",5.21326443130756e-11,0.735169736651645,0.325,0.163,9.67112684651865e-07
"Eprs1",5.26945618852323e-11,0.603314181060244,0.345,0.174,9.77536817532944e-07
"Tbc1d8",5.32338519962599e-11,1.04998490987088,0.253,0.116,9.87541188382617e-07
"Drap1",5.33329628922125e-11,0.427807586515925,0.463,0.249,9.89379794613434e-07
"Reep3",5.36226686217635e-11,0.863523444130193,0.251,0.113,9.94754125602334e-07
"Ndufs4",5.38365240827354e-11,0.459535294038218,0.451,0.252,9.98721358258825e-07
"Kansl1",5.55627877733711e-11,0.788012174754518,0.315,0.157,1.03074527598381e-06
"Mir703",5.61458610861351e-11,0.575012511458154,0.347,0.176,1.04156186900889e-06
"Ctnna1",5.6323543117009e-11,0.579984624316976,0.311,0.15,1.04485804836363e-06
"Sh3bgrl2",5.66712259756769e-11,0.612423506660832,0.364,0.189,1.05130791307478e-06
"Ddrgk1",5.6926386510144e-11,0.480596909566047,0.501,0.295,1.05604139614968e-06
"Gmppb",5.80491989146463e-11,0.620350149293802,0.406,0.219,1.0768706890656e-06
"Bex3",5.8802148856056e-11,0.886876253871807,0.319,0.161,1.09083866342869e-06
"Akr7a5",6.08707438922885e-11,0.865336103045484,0.261,0.119,1.12921316994584e-06
"Cox6a1",6.14253617297634e-11,0.556120285964498,0.525,0.32,1.13950188544884e-06
"Edem3",6.23623525441744e-11,0.563429339171515,0.418,0.228,1.15688400204698e-06
"Esd",6.42863366027028e-11,0.507154672268378,0.382,0.195,1.19257583031674e-06
"Ncbp2as2",6.47156197427919e-11,0.534132812622962,0.451,0.248,1.20053946184853e-06
"Polr2e",6.64516093933198e-11,0.444202137587986,0.416,0.221,1.23274380585548e-06
"Galnt4",6.65870769123443e-11,1.1025705594749,0.279,0.141,1.2352568638009e-06
"Eri3",6.73458804774985e-11,0.790278576299929,0.297,0.144,1.24933342873807e-06
"Rnaseh2c",7.07788727970234e-11,0.573432583752574,0.41,0.224,1.31301886925758e-06
"Uso1",7.11723568387405e-11,0.644514993373807,0.319,0.157,1.32031839171547e-06
"Rab3d",7.25747349633841e-11,0.594561467858897,0.408,0.226,1.34633390830574e-06
"Acat1",7.26117143586967e-11,0.649296291883411,0.325,0.16,1.34701991306818e-06
"Suclg2",7.29697935307741e-11,0.641970525852161,0.335,0.17,1.35366263978939e-06
"Bpifa2",7.3590184057344e-11,0.279662749604613,0.455,0.665,1.36517150444779e-06
"Ckap4",7.49169365411054e-11,0.880286444511455,0.295,0.148,1.38978408977405e-06
"Sf3b5",7.92511195839314e-11,0.551990832801821,0.438,0.245,1.47018751940151e-06
"Ctsb",7.95859312977933e-11,0.569933042410866,0.347,0.178,1.47639861150536e-06
"Srsf11",7.99466286177897e-11,0.693160420606588,0.333,0.169,1.48308990748862e-06
"Pip5k1b",8.11180350525443e-11,0.530592821241381,0.566,0.355,1.50482066825975e-06
"Prkce",8.22669494416247e-11,0.813172248652918,0.251,0.112,1.52613417909158e-06
"Senp6",8.55263588437432e-11,0.867620032675295,0.261,0.12,1.58659948291028e-06
"Lmo7",8.57099794142862e-11,0.699264457594868,0.333,0.169,1.59000582811442e-06
"Psenen",8.62697433543072e-11,0.536540239418402,0.414,0.223,1.60039000896575e-06
"Slc39a11",8.76900622118188e-11,0.656289780775868,0.356,0.185,1.62673834409145e-06
"Gm57537",8.82945644903133e-11,0.536179385229205,0.473,0.28,1.6379524658598e-06
"Cux1",9.50331316856287e-11,0.693141544946148,0.309,0.152,1.7629596259001e-06
"Naxd",9.61249219245163e-11,0.562210675119699,0.485,0.287,1.7832134266217e-06
"Pcbd2",9.62842471845981e-11,0.522101881643417,0.317,0.153,1.78616906952148e-06
"Ergic1",1.01976868675166e-10,0.589202249203135,0.446,0.26,1.891772890793e-06
"Hcfc1r1",1.02557639423486e-10,0.68529742610076,0.293,0.139,1.90254676894509e-06
"Syf2",1.06573629299935e-10,0.696368170989643,0.307,0.15,1.97704739714309e-06
"Nedd4",1.12728833892453e-10,0.524090246535463,0.463,0.265,2.09123259753889e-06
"Fmc1",1.13678583265105e-10,0.553305121897808,0.313,0.152,2.10885139815097e-06
"Commd9",1.13693748407107e-10,0.737328490669412,0.273,0.126,2.10913272670024e-06
"Bclaf1",1.14959874336757e-10,0.582135732907219,0.291,0.138,2.13262062882118e-06
"Copz1",1.17745336485975e-10,0.549752559056416,0.378,0.195,2.18429373715132e-06
"Myo10",1.19205175433325e-10,0.904670603138414,0.251,0.114,2.21137520946361e-06
"2310039H08Rik",1.20566436443481e-10,0.508791692113447,0.576,0.37,2.23662796246302e-06
"Rin2",1.20865347534996e-10,0.595941532432249,0.388,0.21,2.24217306212171e-06
"Thrap3",1.21609113760251e-10,0.92115492952593,0.251,0.114,2.25597066936642e-06
"Polr2c",1.22493990635275e-10,0.83024576201186,0.251,0.113,2.27238602027499e-06
"Cd82",1.23076370657808e-10,0.63235893106787,0.307,0.15,2.28318975207299e-06
"Odr4",1.2318354610521e-10,0.580635269910927,0.323,0.16,2.28517796379774e-06
"Tnrc6b",1.29385521605306e-10,0.680360420227705,0.307,0.153,2.40023081130003e-06
"ND2",1.30827194088543e-10,0.52527948914685,0.992,0.995,2.42697527753656e-06
"Atp6v1a",1.38895846570413e-10,0.564877963873713,0.289,0.137,2.57665684972773e-06
"Sdc4",1.48865052982205e-10,0.662871450438869,0.424,0.247,2.76159559787289e-06
"Tspan1",1.4908664851359e-10,1.03944810447659,0.279,0.143,2.7657064165756e-06
"Mrpl28",1.49354862226613e-10,0.636211256563476,0.323,0.163,2.7706820491659e-06
"Lcp1",1.49611467942105e-10,0.520390499425073,0.366,0.191,2.77544234179399e-06
"Psme2",1.51012375304364e-10,0.730182883981887,0.285,0.136,2.80143057427125e-06
"Nbas",1.5129364257533e-10,0.698635817077138,0.303,0.15,2.80664836341495e-06
"Cebpd",1.63218761904691e-10,0.834792290756673,0.297,0.147,3.02787125209393e-06
"Dnaja1",1.69207962690144e-10,0.661089362334814,0.301,0.147,3.13897691586486e-06
"Pycr1",1.70440213657539e-10,0.752060734349531,0.277,0.131,3.161836403561e-06
"Gpbp1",1.73413122282675e-10,0.938703130736777,0.261,0.124,3.21698683146591e-06
"Rab14",1.75023593011635e-10,0.652670501097232,0.323,0.164,3.24686267395885e-06
"Luc7l2",1.80126415714749e-10,0.365359713282454,0.475,0.265,3.34152513792431e-06
"Vdac3",1.84031465346814e-10,0.728004865390241,0.325,0.165,3.41396771364874e-06
"Sf3b1",1.84401913189745e-10,0.572689370333575,0.376,0.201,3.42083989158296e-06
"Rhoc",1.86379261196952e-10,0.577644425127336,0.457,0.268,3.45752167446466e-06
"Slc12a8",1.90240433374859e-10,0.499908238223189,0.612,0.42,3.529150279537e-06
"Tkt",1.92444269717712e-10,0.690943989241902,0.315,0.158,3.57003364753328e-06
"Gpx2",1.95181866397263e-10,0.894342039732875,0.345,0.188,3.62081880353562e-06
"Ube2q2",2.03611651145712e-10,0.895317785329764,0.273,0.132,3.7771997404041e-06
"Cbx3",2.09723015915564e-10,0.574838283447449,0.364,0.191,3.89057166824962e-06
"Copb1",2.10735028295344e-10,0.563873134686858,0.398,0.219,3.90934550990693e-06
"Sar1a",2.15970486000141e-10,0.563719873444418,0.515,0.323,4.00646848578861e-06
"Tmem205",2.15989349397623e-10,0.637935892694673,0.321,0.163,4.00681842067531e-06
"ND1",2.22511099996052e-10,0.519135055251456,0.992,0.996,4.12780341602675e-06
"Stt3b",2.31614576791483e-10,0.880965839410231,0.261,0.124,4.29668201405879e-06
"Diaph1",2.37717077670977e-10,0.840139296253188,0.257,0.119,4.40988950787429e-06
"Ncl",2.44868436230375e-10,0.627305703341584,0.376,0.203,4.54255436050968e-06
"Runx1",2.49436878470121e-10,0.729299691397898,0.364,0.2,4.62730353249921e-06
"Smco4",2.5031652136623e-10,0.666150954467749,0.38,0.204,4.64362178786493e-06
"Mon2",2.51021394275033e-10,0.579891511173734,0.352,0.184,4.65669788519614e-06
"Hras",2.55629966154774e-10,0.552033744824218,0.39,0.211,4.74219150213722e-06
"Vma21",2.70135116540625e-10,0.905750371491392,0.263,0.125,5.01127654694513e-06
"Magi1",2.77192854788117e-10,0.433045366740938,0.453,0.258,5.14220464917436e-06
"Thoc2",2.78110677991288e-10,0.849091822907861,0.263,0.124,5.15923118741638e-06
