"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cmss1",0,5.71992248193402,0.97,0.066,0
"Gm26917",1.14813253480606e-224,2.30505482023377,0.999,0.991,2.12990066531872e-220
"Lars2",4.59136565555978e-149,3.02014629665972,0.628,0.102,8.51744242762895e-145
"Rps29",1.39879645536624e-132,1.52719593220289,0.893,0.564,2.59490730434991e-128
"Gm30821",2.04843170222208e-126,4.51859053350148,0.426,0.025,3.80004565079218e-122
"Cdk8",6.03269005834363e-117,3.85205197722033,0.474,0.061,1.11912433272333e-112
"Rpl41",1.31192210900604e-114,0.893972720222204,0.973,0.941,2.4337467044171e-110
"Rplp1",5.21872441268701e-97,1.16580190548625,0.949,0.834,9.68125565797567e-93
"Camk1d",9.52713144064605e-96,4.02717425562404,0.44,0.073,1.76737815355425e-91
"Rpl13a",2.09619723682196e-91,2.1926230818957,0.563,0.181,3.88865549402841e-87
"Rps21",2.49215886053275e-91,1.26529563312158,0.837,0.546,4.62320390217431e-87
"Rps8",1.42757205491756e-88,1.17070415921996,0.849,0.565,2.64828891907756e-84
"Ifi27l2a",9.01352784554506e-88,3.11954147305506,0.403,0.068,1.67209955062706e-83
"Gm15564",1.48567417779568e-74,2.83906230973051,0.384,0.073,2.75607416722877e-70
"Rpl38",5.17238110118234e-73,1.2753705758915,0.768,0.475,9.59528418080337e-69
"Gm46178",7.29407054096534e-73,4.31527433220337,0.273,0.019,1.35312302605448e-68
"Id4",2.13030370123125e-65,2.98478219079257,0.319,0.053,3.9519263961541e-61
"Rrbp1",6.81762531454076e-65,1.87760552095772,0.644,0.332,1.26473767210046e-60
"Mucl2",1.07843538341114e-64,2.70786990472893,0.748,0.403,2.000605479766e-60
"Rpl37a",1.28753680061002e-64,0.963589826270766,0.842,0.647,2.38850951881164e-60
"Rps15",1.05552445927325e-62,1.7364883716365,0.501,0.185,1.9581034243978e-58
"Prol1",3.13491869070715e-60,3.16492954389804,0.679,0.364,5.81558766313083e-56
"Mir6236",4.26035080611667e-60,4.03232827732793,0.308,0.055,7.90337678042704e-56
"Rps12",8.75618912191505e-60,1.32671930660893,0.626,0.316,1.62436064400646e-55
"Rps28",5.01832655775735e-49,1.10493187276652,0.693,0.433,9.30949759729565e-45
"Atp5me",1.54025435775342e-46,1.89651778795383,0.334,0.095,2.85732585906838e-42
"Rpl35",2.11950350938644e-46,0.821750482889181,0.845,0.711,3.93189096026279e-42
"Rpl37",2.38186064487317e-46,0.935243282752438,0.762,0.553,4.41858968230421e-42
"Gclc",3.60720955636392e-44,2.50904607560005,0.295,0.077,6.69173444801071e-40
"Rpl5",1.31956211347314e-43,1.52407176031013,0.467,0.211,2.44791967670401e-39
"Rpl17",4.80409233982293e-41,0.941033687803737,0.71,0.484,8.91207169960553e-37
"Rpl6",6.33130325986429e-41,1.18565938499753,0.61,0.366,1.17452006773742e-36
"Nucb2",3.58640882635717e-39,1.00368882624231,0.645,0.403,6.65314701377518e-35
"Rpl36",7.26522930030944e-38,0.923839732227947,0.742,0.57,1.3477726875004e-33
"Rpl12",2.76967042816583e-35,1.21820247712704,0.464,0.233,5.13801561129042e-31
"Rps27",4.74782745643116e-35,0.903532748907588,0.683,0.492,8.80769471442545e-31
"Gphn",1.43694593203598e-34,2.52441573004196,0.261,0.077,2.66567839851994e-30
"Tpt1",3.73185982663037e-34,0.432723242182687,0.95,0.977,6.922973164382e-30
"Sec62",6.139740298566e-34,1.23098481896039,0.424,0.194,1.13898322278698e-29
"Rpl28",1.22513980583566e-33,0.673633697060473,0.829,0.705,2.27275685380572e-29
"Rps17",2.91693167181693e-33,1.40529482013757,0.376,0.163,5.41119994438758e-29
"Rps14",5.3050937775191e-33,0.710041846215018,0.815,0.717,9.84147946667568e-29
"Gm53236",3.80350187677493e-32,2.71145637380387,0.489,0.277,7.05587633160517e-28
"H2aj",3.25272440339027e-30,0.831449609629629,0.692,0.513,6.03412904072928e-26
"Rps19",4.61212478029331e-30,0.867947961973441,0.709,0.543,8.55595267992212e-26
"Rpl39",9.9031077086197e-30,1.00198680687435,0.612,0.424,1.83712551102604e-25
"Rplp2",2.30728630842555e-29,1.02324826290397,0.561,0.36,4.28024683076023e-25
"Uba52",1.8937574153101e-28,0.526717253103898,0.928,0.883,3.51310938114177e-24
"Hexb",2.28142633849972e-27,1.5078858274681,0.5,0.309,4.23227400055083e-23
"Dnajc3",6.02866782617625e-27,0.845736075833392,0.661,0.494,1.11837816843396e-22
"Rpl26",8.46599169728227e-27,0.792707912082502,0.651,0.486,1.57052611976283e-22
"Calr",1.3715800664938e-26,1.40838373659485,0.367,0.179,2.54441818135266e-22
"Atp5f1e",3.23253391915417e-25,0.601993982360456,0.732,0.573,5.99667367342291e-21
"P4hb",5.5080445309101e-25,1.09092684107417,0.475,0.285,1.02179734092913e-20
"Rack1",6.31912718646817e-24,1.08080907856635,0.411,0.227,1.17226128436171e-19
"Eef1a1",8.2010650087795e-23,0.439217248909257,0.936,0.915,1.52137956977868e-18
"Eif2s2",9.87747314286276e-23,1.18965140922242,0.36,0.186,1.83237004273247e-18
"Scgb2b27",3.0279397545413e-22,0.59127573708383,0.971,0.99,5.61713103864956e-18
"ND3",1.78654177197198e-21,1.49812212254549,0.537,0.413,3.31421364118522e-17
"Rpl36a",2.51281489190844e-21,1.10505662481302,0.403,0.232,4.66152290597934e-17
"Hsp90ab1",1.14738001622163e-20,1.11063021144157,0.416,0.247,2.12850466809274e-16
"Rps9",1.26200238180888e-19,0.591224625922448,0.737,0.641,2.34114061849366e-15
"Rpl34",2.14308050400946e-19,0.816693597342221,0.494,0.326,3.97562864298795e-15
"Hspa8",6.58497207154291e-19,0.982421133827666,0.378,0.216,1.22157816899193e-14
"Rps25",2.31231992559394e-18,0.987405516759045,0.442,0.283,4.28958469396931e-14
"Srpra",3.32290669604778e-18,1.09241036484511,0.33,0.178,6.16432421183824e-14
"Rpl32",3.32412475482563e-18,0.44088600133176,0.905,0.9,6.16658383267703e-14
"mt-Rnr1",5.54259128765331e-18,1.52571084563498,0.529,0.389,1.02820610977257e-13
"Dstn",4.39415896799781e-17,0.79812880434682,0.522,0.373,8.15160430153274e-13
"Rps23",5.35447432834034e-17,0.521590518175071,0.777,0.687,9.93308532650417e-13
"Fau",7.39610372671366e-17,0.420468000386324,0.835,0.801,1.37205120234265e-12
