"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Atp5me",1.35374654759239e-70,2.09397846550366,0.387,0.095,2.51133522043864e-66
"Palmd",1.70778140231946e-70,1.89561642732452,0.51,0.205,3.16810527944284e-66
"Rpl23a",2.61332088357186e-70,2.78874736008975,0.319,0.054,4.84797157111416e-66
"Malat1",2.65969695078961e-70,1.87277255318998,0.836,0.769,4.93400381340981e-66
"Ehf",1.67088816812055e-69,1.57082972786452,0.618,0.317,3.09966464068043e-65
"Gm53236",4.16315402814861e-69,1.76309470627185,0.675,0.277,7.72306703761849e-65
"Atp5f1e",5.36834433038429e-69,0.906838224620082,0.808,0.573,9.9588155672959e-65
"Cox4i1",1.77637115339406e-68,0.918611939652322,0.852,0.675,3.29534612666131e-64
"Atp5mf",2.93431192113386e-67,0.881847027004909,0.807,0.593,5.44344204489542e-63
"Nucb2",6.95108259875784e-67,1.26555048100523,0.675,0.403,1.28949533289557e-62
"Btg1",2.79938448639627e-66,1.82970590855201,0.536,0.248,5.19313816071372e-62
"Rpl39",9.989330551551e-66,1.15992671485685,0.697,0.424,1.85312071061823e-61
"Id1",2.38619780689726e-65,3.63282270438915,0.257,0.028,4.4266355515751e-61
"Rps13",5.90806781621396e-65,0.995751645530986,0.762,0.527,1.09600566058585e-60
"Cox6a1",5.46631037393001e-64,2.13566909650897,0.374,0.1,1.01405523746776e-59
"Rpl32",5.81922665426194e-64,0.741045526286454,0.948,0.9,1.07952473663213e-59
"Ptma",1.09100490644741e-63,1.13900869651122,0.8,0.638,2.02392320195059e-59
"Rpl14",1.22691042366208e-63,1.29830043434251,0.624,0.337,2.27604152693553e-59
"Ncald",3.17241270507088e-63,1.45633543216368,0.656,0.42,5.88514280917699e-59
"Rps24",4.77577998241854e-63,0.835389424721562,0.934,0.873,8.85954944538464e-59
"Cox6c",7.31679731271049e-63,1.15291599369994,0.681,0.407,1.35733906948092e-58
"Rps11",1.27947977333615e-62,0.900925640903201,0.82,0.62,2.37356292751589e-58
"Sec61g",4.71466528983886e-62,0.97973327879441,0.762,0.53,8.74617557918008e-58
"Tmem176a",5.10422468401822e-62,2.56447790418153,0.346,0.087,9.46884721132219e-58
"Rps26",5.41342303242689e-62,1.04678322772022,0.757,0.512,1.00424410674551e-57
"Sec62",2.22590351386207e-61,1.52099659411698,0.489,0.194,4.12927360856552e-57
"Rpl27a",2.42556439846589e-61,0.844124135210978,0.825,0.624,4.49966451559407e-57
"Rhoj",4.45600486277707e-61,2.53730201268332,0.425,0.154,8.26633462093774e-57
"H2-D1",4.96455213356084e-61,1.87321368782186,0.474,0.2,9.20974066296872e-57
"Rpl10",7.55254080563536e-61,0.73485655562175,0.931,0.894,1.40107184485342e-56
"Hnrnpa2b1",2.24636877007078e-60,2.13273921843627,0.374,0.107,4.1672387053583e-56
"Airn",5.8710121782088e-60,2.53325583206134,0.327,0.076,1.08913146917951e-55
"Rpl34",1.12405259398369e-59,1.16743710483774,0.616,0.326,2.08522996709914e-55
"ND3",1.9800290411376e-59,1.73397298401738,0.648,0.413,3.67315187421436e-55
"Cald1",4.18129504507034e-59,2.63354183460636,0.305,0.065,7.75672043810999e-55
"Rpl27",5.48502231148746e-59,1.02343251999058,0.727,0.49,1.01752648900404e-54
"Eef1a1",6.98637011117415e-59,0.759219922959501,0.931,0.915,1.29604151932392e-54
"Uqcrq",7.20335550125944e-59,1.08750856175168,0.631,0.336,1.33629447903864e-54
"P4hb",3.84834067034186e-58,1.46602788008057,0.566,0.285,7.13905677755118e-54
"Tpt1",9.08936064770772e-58,0.619428588081571,0.976,0.977,1.68616729375626e-53
"Tesc",3.83929526419364e-57,1.94259460084318,0.311,0.068,7.12227664460562e-53
"Rpl22",4.5639207602503e-57,1.24236533323217,0.59,0.306,8.46652940234034e-53
"Tcn2",5.43221507369558e-57,0.988951777424777,0.825,0.68,1.00773021832127e-52
"Prol1",1.33912200701252e-56,2.4754164215375,0.668,0.364,2.48420523520892e-52
"Ifi27",1.57306933475546e-56,1.3614499441457,0.569,0.299,2.91820092290485e-52
"ND2",1.73490188959694e-56,1.4410164277719,0.827,0.756,3.21841649539129e-52
"Cdk14",3.53211497128917e-56,2.45432555447169,0.329,0.087,6.55242648323854e-52
"Rpl21",1.02606159411719e-55,0.771376137915436,0.827,0.656,1.90344686324681e-51
"Cox7c",1.52724721447075e-55,1.19606428943069,0.613,0.334,2.83319630756469e-51
"Cox8a",3.67727964084698e-55,0.642027648373955,0.924,0.852,6.82172146173524e-51
"Gphn",7.15797797647172e-55,2.90479674724512,0.312,0.077,1.32787649441527e-50
"Dbi",7.84578746743204e-55,1.38664552917481,0.57,0.299,1.45547203308332e-50
"Rpl35a",1.1131469395948e-54,0.938462339181435,0.751,0.534,2.06499888764232e-50
"Rpl26",1.2346536851466e-54,0.959369693204221,0.726,0.486,2.29040605131545e-50
"St3gal1",2.73576969338475e-54,1.14888101524455,0.797,0.624,5.07512635819805e-50
"Jun",3.56430197532629e-54,1.58420753251046,0.719,0.537,6.6121365944278e-50
"Mucl2",7.07023636366695e-54,1.62366210975582,0.722,0.403,1.31159954782386e-49
"Plcb4",1.40733844228672e-53,1.53704377017108,0.61,0.382,2.6107535442861e-49
"Calr",1.58938582684305e-53,1.83997369471277,0.435,0.179,2.94846964737654e-49
"Rps23",4.00785353604942e-53,0.791463729549503,0.841,0.687,7.43496909472527e-49
"Rack1",3.29928826654895e-52,1.32457216553063,0.499,0.227,6.12050966327496e-48
"Rplp0",3.56167304440236e-52,0.687866590014759,0.946,0.923,6.60725966467082e-48
"Rps3",5.35180663110978e-52,0.830018106872441,0.813,0.657,9.92813648137175e-48
"Rps27",5.72356842632461e-52,1.05255442334154,0.707,0.492,1.06177917876748e-47
"Eif2s2",6.23925772000774e-52,1.55706517683604,0.445,0.186,1.15744469963864e-47
"Etv6",6.56423983036914e-52,1.7475317638554,0.468,0.213,1.21773213093178e-47
"Srrm2",8.51777701137911e-52,2.14625687714195,0.34,0.103,1.58013281338094e-47
"Gapdh",3.17116611107407e-51,1.12637661151087,0.644,0.4,5.8828302526535e-47
"Rpl36a",3.67202463028609e-51,1.39241729012563,0.494,0.232,6.81197289164372e-47
"Pde4d",7.66977044355122e-51,1.84602847044713,0.637,0.433,1.42281911498319e-46
"Chchd2",2.72921768851407e-50,0.770207993981464,0.814,0.657,5.06297173396246e-46
"Eif5b",1.23814289699807e-49,2.18608285763514,0.289,0.07,2.29687888822111e-45
"Rps27a",2.837204454861e-49,0.697255712659785,0.91,0.834,5.26329798421263e-45
"Chn2",3.02838175912919e-49,2.38995519100078,0.289,0.073,5.61795100136056e-45
"Rps18",3.26317194499062e-49,0.861901276214792,0.799,0.64,6.05351027515211e-45
"Fos",5.87314666682871e-49,1.20551033083894,0.786,0.628,1.08952743816339e-44
"Eef2",1.05214663667359e-48,1.70016689839006,0.398,0.152,1.95183722569318e-44
"Rpl31",4.73546572538888e-48,2.02302457568109,0.313,0.091,8.78476246716892e-44
"Calm2",8.05105614396174e-48,1.29003569924565,0.601,0.361,1.49355142526634e-43
"Rpl23",1.07511057662655e-47,0.707360828537974,0.914,0.836,1.99443763069991e-43
"Rps10",8.67025223169036e-47,0.722437015262621,0.876,0.788,1.60841849150088e-42
"Cox7b",6.04530813402207e-46,1.11583808112314,0.562,0.31,1.12146511194243e-41
"Serf2",1.24382114653528e-45,0.600242412490146,0.915,0.855,2.30741260893759e-41
"Ndufb1",1.77584661521918e-45,1.64019787889667,0.329,0.104,3.29437305589311e-41
"Ndufa13",2.31035493632585e-45,1.14776592608403,0.567,0.316,4.28593944237809e-41
"Rps15a",5.16717149942117e-45,1.01363069103444,0.629,0.399,9.58561984857622e-41
"Mbnl2",1.92584261457964e-44,1.66630452567412,0.477,0.246,3.5726306343067e-40
"Hsp90b1",2.11478986325463e-44,1.74991114526695,0.444,0.218,3.92314667532366e-40
"Reep5",3.41618376877418e-44,0.934661387687155,0.676,0.451,6.33736250945297e-40
"Hspa8",3.99057210636033e-44,1.51339735643781,0.453,0.216,7.40291031450905e-40
"COX1",1.61778961581023e-43,1.27468021749197,0.843,0.787,3.00116151628955e-39
"Jund",3.51290547143457e-43,1.13557239284897,0.732,0.563,6.51679094005827e-39
"Son",4.6493569105808e-43,2.1914963538215,0.287,0.084,8.62502200481843e-39
"Gm38733",5.27182015016764e-43,2.01252804421289,0.319,0.109,9.77975356057599e-39
"Rpl10a",2.32816812730624e-42,0.825745383841132,0.689,0.476,4.3189846929658e-38
"Phlda1",3.38624599423084e-42,0.861998362320351,0.856,0.801,6.28182494389763e-38
"Rpl9",3.55516606878643e-42,0.678713477584216,0.902,0.84,6.5951885742057e-38
"Stox2",5.8596294254468e-42,2.36205690375025,0.263,0.071,1.08701985471464e-37
"Ppib",6.18705769424837e-42,0.821771123582668,0.746,0.576,1.14776107286001e-37
"Wwc1",1.9349916929655e-41,1.87368027056609,0.338,0.125,3.58960308962029e-37
"Rpl18",4.66901898747968e-41,0.770110788756408,0.775,0.624,8.66149712367356e-37
"Fth1",5.1446371878304e-41,0.597266371575175,0.936,0.894,9.54381644714417e-37
"Uqcrh",5.76841846567392e-41,0.858803864130852,0.619,0.388,1.07009930956717e-36
"Pigr",6.04737407771594e-41,1.38653052377372,0.635,0.445,1.12184836515708e-36
"Ndufa1",1.06746628707102e-40,1.31550281113195,0.452,0.223,1.98025670914545e-36
"Egr1",1.75924847473666e-40,1.75114580091859,0.476,0.271,3.26358184548398e-36
"Gm15564",4.15092283959025e-40,2.30690616818401,0.264,0.073,7.70037695972388e-36
"Nfib",1.08674105602937e-39,1.49868447774576,0.444,0.226,2.01601333304008e-35
"Foxp1",1.77731330073486e-39,1.61387755167716,0.383,0.163,3.29709390419324e-35
"Ube2h",2.41946832251657e-39,2.04629571389972,0.274,0.082,4.48835568510049e-35
"Ndufa2",3.1157483405504e-39,1.28561853118605,0.385,0.16,5.78002474655504e-35
"Atp1b1",6.77989223122448e-39,1.15794237727063,0.606,0.41,1.25773780781445e-34
"Sec11c",1.44645528049346e-38,0.592089986991825,0.887,0.851,2.68331919084342e-34
"Tmem176b",1.53671748549889e-38,2.1253478217574,0.314,0.118,2.850764607349e-34
"Rpl7a",4.08361753504135e-38,0.916184999080628,0.592,0.364,7.57551888925522e-34
"Atp5po",4.54299333932154e-38,1.31954428671173,0.424,0.206,8.42770694377538e-34
"Rpl15",6.08623165070781e-38,0.754299860696117,0.768,0.62,1.12905683352281e-33
"Ndufa3",8.7050083759604e-38,1.93182593764344,0.251,0.07,1.61486610382441e-33
"Esrrg",9.25250637569244e-38,1.54271416633667,0.434,0.22,1.7164324577547e-33
"Pbx1",1.20732212246458e-37,1.80894196611482,0.346,0.142,2.23970326938405e-33
"Susd6",3.63086399641535e-37,2.1170189272103,0.268,0.085,6.73561579975011e-33
"Junb",5.39805611262284e-37,1.00495845467042,0.706,0.54,1.00139338945266e-32
"Acadl",1.18486550130989e-36,1.47509633004976,0.352,0.145,2.19804399147998e-32
"Polr2l",1.59596454616698e-36,1.52218072565865,0.293,0.099,2.96067382959436e-32
"Bach2",3.07131063703057e-36,1.82167143142626,0.314,0.12,5.69758836275542e-32
"Gm20275",3.66390930292417e-36,1.94361465953403,0.306,0.117,6.79691814785462e-32
"Neat1",4.47428208275674e-36,1.6982654830399,0.465,0.256,8.30024069172203e-32
"Meis2",5.52989453248391e-36,1.69226106729563,0.374,0.172,1.02585073472109e-31
"Zfp36l1",6.60107216440498e-36,1.6735346874658,0.352,0.151,1.22456489721877e-31
"Serbp1",7.46623500495245e-36,1.77104535835629,0.269,0.086,1.38506125576873e-31
"Ier2",2.4441331267487e-35,0.953851045791899,0.689,0.499,4.53411136343152e-31
"App",2.73657205731496e-35,2.2040630339755,0.257,0.081,5.07661482352497e-31
"Epcam",2.98301747458565e-35,0.792757614318786,0.839,0.777,5.53379571710384e-31
"Ank3",3.66150929805833e-35,2.04885781956136,0.289,0.104,6.792465898828e-31
"Srpra",3.96334438589928e-35,1.29259049179376,0.388,0.178,7.35240017028176e-31
"Nbea",6.06536072919054e-35,1.69640655746354,0.309,0.12,1.12518506887214e-30
"Car6",6.21766549279761e-35,2.29555676824217,0.514,0.301,1.15343912556888e-30
"Ifrd1",1.08908374546763e-34,1.64818861057076,0.407,0.206,2.020359256217e-30
"Elapor1",1.53733882608127e-34,1.63192798130675,0.319,0.128,2.85191725626337e-30
"Cebpd",2.3644593171165e-34,1.35315574274646,0.437,0.232,4.38630847918281e-30
"Rpl4",2.49446720296777e-34,1.26579032188717,0.417,0.21,4.6274861082255e-30
"Ptprk",3.89136627763354e-34,1.95001549940161,0.262,0.086,7.21887358163797e-30
"Krtcap2",3.94748813603848e-34,0.742769948072326,0.7,0.533,7.32298524116498e-30
"Msi2",4.00637792894479e-34,1.71690718547764,0.327,0.135,7.43223169598548e-30
"Cldn7",7.57995281067422e-34,1.84385066629268,0.273,0.095,1.40615704590817e-29
"Nsd3",1.94361154489845e-33,1.78779859309456,0.265,0.089,3.60559377694111e-29
"Tomm7",2.30726488422742e-33,1.35453286146314,0.349,0.154,4.28020708673029e-29
"Rps7",2.99379702722211e-33,0.660494766491449,0.825,0.726,5.55379286519973e-29
"Myl6",3.58137138049459e-33,0.982818748672743,0.514,0.307,6.64380204795551e-29
"Rpl11",4.03424691550586e-33,0.587322196172525,0.883,0.833,7.48393145295491e-29
"Atp5f1d",1.02761817749092e-32,0.840308020793405,0.612,0.402,1.9063344810634e-28
"ND5",2.11295816010953e-32,1.35829886182938,0.572,0.371,3.91974868281919e-28
"Ralbp1",3.03965108955475e-32,1.54865293701984,0.302,0.119,5.63885673623302e-28
"Qsox1",3.37593027072907e-32,1.33913031593444,0.44,0.245,6.26268824522949e-28
"Bzw2",4.59157917314522e-32,2.01099615107704,0.254,0.088,8.51783852410169e-28
"Dnajc1",7.18884257862518e-32,1.51637653399609,0.295,0.114,1.33360218676076e-27
"Nfix",1.02626273044138e-31,1.67806934539765,0.3,0.123,1.9038199912418e-27
"Elob",1.19613846700742e-31,1.04221293210119,0.486,0.283,2.21895647014546e-27
"Rps3a1",1.37419676460188e-31,0.577132483611735,0.882,0.825,2.54927241801296e-27
"Krt8",1.4483939607988e-31,1.21678581810121,0.556,0.367,2.68691563667785e-27
"Nme2",1.45726102097167e-31,0.565349225892157,0.849,0.756,2.70336492000455e-27
"Sorbs2",1.5871751898024e-31,1.55400121021029,0.36,0.175,2.94436869460242e-27
"Ddx5",2.00659072300753e-31,1.31610889840777,0.441,0.248,3.72242645025127e-27
"Atp1a1",2.51878483671348e-31,1.33898175678477,0.454,0.265,4.67259775058717e-27
"Tmbim6",3.68417312818533e-31,0.900162022456924,0.607,0.424,6.83450957009661e-27
"Gnas",4.10846316764519e-31,0.654717996515238,0.825,0.736,7.62161002229859e-27
"Pkm",6.34358748758323e-31,1.48176105336467,0.314,0.133,1.17679891482156e-26
"Cycs",7.75813194973459e-31,1.18023803516048,0.404,0.21,1.43921105799526e-26
"Epha5",1.14667838590361e-30,1.45554353262836,0.452,0.268,2.12720307368978e-26
"Rps5",1.23341199559335e-30,0.708360090140349,0.776,0.678,2.28810259302523e-26
"Rpl36al",2.13631635502574e-30,0.523452382894701,0.87,0.778,3.96308047020824e-26
"Uqcr11",3.18107011054899e-30,0.980093347309757,0.496,0.295,5.90120316207943e-26
"Cox6b1",3.47825232783779e-30,0.807636248465862,0.588,0.391,6.45250589337188e-26
"Tax1bp1",3.54856632529458e-30,1.51745831541625,0.281,0.11,6.58294539005397e-26
"Ndufa7",1.48399478924269e-29,1.06181516104189,0.412,0.217,2.75295873352411e-25
"Nfia",2.04110646694543e-29,1.50475507233838,0.439,0.265,3.78645660683047e-25
"Cox5a",2.54916560931793e-29,0.862276809053838,0.572,0.388,4.72895712184569e-25
"Gmds",2.77693571242527e-29,1.25518663497209,0.458,0.277,5.15149344012012e-25
"Rbm39",3.90181160367788e-29,1.32740915829255,0.335,0.154,7.23825070598283e-25
"Cox7a2",4.1246563668795e-29,0.756392748665822,0.608,0.424,7.65165002619816e-25
"Uqcr10",4.19385097612335e-29,0.926987553336244,0.444,0.25,7.78001294580643e-25
"Fosb",4.43076066625585e-29,1.83423918484349,0.278,0.113,8.21950411197124e-25
"Shroom3",5.34985022502401e-29,1.72599887857936,0.298,0.128,9.92450715244204e-25
"Pabpc1",8.56528601930308e-29,1.64925687795825,0.257,0.095,1.58894620944092e-24
"Ndufc1",2.08197324602721e-28,1.0761651655571,0.379,0.193,3.86226856870508e-24
"Fndc3b",2.81037343094492e-28,1.66413015443978,0.29,0.123,5.21352375174592e-24
"Pgp",4.22271153226166e-28,0.929370363114811,0.525,0.338,7.83355216349861e-24
"Slc3a2",5.34400024178639e-28,1.59285274093038,0.263,0.103,9.91365484853793e-24
"Atp5mj",1.01905381699157e-27,1.05140067445281,0.411,0.221,1.89044673590105e-23
"Adgrl3",1.7038730870938e-27,1.61084769862719,0.282,0.12,3.16085496386772e-23
"BC006965",2.56073898992335e-27,1.77838733369746,0.261,0.103,4.75042690020681e-23
"Nfkbia",3.37835239953244e-27,1.63433813380741,0.3,0.138,6.26718153637263e-23
"Chchd10",3.7368479847111e-27,0.790138618334639,0.587,0.409,6.93222669643756e-23
"Iqgap2",4.59960239452209e-27,1.57211190984383,0.262,0.105,8.53272240207793e-23
"Rere",5.15580818215938e-27,1.6723273074064,0.276,0.115,9.56453975872386e-23
"Klf6",5.79121758258422e-27,1.76733821702513,0.26,0.105,1.0743287737452e-22
"Pnrc1",1.20810393633025e-26,1.48400938589158,0.298,0.136,2.24115361228625e-22
"Hes1",2.31745094731802e-26,1.44473398556325,0.316,0.148,4.29910325236966e-22
"mt-Rnr1",2.81509278662645e-26,1.07023726641738,0.572,0.389,5.22227862847073e-22
"Txnip",3.78745666253858e-26,1.72922518266166,0.257,0.106,7.02611085467531e-22
"Ybx1",5.89342222822914e-26,1.24799345888613,0.297,0.133,1.09328875755879e-21
"H3f3b",8.71827456163056e-26,0.690928398215209,0.824,0.719,1.61732711392809e-21
"Rpl30",8.92574508162873e-26,0.881552149728209,0.504,0.328,1.65581497009295e-21
"Atp5f1b",9.18880381550966e-26,0.867227596797396,0.531,0.35,1.7046149958152e-21
"Rps4x",1.05464675151078e-25,0.485896186175429,0.89,0.852,1.95647518872765e-21
"Hspa5",1.23570152003688e-25,1.3937323601925,0.48,0.325,2.29234988982041e-21
"Atp5mg",2.20533860651301e-25,0.674741080897834,0.59,0.413,4.09112364894229e-21
"Ndufb2",2.69098833528826e-25,0.984284371025597,0.36,0.184,4.99205246079326e-21
"Bglap3",2.91941735574196e-25,0.643956028023166,0.861,0.724,5.41581113663691e-21
"Pitpnc1",3.15840673803377e-25,1.52625355206328,0.292,0.135,5.85916033972644e-21
"H2az1",3.36012485147734e-25,1.61576713287838,0.363,0.199,6.23336761197562e-21
"Tceal9",1.73436715029994e-24,0.997321214179968,0.439,0.265,3.21742450052142e-20
"Btg2",2.32259754082186e-24,1.13646982422121,0.683,0.573,4.30865069797864e-20
"Rpl7",5.14283277170986e-24,0.722983117582157,0.568,0.397,9.54046907479896e-20
"Rpl18a",5.20289966919213e-24,0.608534969358812,0.716,0.59,9.65189917631832e-20
"Ndufa12",5.71352357082494e-24,1.16622438798785,0.288,0.13,1.05991575762373e-19
"Zbtb20",5.86283108265435e-24,1.12771229484857,0.537,0.396,1.08761379414321e-19
"Slc12a2",7.02299956319619e-24,1.13172832819673,0.521,0.369,1.30283664896853e-19
"Atf3",7.42642682721782e-24,0.953198062481045,0.68,0.552,1.37767644071718e-19
"Cpd",1.87789419785702e-23,1.08037341646402,0.439,0.274,3.48368152644456e-19
"Fkbp11",2.48178561786167e-23,0.836200701176771,0.53,0.358,4.60396049969518e-19
"Rbm47",3.10193982934847e-23,1.50005229789373,0.318,0.164,5.75440857742435e-19
"Atxn1",4.30520289094926e-23,1.26080221101484,0.322,0.166,7.98658188299997e-19
"COX3",7.63020064429004e-23,1.06033876285999,0.854,0.813,1.41547852152224e-18
"Mpc2",7.92081581449647e-23,0.955228857550491,0.38,0.214,1.46939054174724e-18
"Meis1",1.96151665830923e-22,1.22632134750228,0.279,0.131,3.63880955282946e-18
"Gpcpd1",2.3806209839458e-22,1.44205387094636,0.273,0.128,4.41628998731785e-18
"Snhg18",2.67851612264122e-22,1.16476413631166,0.295,0.143,4.96891525911172e-18
"Atp5mk",9.88683851950957e-22,1.07021075994973,0.319,0.166,1.83410741375422e-17
"ND4",9.98852236433115e-22,0.950214035522623,0.814,0.771,1.85297078380707e-17
"Tubb4b",1.3711684160088e-21,1.43395745629792,0.282,0.14,2.54365452853792e-17
"Atp2a3",1.94272563545738e-21,1.39465812281757,0.315,0.164,3.60395032633699e-17
"Uqcrb",4.38280726986628e-21,0.644909952885884,0.607,0.452,8.13054576632893e-17
"Kif5b",4.39287337878387e-21,1.44130752733277,0.251,0.115,8.14921940498196e-17
"Sox9",5.57292985276925e-21,1.37224390200733,0.282,0.141,1.03383421698722e-16
"Eef1b2",6.00303400352031e-21,1.06093429834161,0.347,0.196,1.11362283799305e-16
"Ndufb9",9.93808532742546e-21,0.608888044153213,0.643,0.49,1.8436142090907e-16
"Hdlbp",1.04581083178873e-20,0.963690436298687,0.351,0.194,1.94008367405126e-16
"Chpt1",1.124637661782e-20,0.846142139182154,0.527,0.382,2.08631532637179e-16
"Epha7",1.52824875010273e-20,1.23532086582087,0.363,0.218,2.83505425631558e-16
"Pdia3",1.83860384950601e-20,1.03995633052675,0.369,0.218,3.41079400121859e-16
"Pdia6",2.57534379007419e-20,1.22735087600687,0.264,0.126,4.77752026496662e-16
"Fndc3a",2.79127959518895e-20,1.15486622493913,0.308,0.163,5.17810277703502e-16
"Ubc",3.31690056556259e-20,0.800903970157596,0.657,0.556,6.15318223917515e-16
"Tbca",3.55315392024164e-20,1.17377596218352,0.252,0.116,6.59145583744026e-16
"Mrpl52",4.64351223549292e-20,1.08986754237583,0.253,0.116,8.61417954806292e-16
"Arpc3",9.11685139809912e-20,1.24039977902956,0.257,0.122,1.69126710286137e-15
