"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ttc7b",4.37150576318612e-27,1.689274970681,0.328,0.115,8.10958034128658e-23
"Rapgef5",4.47254749190687e-27,1.54044628745915,0.364,0.138,8.29702285223643e-23
"Mgat5",7.50442595820135e-27,1.12391112114118,0.493,0.233,1.39214605950593e-22
"Syne2",7.60162911795703e-27,1.19069401683015,0.406,0.158,1.41017821767221e-22
"A2ml1",1.17402546010608e-26,0.686391796122744,0.997,0.996,2.17793463104279e-22
"Vcp",1.19290271462486e-26,1.21108947807751,0.408,0.166,2.21295382590058e-22
"Golm2",1.39367195943582e-26,1.20246073190337,0.477,0.23,2.58540085194939e-22
"Rap1gap2",1.43855884272311e-26,1.29114320939221,0.415,0.174,2.66867050913565e-22
"Rbm25",1.72726095711312e-26,1.14778049853595,0.411,0.161,3.20424180154054e-22
"Kcnq1ot1",2.09226323099273e-26,1.55209305883016,0.331,0.115,3.88135751981462e-22
"Sh3bgrl2",2.71797143123939e-26,1.18875719842138,0.442,0.189,5.0421088020922e-22
"Eif4g1",3.24661253240221e-26,1.25117179210817,0.418,0.178,6.02279090885934e-22
"Tpm4",3.65588290813437e-26,1.71374725790852,0.286,0.088,6.78202838288007e-22
"Sntb1",3.91329703856039e-26,1.22187396015142,0.377,0.144,7.25955733623337e-22
"Tra2b",5.33137031466923e-26,1.37654654457413,0.343,0.122,9.89022507074288e-22
"Pabpc4",6.14478470586148e-26,1.72090382070081,0.266,0.074,1.13991901078436e-21
"Tanc1",6.8557771980233e-26,1.17394188472285,0.439,0.189,1.2718152280053e-21
"App",7.91663028176108e-26,0.847971570557392,0.632,0.361,1.4686140835695e-21
"Fto",1.14086747989305e-25,1.15097577155536,0.42,0.174,2.1164232619496e-21
"Cald1",1.29450433481875e-25,1.32176006686734,0.332,0.115,2.40143499152227e-21
"mt-Rnr2",1.54986755332174e-25,0.77381987069663,0.989,0.996,2.87515929816716e-21
"Psme4",1.68019643833484e-25,1.28420631904963,0.382,0.151,3.11693241275496e-21
"Mir6236",1.72424309100588e-25,3.31453406829481,0.296,0.11,3.198643358125e-21
"Gcc2",2.02004416327658e-25,1.08001606682532,0.513,0.256,3.74738392729438e-21
"Pbx1",2.49603686285383e-25,0.840099872928765,0.567,0.292,4.63039798428013e-21
"Actb",2.85974047499253e-25,0.75573445732327,0.941,0.973,5.30510455515864e-21
"Eif3a",3.19026928175103e-25,0.976781663742319,0.457,0.2,5.91826854457633e-21
"Eif3c",3.95714165425905e-25,1.21158506223988,0.395,0.16,7.34089348281597e-21
"Ubxn4",4.48004341800827e-25,1.23827508136426,0.355,0.131,8.31092854474715e-21
"St3gal1",6.81767535349721e-25,0.596712241660963,0.98,0.985,1.26474695482727e-20
"Ext1",7.67355845814543e-25,1.31768362787237,0.397,0.168,1.42352182957056e-20
"Asph",1.2980177257981e-24,0.824767946661561,0.645,0.364,2.40795268312806e-20
"Arhgef3",1.33762143252129e-24,1.83187072849853,0.272,0.084,2.48142151947025e-20
"Klf12",1.44208432069966e-24,1.12126474334721,0.478,0.226,2.67521062332993e-20
"Itgb1",1.60714782465896e-24,1.59979106861144,0.316,0.113,2.98141992952484e-20
"Clint1",1.61652595694224e-24,1.08405490092556,0.451,0.202,2.99881730272356e-20
"Meis1",1.70737375564063e-24,0.90912440668433,0.522,0.257,3.16734905408894e-20
"Hnrnpa2b1",1.71262273417677e-24,0.877513699544963,0.57,0.294,3.17708643417132e-20
"Dennd2b",1.93043923813097e-24,1.30397581404321,0.355,0.135,3.58115783065677e-20
"Sec24d",2.21277818440566e-24,1.11501327327212,0.456,0.212,4.10492480989094e-20
"Mcc",2.23395286569317e-24,1.12025401382886,0.435,0.191,4.14420596114739e-20
"Ehd4",2.59462780355104e-24,1.1495623599423,0.427,0.191,4.81329403836754e-20
"Mtdh",2.77730973375476e-24,1.12556488078083,0.406,0.171,5.15218728708845e-20
"Ctnnd1",3.25517724009175e-24,1.1495623599423,0.411,0.175,6.03867929809421e-20
"Ncl",3.31437543573757e-24,1.16821302398481,0.439,0.203,6.14849787083676e-20
"Entpd7",3.49448129548312e-24,1.36024970085332,0.356,0.142,6.48261225125074e-20
"Rell1",4.50539532021254e-24,1.77323539999968,0.271,0.086,8.35795885852629e-20
"CYTB",5.64051279718009e-24,0.579128540255629,0.986,0.996,1.04637152900488e-19
"Shb",7.19058539346768e-24,1.62117971966437,0.289,0.096,1.33392549634219e-19
"Ckap4",8.51779479855675e-24,1.34070384729431,0.362,0.148,1.58013611308026e-19
"Polr2l",9.68980321108222e-24,1.0704342835663,0.463,0.221,1.79755539368786e-19
"Acly",1.00912517475937e-23,0.951501245452724,0.492,0.241,1.87202811169611e-19
"Slc37a1",1.13607760717285e-23,1.69073727986202,0.302,0.11,2.10753756906636e-19
"Slc39a11",1.17061285134228e-23,1.07886016073266,0.421,0.185,2.17160390052506e-19
"Syt7",1.19641317747382e-23,1.18603455667179,0.424,0.201,2.21946608553169e-19
"Ica1",1.22710797814701e-23,0.904547678177285,0.502,0.24,2.27640801026051e-19
"Stag1",1.23101441445674e-23,1.12214956094065,0.37,0.145,2.2836548402587e-19
"Wwc1",1.32289805927267e-23,0.986061772698355,0.481,0.226,2.45410818975672e-19
"Slc30a7",1.53800867778216e-23,1.2649423363014,0.337,0.127,2.85315989815369e-19
"Atp6v1a",1.58192178801476e-23,1.16656437965999,0.355,0.137,2.93462310894619e-19
"Sgms1",1.96138380830616e-23,1.18745544083202,0.402,0.174,3.63856310278877e-19
"Clstn1",2.38138901395821e-23,1.00542138427022,0.484,0.239,4.41771475979388e-19
"Gclc",2.89307112396093e-23,1.44583058843904,0.314,0.113,5.36693624205992e-19
"Ivns1abp",3.2818037292265e-23,0.998417996532458,0.427,0.186,6.08807409808809e-19
"Arid1b",3.83483591840188e-23,1.22857960950528,0.382,0.16,7.11400411222732e-19
"Retreg1",4.28610517600311e-23,1.05905934787229,0.481,0.239,7.95115371200338e-19
"Tob1",6.20393659814561e-23,0.884746092702155,0.598,0.344,1.15089227832199e-18
"Pik3r1",6.24238310804903e-23,1.02155885033519,0.415,0.182,1.15802449037417e-18
"Prkce",6.89623843503987e-23,1.38311854760866,0.31,0.112,1.27932119208425e-18
"Slc10a7",7.14561615811069e-23,1.57989151117373,0.295,0.104,1.32558325349111e-18
"Tbl1xr1",8.65738067719472e-23,1.48350697474939,0.278,0.092,1.60603068942639e-18
"Pam",8.70991729708564e-23,0.853930866404775,0.579,0.326,1.61577675778236e-18
"Tm9sf2",8.84138643815373e-23,0.984055176800603,0.472,0.234,1.6401655981419e-18
"Tpr",8.88809166756917e-23,1.21154724734293,0.383,0.164,1.64882988525076e-18
"Arfgef3",9.10348403953908e-23,1.18622766268746,0.388,0.166,1.6887873241749e-18
"Lasp1",9.41374931073592e-23,1.13667871584058,0.388,0.167,1.74634463463462e-18
"Rbfox2",1.02147819189474e-22,1.16614965189296,0.392,0.17,1.89494419378394e-18
"Galnt3",1.03122476822898e-22,1.15143349613257,0.367,0.15,1.91302506754158e-18
"Ssbp3",1.03274385869148e-22,1.3972382048885,0.307,0.11,1.91584313225856e-18
"Vgll4",1.06224651459171e-22,1.09954407533203,0.441,0.206,1.97057350921907e-18
"Edem1",1.27261199233272e-22,1.30099069988092,0.356,0.148,2.36082250697643e-18
"Pde4d",1.31718557510443e-22,0.635621038515549,0.983,0.99,2.44351096037622e-18
"Cldn7",1.67797025915676e-22,1.3034592501244,0.319,0.117,3.1128026277617e-18
"Dync1i2",1.68996349587432e-22,1.60846066337051,0.254,0.077,3.13505128119645e-18
"Tmem181a",1.84374069693635e-22,1.50976542478309,0.26,0.08,3.42032336688661e-18
"Bsdc1",1.96200437255471e-22,1.25796341628637,0.361,0.148,3.63971431152623e-18
"Etv6",2.0142462421678e-22,0.822486384969572,0.508,0.27,3.73662820384549e-18
"Rbm39",2.01564339027634e-22,0.738702994040255,0.597,0.32,3.73922005330165e-18
"Nktr",2.13706310339745e-22,0.774654151570114,0.528,0.264,3.9644657631126e-18
"Arglu1",2.88877693509087e-22,1.31009973916463,0.322,0.12,5.35897009228708e-18
"Fryl",3.12560180904516e-22,1.21695466045341,0.344,0.134,5.79830391595967e-18
"Zfp704",3.2002142442092e-22,1.4591096882977,0.307,0.115,5.93671744443249e-18
"Pon3",3.49164406615327e-22,0.956582698803095,0.48,0.24,6.47734890712093e-18
"Eif4g3",3.9666746923666e-22,1.55514484883805,0.268,0.088,7.35857822180928e-18
"Etl4",4.27119043625522e-22,1.11962475790189,0.365,0.15,7.92348537829706e-18
"Rin2",4.31521345283691e-22,0.997254063398822,0.45,0.21,8.00515247635776e-18
"Pdlim5",6.05225424176463e-22,1.07614978662341,0.395,0.175,1.12275368438976e-17
"ND4",6.53352672661202e-22,0.509045475234301,0.997,0.997,1.2120345430538e-17
"Stard13",7.13137160698703e-22,1.1633915738164,0.349,0.14,1.32294074681216e-17
"Pde4dip",7.54013169489059e-22,1.48984190653131,0.271,0.09,1.39876983071915e-17
"Slc12a8",8.14919459347143e-22,0.758967573076697,0.671,0.42,1.51175708903488e-17
"Sorl1",9.06704441515067e-22,1.26076748916307,0.35,0.144,1.6820274094546e-17
"Rpl23a",9.5222488399447e-22,0.964371543476608,0.525,0.287,1.76647238229814e-17
"Rassf3",1.01881900701539e-21,0.959269878244996,0.448,0.21,1.89001113991424e-17
"Tpm3",1.51406446424762e-21,1.14345153516267,0.325,0.125,2.80874098762576e-17
"Zfhx3",1.61479512955817e-21,0.906738821044211,0.436,0.203,2.99560644484336e-17
"Tulp4",1.78726670863382e-21,1.23196820775343,0.302,0.11,3.3155584711866e-17
"Tmf1",1.91844447793474e-21,0.884973934623173,0.502,0.254,3.55890635101673e-17
"Sod1",2.10311699809471e-21,1.066135960945,0.337,0.13,3.90149234316549e-17
"Shroom3",2.30155911449492e-21,0.934174979373481,0.562,0.302,4.26962231329952e-17
"Sec31a",2.70227227743605e-21,0.716176370871854,0.577,0.309,5.01298530187161e-17
"Crebbp",2.72221549078617e-21,1.37244943130326,0.29,0.106,5.04998195695743e-17
"Ctsd",2.76263849877652e-21,1.05282739416078,0.385,0.166,5.12497067908032e-17
"Tm9sf4",2.81185037373094e-21,1.2947342944418,0.299,0.11,5.21626362830826e-17
"Nr4a2",2.84092949561135e-21,1.38724643323134,0.298,0.111,5.27020830730862e-17
"Cltc",2.86379467333165e-21,1.03898419053051,0.408,0.184,5.31262549849754e-17
"Galnt7",3.09935512002918e-21,0.6141814984384,0.759,0.518,5.74961368316614e-17
"Ints6",3.18019220753074e-21,1.28875656983197,0.292,0.105,5.89957456419028e-17
"Aldh1l2",3.53310987015472e-21,1.71443363455256,0.286,0.11,6.55427212012402e-17
"Hexb",3.8271661984828e-21,0.775795785138023,0.82,0.745,7.09977601480545e-17
"Sik3",3.89228476008575e-21,1.37085747269231,0.326,0.133,7.22057745843507e-17
"Lncppara",4.06360174971163e-21,1.61406862649182,0.254,0.084,7.53838760589005e-17
"Ankrd11",4.16536395532208e-21,1.29864236974017,0.349,0.147,7.72716667351799e-17
"Rreb1",4.22201033709344e-21,1.43615603371228,0.28,0.099,7.83225137634205e-17
"ATP8",4.46166027219904e-21,0.928681732020761,0.811,0.751,8.27682597095643e-17
"Canx",4.77150768971902e-21,1.13701980369816,0.379,0.168,8.85162391519776e-17
"Arl15",4.83014476776863e-21,0.961951688006305,0.447,0.213,8.96040155868759e-17
"Spats2l",5.04724665275048e-21,0.915900764287308,0.447,0.209,9.36314726551741e-17
"Galnt12",5.05755376591589e-21,1.00602671933591,0.475,0.249,9.38226799115056e-17
"Mctp2",5.70803106180813e-21,1.34042557647834,0.281,0.099,1.05889684227603e-16
"Usp9x",5.71637486752425e-21,1.33588715921002,0.332,0.137,1.06044470167442e-16
"Nr4a1",6.25662447449001e-21,1.17935358159001,0.349,0.146,1.16066640626264e-16
"Tlcd4",7.42703202028293e-21,1.25619432343332,0.298,0.112,1.37778871008269e-16
"Tgoln1",7.73839511750425e-21,0.803818526242533,0.611,0.387,1.43554967824821e-16
"Heatr5a",8.58290105874405e-21,0.938295560978889,0.489,0.259,1.59221397540761e-16
"Ap2b1",8.97821281428666e-21,1.44733531761703,0.253,0.081,1.66554825917832e-16
"Edem3",9.38276789317732e-21,0.921997487998727,0.462,0.228,1.74059727186333e-16
"Fermt2",1.05159564098097e-20,1.32971925627699,0.284,0.102,1.9508150735838e-16
"Setbp1",1.22811189448774e-20,1.10392978761395,0.385,0.176,2.2782703754642e-16
"Kif1b",1.39114789654848e-20,1.06591216220125,0.374,0.164,2.58071846288709e-16
"Nr6a1",1.44534687092285e-20,1.46223992251946,0.265,0.092,2.68126298024897e-16
"Limch1",1.59006542146727e-20,1.50066482002316,0.25,0.08,2.94973036336393e-16
"Igf2r",1.69920837378876e-20,1.3303193651465,0.298,0.113,3.15220145421552e-16
"Rbm47",1.79706986404402e-20,0.68124075509658,0.577,0.318,3.33374430478806e-16
"Cst3",1.8641788822097e-20,1.16679965620986,0.293,0.108,3.45823824438722e-16
"Vti1a",2.02836307512286e-20,1.29667922340231,0.314,0.124,3.76281634066041e-16
"Senp6",2.10277875102182e-20,1.18779082317205,0.311,0.12,3.90086486102058e-16
"Tns3",2.46429648958629e-20,0.845501173406293,0.493,0.252,4.57151641783154e-16
"Gm38865",2.51190263563705e-20,1.58522495547677,0.25,0.082,4.65983057937028e-16
"Cadps2",2.87089771398341e-20,0.865607721166325,0.465,0.231,5.32580234921062e-16
"Aak1",3.64808354931852e-20,1.35630825605866,0.302,0.117,6.76755979234078e-16
"Golm1",4.19288854235224e-20,1.63142181181382,0.263,0.096,7.77822753491765e-16
"Ogdh",4.33272786830643e-20,1.08726089122465,0.335,0.139,8.03764346849526e-16
"Ddx24",4.42110608450811e-20,1.07293152245385,0.337,0.138,8.20159389737099e-16
"Atxn1",4.49733451671042e-20,0.69182188250758,0.674,0.435,8.3430052619495e-16
"Tubb4b",4.78069705600245e-20,1.01757774939778,0.511,0.293,8.86867110859014e-16
"Nucb1",4.81445698915122e-20,1.1799609042851,0.365,0.167,8.93129916057443e-16
"Zcchc7",4.84962679549227e-20,0.810423277320198,0.484,0.244,8.99654266831772e-16
"Purb",4.91127457311213e-20,1.25353116997111,0.272,0.096,9.11090546058031e-16
"Ptprn2",5.18795043688746e-20,1.76188934491662,0.265,0.099,9.62416685546993e-16
"Mprip",5.51553415448868e-20,1.23070046159023,0.293,0.111,1.02318674099919e-15
"Acin1",6.30750320142519e-20,1.36661014053704,0.278,0.102,1.17010491889639e-15
"Ascc3",6.321410113759e-20,1.17201380346776,0.349,0.149,1.17268479020343e-15
"Ldha",6.43102143136016e-20,0.809440495302465,0.474,0.237,1.19301878573162e-15
"Tmem263",6.90354775362078e-20,1.03932312981103,0.37,0.163,1.28067714377419e-15
"Ddx50",6.99614195042308e-20,1.14409545172809,0.361,0.158,1.29785429322299e-15
"Cgnl1",7.34810197236976e-20,0.997882327841925,0.379,0.168,1.36314639689431e-15
"Xpr1",7.66106816734068e-20,0.781779988052647,0.514,0.278,1.42120475572337e-15
"Nedd4",7.81261118175285e-20,0.761431927334829,0.508,0.265,1.44931750032697e-15
"Ormdl3",7.82247202271225e-20,1.11627383144983,0.364,0.161,1.45114678493335e-15
"Mlec",7.82596762182406e-20,1.1973184071414,0.329,0.137,1.45179525352458e-15
"Cdkal1",8.22815211704023e-20,1.30899498756697,0.275,0.1,1.52640449923213e-15
"Dip2c",8.46603970199423e-20,1.21494505991111,0.299,0.116,1.57053502511695e-15
"Sipa1l3",8.676207706642e-20,1.17531595071351,0.32,0.13,1.60952329165916e-15
"Thrap3",9.30375842662439e-20,1.3493782476409,0.295,0.114,1.72594022572309e-15
"Casz1",9.53332794642237e-20,0.907894120470781,0.438,0.21,1.76852766734081e-15
"Dsp",9.64819374262987e-20,1.27664483735245,0.301,0.116,1.78983642119527e-15
"Bax",9.98075983336827e-20,1.50380911834291,0.269,0.099,1.85153075668815e-15
"Hspa5",1.02286617499408e-19,0.876526127373056,0.786,0.764,1.89751904123151e-15
"Smarca5",1.13810642519961e-19,1.29231492107715,0.272,0.096,2.11130122938781e-15
"Alcam",1.16551648916228e-19,0.742235333631644,0.523,0.28,2.16214963904494e-15
"P4hb",1.18540396906551e-19,0.719497578469316,0.832,0.826,2.19904290301343e-15
"Ndufa3",1.29257790144999e-19,0.960274941424893,0.42,0.203,2.39786126497988e-15
"Helz",1.2929373887708e-19,1.46639031795107,0.271,0.099,2.39852814990872e-15
"Vcl",1.2969957446418e-19,0.968005725309379,0.421,0.196,2.406056805885e-15
"Sdf4",1.36081816515803e-19,1.17305116486151,0.322,0.132,2.52445377818467e-15
"Zfp292",1.37263382869509e-19,1.00113415997929,0.38,0.173,2.54637301561226e-15
"Slc38a1",1.41494580666165e-19,0.768125071028984,0.513,0.271,2.62486596593802e-15
"Slc35f5",1.48959114336599e-19,1.14531382549925,0.328,0.137,2.76334053005825e-15
"Bclaf1",1.51089876896767e-19,0.902853425554199,0.338,0.138,2.80286830631193e-15
"Oxct1",1.56359592900239e-19,1.16485401189489,0.332,0.14,2.90062680789234e-15
"Ranbp2",1.6128557543781e-19,1.14925715684387,0.283,0.103,2.99200870994682e-15
"Prpf40a",1.61349559020633e-19,1.2219979189985,0.299,0.118,2.99319566939176e-15
"Foxp1",1.62526579638807e-19,0.669198688418116,0.868,0.831,3.01503057887952e-15
"Eprs1",1.70204520458017e-19,0.915352019367947,0.386,0.174,3.15746405901667e-15
"Maml3",1.76139012401684e-19,1.31295265088402,0.34,0.148,3.26755481906364e-15
"B4galt1",1.82713729801049e-19,0.923712211909939,0.493,0.275,3.38952240153926e-15
"Sort1",1.86025050175094e-19,1.39171990981065,0.286,0.111,3.45095070579816e-15
"Dnajb11",1.97450597616664e-19,1.33391226951967,0.284,0.108,3.66290603638673e-15
"Larp1b",1.99697909976664e-19,1.00849513973187,0.362,0.157,3.70459592797709e-15
"Kmt2c",2.15381988326832e-19,1.04868766379986,0.365,0.162,3.99555126545106e-15
"Rab6a",2.42802181722985e-19,1.06707879620841,0.313,0.123,4.50422327314309e-15
"Itpr2",2.46129492722124e-19,1.28362380215718,0.295,0.115,4.56594821948812e-15
"Dag1",2.65781638996514e-19,1.27896049758141,0.266,0.095,4.93051518502433e-15
"Chrm3",2.76411756580938e-19,0.603867284901504,0.883,0.885,5.12771449633299e-15
"Gspt1",2.8460417325753e-19,1.20496422526904,0.289,0.11,5.27969201810044e-15
"Lamp1",2.91717855086059e-19,0.839599294540027,0.51,0.281,5.41165792970149e-15
"Hspa4",3.17696511260134e-19,1.29828499930352,0.283,0.108,5.89358798038674e-15
"Sec23b",3.53309449485146e-19,0.627056619252415,0.768,0.608,6.55424359739895e-15
"Zfp106",3.58189011869603e-19,1.20726215912281,0.343,0.149,6.644764359193e-15
"Preb",3.91756394737557e-19,1.26770241948664,0.298,0.117,7.26747287877643e-15
"Dcpp3",4.38822781795321e-19,0.279994819137042,0.66,0.59,8.14060142508499e-15
"Atp9a",4.95784559050462e-19,1.11910842167331,0.346,0.153,9.19729935494512e-15
"Tbc1d16",5.80164172901261e-19,1.22920442330495,0.317,0.137,1.07626255714913e-14
"Gfpt1",6.08622039827481e-19,0.48171419736622,0.979,0.985,1.12905474608396e-14
"Sgms2",6.57060136492546e-19,1.48185942821321,0.256,0.093,1.21891225920732e-14
"Zfp827",6.82823097798331e-19,1.20961059012541,0.29,0.111,1.26670512872568e-14
